sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_gpt2,metric_icl_E_rate_gpt2,metric_icl_C_gpt2,metric_icl_D_gpt2,metric_icl_D_rate_gpt2,metric_icl_E_gpt2_std,metric_icl_E_rate_gpt2_std,metric_icl_C_gpt2_std,metric_icl_D_gpt2_std,metric_icl_D_rate_gpt2_std
test.enc.prompt.txt::00388,A couple eggs,0.0,content_diversity,can be fun to play around with on holiday.,were scattered around the yard for the children.,"were colored red, white and blue.",could be seen by the youngsters.,turned into toys for the group of kids.,-0.025,0.956,-0.224,-0.669,-0.355,4.121768,0.204338,0.430218,1.773260,0.087910,45.451025,0.956885,0.000000,19.553860,0.411669
test.enc.prompt.txt::00389,He's carrying a,0.0,content_diversity,bag of enchanted stones out of plain view,bag of unusual trinkets unbeknownst to his peers,bag with high quality items in a secret compartment,bag with sacred jewels hidden,"bag with ideal jewels, stowed away",-0.055,0.936,-0.252,-0.877,-0.587,23.085301,0.471841,0.379348,8.757361,0.178992,61.217348,1.340668,0.000000,23.222673,0.508580
test.enc.prompt.txt::00390,"Whenever your're ready,",0.0,content_diversity,and let the party start,and speak the truth,and grill me some steaks,and then let's get outta here,and lets get moving,-0.051,0.950,-0.208,-0.701,-0.169,15.932307,0.576196,0.421518,6.715762,0.242877,34.008105,1.203285,0.000000,14.335045,0.507207
test.enc.prompt.txt::00391,You folks need,0.0,content_diversity,to clean up a little bit.,to freshen up.,to make sure you are tidy before going out.,focus on your hygiene for many reasons.,to clean yourselves before going on the bus.,-0.042,0.937,-0.321,-0.828,-0.484,13.052539,0.534379,0.390485,5.096824,0.208667,49.735531,0.682229,0.000000,19.420993,0.266400
test.enc.prompt.txt::00392,"Say, isn't that",0.0,content_diversity,something you've told me a million times.,information which is of no use to me at all.,interesting and absolutely worthless.,about the dumbest thing I've ever heard.,"nice, if it actually had any impact on me whatsoever.",-0.007,0.989,-0.124,-0.627,-0.343,-1.899039,0.097616,0.550000,-1.044472,0.053689,63.594294,0.906374,0.000000,34.976888,0.498506
test.enc.prompt.txt::00393,"You're tired, Striker,",0.0,content_diversity,why don't you take a nap before you leave.,you should go lay down and try to sleep.,a good night's sleep would do you some good.,take the day off and rest up.,go home and go to bed.,-0.030,0.940,-0.241,-0.842,-0.690,12.926914,0.169208,0.545560,7.052412,0.092313,43.729079,0.714469,0.000000,23.856853,0.389786
test.enc.prompt.txt::00394,No. I mean,0.0,content_diversity,it's all good.,it all worked out for the best.,its great!,there are no more problems.,this is wonderful.,-0.004,0.990,-0.356,-0.686,-0.644,7.496299,0.474692,0.508559,3.812308,0.241409,26.004367,0.664117,0.000000,13.224747,0.337742
test.enc.prompt.txt::00395,"Shep, sit...sit! So,",1.0,content_diversity,what were we talking about again?,let's get back to work everyone.,we can move on to something else now.,"there is nothing to see here, let's keep going.",did you see that fireball in the sky last night?,-0.016,0.974,-0.082,-0.667,-0.240,0.945092,0.125910,0.563794,0.532837,0.070987,31.555054,0.328000,0.000000,17.790537,0.184924
test.enc.prompt.txt::00395,"Shep, sit...sit! So,",0.0,content_diversity,I saw a big bright light in the sky last night.,did you hear a huge boom outside?,I have no idea what that fireball was.,let me go ahead and report the fireball to the local news.,there is no explanation to that fireball yesterday.,-0.024,0.956,-0.261,-0.746,-0.313,0.945092,0.125910,0.563794,0.532837,0.070987,31.555054,0.328000,0.000000,17.790537,0.184924
test.enc.prompt.txt::00396,...but after...awhile...you begin,1.0,content_diversity,to get tired of the whole thing,"to get used to it, and it gets easier and easier","to bleed, and you have to go to the hospital",to understand why she did the things she did,to know what your true life's passion is,-0.051,0.923,-0.219,-0.678,-0.162,5.820120,0.049687,0.491599,2.861166,0.024426,53.634502,1.262114,0.000000,26.366680,0.620454
test.enc.prompt.txt::00396,...but after...awhile...you begin,0.0,content_diversity,to get weary of doing it over and over,to realize the whole thing is very tiring and dull,to get more and more sleepy and drained,to not want to do it anymore,to become tired of the drudgery,-0.051,0.924,-0.314,-0.789,-0.684,5.820120,0.049687,0.491599,2.861166,0.024426,53.634502,1.262114,0.000000,26.366680,0.620454
test.enc.prompt.txt::00397,"Captain, how soon",1.0,content_diversity,do we shit out?,until we leave?,until we line up for formation?,until chow time?,is quitting time?,-0.044,0.933,-0.348,-0.753,-0.407,14.832328,0.477816,0.309720,4.593869,0.147989,33.621609,1.906099,0.000000,10.413285,0.590357
test.enc.prompt.txt::00397,"Captain, how soon",0.0,content_diversity,can we be relived from duty?,can I stop thinking of taking this uniform off?,until you release your control of us?,until the end of the day?,do you want us to leave your presence?,-0.018,0.961,-0.264,-0.713,-0.430,14.832328,0.477816,0.309720,4.593869,0.147989,33.621609,1.906099,0.000000,10.413285,0.590357
test.enc.prompt.txt::00398,"What is it,",1.0,content_diversity,is it alive?,can I eat it?,where did you get it?,maybe you should leave it.,it looks interesting.,-0.025,0.960,-0.315,-0.702,-0.242,3.956595,0.274265,0.524114,2.073707,0.143746,16.168330,0.983277,0.000000,8.474048,0.515349
test.enc.prompt.txt::00398,"What is it,",0.0,content_diversity,I can't believe they would serve that at this restaurant.,It barely looks edible.,who would want to eat that?,it has an interesting color.,maybe we should ask the server if we can eat it.,-0.007,0.978,-0.249,-0.736,-0.250,3.956595,0.274265,0.524114,2.073707,0.143746,16.168330,0.983277,0.000000,8.474048,0.515349
test.enc.prompt.txt::00401,Sluggish. Like a,0.0,content_diversity,teen that just came out of daytime hibernation.,young adult who thought staying up all night and sleeping all day would work.,"typical youth, having fun all night and paying for it the next day.",teenage kid dragging themselves out of a bed they got into at dawn.,teen yet to learn that people aren't nocturnal or functional on four hours of sleep.,-0.025,0.954,-0.134,-0.900,-0.416,0.587912,0.121215,0.430944,0.253358,0.052237,108.791992,0.891792,0.000000,46.883299,0.384313
test.enc.prompt.txt::00403,He's all over,1.0,content_diversity,the road,his relationship with Amy,his diet,the place,working on his degree,-0.029,0.757,-0.201,-0.554,-0.195,3.101209,0.639636,0.429232,1.331139,0.274553,21.358422,1.291082,0.000000,9.167722,0.554174
test.enc.prompt.txt::00403,He's all over,0.0,content_diversity,route 77,the berm,the exit,rest areas,the fast food restaurant,-0.024,0.767,-0.185,-0.645,-0.152,3.101209,0.639636,0.429232,1.331139,0.274553,21.358422,1.291082,0.000000,9.167722,0.554174
test.enc.prompt.txt::00405,There's a little,1.0,content_diversity,bit left in the bottle.,man in the backyard.,bird outside.,snow on the ground.,food left in the fridge.,-0.072,0.880,-0.488,-0.632,-0.117,10.785430,0.732762,0.485960,5.241288,0.356093,34.431481,1.482145,0.000000,16.732325,0.720263
test.enc.prompt.txt::00405,There's a little,0.0,content_diversity,white stuff out there.,snow out there.,bit of snow.,accumulation on the ground.,snow outside.,-0.043,0.732,-0.387,-0.816,-0.544,10.785430,0.732762,0.485960,5.241288,0.356093,34.431481,1.482145,0.000000,16.732325,0.720263
test.enc.prompt.txt::00406,Fourteen-B. It's halfway,0.0,content_diversity,at top speed to the water's edge,"assuming a quick pace, to the skinny dipping rendezvous",towards midnight swim with a cool sprint,"for our ocean meet up, running",moving quickly down to the seaside,-0.029,0.958,-0.222,-0.752,-0.425,37.181744,0.891403,0.353388,13.139574,0.315011,82.427357,1.623875,0.000000,29.128821,0.573858
test.enc.prompt.txt::00407,"Excuse me, sir.",1.0,content_diversity,You said I was mad.,You wanted to have a good time with me.,You asked me what to do around here.,Please stop staring at me.,I have a weight issues.,-0.033,0.943,-0.337,-0.679,-0.188,5.671363,-0.100109,0.475762,2.698217,-0.047628,39.466609,1.955782,0.000000,18.776699,0.930486
test.enc.prompt.txt::00409,"Well, I flew",1.0,content_diversity,all the way out here.,for the first time and it was scary.,down to Australia to meet her.,on a wide-body airplane for the first time.,three times this week.,-0.036,0.907,-0.123,-0.580,-0.246,15.961610,0.342526,0.530556,8.468529,0.181729,48.954200,0.730295,0.000000,25.972947,0.387463
test.enc.prompt.txt::00410,Oooh. Hardball. That,1.0,content_diversity,reminds me of my father.,is what Sr. Annunciata used to hit me with in grade school.,means I'll have to wear a cup.,is surprising coming from a girl.,hurts like a mother.,-0.018,0.971,-0.226,-0.618,-0.133,29.242365,0.719975,0.428147,12.520018,0.308255,169.648971,2.411221,0.000000,72.634623,1.032356
test.enc.prompt.txt::00411,I like my,0.0,content_diversity,yard to have a lot of wild flowers.,gardening duties to be kept to a minimum and it definitely shows.,weekends to be free of weeding so I just let nature run its course.,untamed assortment of plants and blooms out back.,property to have an untended but colorful look.,-0.035,0.951,-0.187,-0.781,-0.456,31.552449,0.403620,0.395562,12.480965,0.159657,72.220937,1.075153,0.000000,28.567892,0.425290
test.enc.prompt.txt::00412,So what've you,0.0,content_diversity,picked up on by observing them together?,been told by your mutual friends? I bet they have some juicy gossip.,overheard them saying while you were cleaning their house?,been privy to about their situation?,listened to them say or do without them knowing about it?,-0.022,0.965,-0.135,-0.801,-0.370,18.677311,0.384863,0.436236,8.147716,0.167891,79.498778,0.926515,0.000000,34.680234,0.404179
test.enc.prompt.txt::00413,"Move a finger,",0.0,content_diversity,and you're done.,and it's over for you.,and you can say goodbye to tomorrow.,and I'll end you.,and sleep forever.,-0.061,0.945,-0.371,-0.720,-0.561,14.153004,0.334418,0.431104,6.101417,0.144169,30.390979,1.380558,0.000000,13.101673,0.595164
test.enc.prompt.txt::00414,"That cop, the",1.0,content_diversity,one over there.,guy in the uniform.,one who was shot.,one who shot the criminal.,one I spoke to earlier.,-0.048,0.930,-0.288,-0.749,-0.312,7.615116,0.485753,0.412052,3.137823,0.200155,28.852993,0.779170,0.000000,11.888930,0.321058
test.enc.prompt.txt::00416,A large number,0.0,content_diversity,makes me anxious.,is unbearable to deal with.,effects my emotions.,renders me useless.,makes me feel like I cannot breathe.,-0.026,0.959,-0.421,-0.731,-0.445,12.181828,0.784804,0.443482,5.402419,0.348046,35.318754,0.594582,0.000000,15.663226,0.263686
test.enc.prompt.txt::00417,She's going to,1.0,content_diversity,upset me all the way to the baseball game.,use comments that came from my mouth.,make an excuse not to see me this weekend.,throw a surprise bash party.,make me look like a pretty little boy.,-0.014,0.968,-0.183,-0.639,-0.117,11.796461,0.309734,0.459387,5.419137,0.142288,18.273787,0.567638,0.000000,8.394734,0.260765
test.enc.prompt.txt::00417,She's going to,0.0,content_diversity,makes me cry when i see the faul ball.,take my innerds and make curry of them all.,teach my that crying is for kids.,why i should choose gum as i cry.,Why i don't go to a ball game.,-0.018,0.971,-0.180,-0.686,-0.186,11.796461,0.309734,0.459387,5.419137,0.142288,18.273787,0.567638,0.000000,8.394734,0.260765
test.enc.prompt.txt::00418,"Well, let's roll,",1.0,content_diversity,we have nothing to lose.,I'm feeling lucky.,I want to get there early.,I have a lot to do today.,we have a long trip.,-0.040,0.927,-0.430,-0.667,-0.299,7.960715,0.256304,0.479167,3.814508,0.122812,10.176703,0.555976,0.000000,4.876336,0.266405
test.enc.prompt.txt::00418,"Well, let's roll,",0.0,content_diversity,I don't want to be late.,It's important that we're early.,I want to get good seats.,We need time to grab food.,I like to have my choice of seats.,-0.038,0.947,-0.383,-0.729,-0.418,7.960715,0.256304,0.479167,3.814508,0.122812,10.176703,0.555976,0.000000,4.876336,0.266405
test.enc.prompt.txt::00420,But there's no,0.0,content_diversity,visibility and the wipers can't keep up with the snow.,safe route to take if all the roads are closed due to the storm.,good reason to travel in bad weather.,chance we can make it there safely when the conditions are this bad.,one else on the road because it's too icy to drive.,-0.031,0.964,-0.262,-0.749,-0.390,15.381178,0.312596,0.450909,6.935513,0.140952,47.289546,0.399220,0.000000,21.323286,0.180012
test.enc.prompt.txt::00421,How do I,1.0,content_diversity,tie this knot,understand these questions,make a chocolate cake,install this ceiling fan,find my way home,-0.006,0.789,-0.147,-0.559,-0.155,16.446074,0.680168,0.517322,8.507913,0.351866,24.058691,0.677809,0.000000,12.446085,0.350645
test.enc.prompt.txt::00422,"Yeah, right. Don't",1.0,content_diversity,take too long,eat too much of that,spend too much money,go to the party,stay up too late,-0.041,0.947,-0.251,-0.712,-0.355,10.454323,0.600236,0.573408,5.994598,0.344180,20.254904,1.094735,0.000000,11.614333,0.627730
test.enc.prompt.txt::00423,"Oh, here's an",0.0,content_diversity,answer to the problem with that animal.,animal shelter we can bring the dog to.,actual solution to help that animal.,event with staff we can ask quesstions of for our pet.,orthopedist that treats animal injuries.,-0.053,0.928,-0.231,-0.816,-0.512,29.505111,0.669152,0.386275,11.397086,0.258477,105.001922,1.497612,0.000000,40.559614,0.578490
test.enc.prompt.txt::00424,You guys finished,1.0,content_diversity,so now it is time to clean up,1st and 2nd place,how are you feeling?,now it is time to go home and rest,it is about time,-0.076,0.814,-0.009,-0.640,-0.217,10.773190,0.346458,0.552949,5.957026,0.191573,28.138220,0.786710,0.000000,15.559004,0.435010
test.enc.prompt.txt::00424,You guys finished,0.0,content_diversity,now we can go home and go to bed,we can go home and take a nap,it is time now for relaxation,it is time to take a siesta,now it is time to rest your bodies,-0.137,0.765,-0.428,-0.769,-0.545,10.773190,0.346458,0.552949,5.957026,0.191573,28.138220,0.786710,0.000000,15.559004,0.435010
test.enc.prompt.txt::00425,Does that look,1.0,content_diversity,like a haunted house?,better on her?,like an antique?,safe?,like the outfit of an award winner?,-0.018,0.967,-0.380,-0.708,-0.281,-9.872754,0.250589,0.422638,-4.172599,0.105908,75.188760,1.401385,0.000000,31.777609,0.592278
test.enc.prompt.txt::00426,"First squad up,",1.0,content_diversity,let's go over there.,we are ready for this.,we were born for this.,we need to get a move on quick..,this should be a lot of fun.,-0.033,0.950,-0.278,-0.704,-0.480,10.180837,0.480817,0.468647,4.771217,0.225334,52.075043,1.365807,0.000000,24.404803,0.640081
test.enc.prompt.txt::00426,"First squad up,",0.0,content_diversity,this is going to be a festive time.,this will be enjoyable.,i am very happy about this.,we are excited about this.,I can't wait to make this happen.,-0.049,0.945,-0.359,-0.809,-0.642,10.180837,0.480817,0.468647,4.771217,0.225334,52.075043,1.365807,0.000000,24.404803,0.640081
test.enc.prompt.txt::00427,Flame-units only. I,1.0,content_diversity,This is comparable to fire and sparks.,A blaze of heat surrounds an area.,A fire that smolders for days as firemen extinguish the flames.,The smoke rises from the residence and people evacuate.,The heat permeates the atmosphere and people stand in awe.,-0.027,0.954,-0.260,-0.795,-0.381,19.467381,0.352925,0.446738,8.696810,0.157665,45.328059,0.424268,0.000000,20.249745,0.189537
test.enc.prompt.txt::00427,Flame-units only. I,0.0,content_diversity,Smoke extends into the atmosphere.,Crowds gather to watch the spectacle as firemen arrive.,People stand in awe and smoke escapes from the residence.,An ambulance arrives promptly at the scene.,People are dismayed as they hear sirens in the distance.,-0.032,0.966,-0.313,-0.721,-0.296,19.467381,0.352925,0.446738,8.696810,0.157665,45.328059,0.424268,0.000000,20.249745,0.189537
test.enc.prompt.txt::00428,Could it be,1.0,content_diversity,I forgot to put it back.,That Someone did that on purpose.,Really acceptable.,Possible to do so?,She never liked him.,-0.004,0.991,-0.233,-0.572,-0.186,-0.633190,-0.052810,0.431130,-0.272987,-0.022768,33.477084,0.536470,0.000000,14.432973,0.231288
test.enc.prompt.txt::00428,Could it be,0.0,content_diversity,I would have done better.,He stole the money.,The reason of there breakup?,The safe way out?,So easy.,-0.004,0.990,-0.226,-0.623,-0.176,-0.633190,-0.052810,0.431130,-0.272987,-0.022768,33.477084,0.536470,0.000000,14.432973,0.231288
test.enc.prompt.txt::00432,You never said,0.0,content_diversity,"you didn't like my cooking, this is a fine time to tell me!","you think my cooking sucks, don't you think you should have mentioned this before?","you don't like the way I cook meals, I sure wish you would have said so!","my cooking isn't any good, you should have said something instead of just eating it!","that my cooking is terrible, I'd rather you tell me that kind of stuff right away!",-0.060,0.912,-0.293,-0.945,-0.778,38.408580,0.523096,0.449384,17.260199,0.235071,40.188043,0.540919,0.000000,18.059861,0.243080
test.enc.prompt.txt::00433,That the atmosphere,1.0,content_diversity,smells funny,is colder,is getting thin,is polluted,is worse now,-0.049,0.550,-0.319,-0.636,-0.356,4.683627,0.289916,0.429986,2.013892,0.124660,23.154394,1.537402,0.000000,9.956055,0.661061
test.enc.prompt.txt::00433,That the atmosphere,0.0,content_diversity,is toxic,is filled with poison,is getting worse,is being polluted,will never recover,-0.042,0.760,-0.235,-0.631,-0.420,4.683627,0.289916,0.429986,2.013892,0.124660,23.154394,1.537402,0.000000,9.956055,0.661061
test.enc.prompt.txt::00434,You son of,1.0,content_diversity,a gun! How were you able to get all that done?,bitch! How dare you call me that!,whore. You're going down for that!`,mine; you are the most cherished person to me.,"nope, not gonna say it. I'm not going to let you bring me down to that level!",-0.032,0.948,-0.142,-0.645,-0.129,-6.674375,0.344993,0.420385,-2.805810,0.145030,84.721745,1.368384,0.000000,35.615781,0.575249
test.enc.prompt.txt::00435,You've been doing,0.0,content_diversity,good therapy with the sad family members.,"a sort of Karma building thing, helping people who have dead relatives.","helping behavior, allowing people to work through stages of death.","family therapy, focusing on profound loss.","something to help pastors, add support to those left by dead.",-0.014,0.970,-0.268,-0.822,-0.376,16.936746,0.265294,0.386902,6.552855,0.102643,102.936775,1.036790,0.000000,39.826411,0.401136
test.enc.prompt.txt::00436,These Colonial Marines,0.0,content_diversity,are the distinguished brave in our community.,are the real idols that we all look up to.,represent the true champions that we aspire to be.,live as an exemplar to our children.,are the Superman's of this world.,-0.049,0.931,-0.271,-0.656,-0.288,24.437791,0.468410,0.399368,9.759671,0.187068,20.927118,0.838214,0.000000,8.357620,0.334756
test.enc.prompt.txt::00437,Looks like you,1.0,content_diversity,did not get the memo!,got up on the wrong side of the bed today,have your work cut out for you with this one,could use a big hug,had a fun weekend,-0.010,0.982,0.010,-0.603,-0.157,16.154856,0.205652,0.470489,7.600680,0.096757,43.586526,0.522690,0.000000,20.506975,0.245920
test.enc.prompt.txt::00437,Looks like you,0.0,content_diversity,are going to have a tough time here,certainly will earn every penny today,will be tested in every way,picked the worst client,need all of the patience in the world,-0.016,0.969,-0.047,-0.596,-0.308,16.154856,0.205652,0.470489,7.600680,0.096757,43.586526,0.522690,0.000000,20.506975,0.245920
test.enc.prompt.txt::00439,Where are your,0.0,content_diversity,pride and empathy? Don't you care about them anymore?,thoughts and prayers now? Didn't you use to care?,best intentions? When did everything go so wrong for you?,endless ambitions taking us? Didn't you once say this was the wrong path?,goals ending? Why must we be here?,-0.014,0.975,-0.227,-0.732,-0.402,26.836939,0.190082,0.424275,11.386238,0.080647,84.742739,1.203533,0.000000,35.954213,0.510629
test.enc.prompt.txt::00440,At ease. I'm,1.0,content_diversity,completely relaxed.,not upset with you.,never going to find fault with you.,leaving now.,taking control.,-0.012,0.960,-0.364,-0.666,-0.300,16.638770,0.538657,0.588940,9.799244,0.317237,26.569345,0.574979,0.000000,15.647761,0.338629
test.enc.prompt.txt::00440,At ease. I'm,0.0,content_diversity,going home.,heading out.,finished here and taking my leave.,saying goodbye.,outta here!,0.000,1.000,-0.267,-0.689,-0.576,16.638770,0.538657,0.588940,9.799244,0.317237,26.569345,0.574979,0.000000,15.647761,0.338629
test.enc.prompt.txt::00441,Hah! Stop your,0.0,content_diversity,Horrible jokes you keep making,Ways of making fun of others,Tendency to joke too much,Picking on other people,Weird jokes with us,-0.008,0.975,-0.073,-0.785,-0.604,10.938612,0.305794,0.464304,5.078846,0.141982,23.658422,1.477206,0.000000,10.984710,0.685873
test.enc.prompt.txt::00442,We're not making,1.0,content_diversity,it to the Hamptons.,a cake here.,a bomb.,love to this song.,fences.,-0.013,0.771,-0.338,-0.566,-0.183,11.539991,1.252068,0.304152,3.509914,0.380819,65.878296,3.600253,0.000000,20.037033,1.095025
test.enc.prompt.txt::00444,And how are,1.0,content_diversity,you this fine evening?,going to get to the party?,the neighbors reacting to your new fence?,the kids adapting to their new school?,all these people going to fit into this car?,-0.043,0.938,-0.250,-0.622,-0.208,11.033486,0.304264,0.401542,4.430411,0.122175,42.438353,1.696055,0.000000,17.040791,0.681038
test.enc.prompt.txt::00445,Bad dreams again?,1.0,content_diversity,I can’t believe it.,That’s so scary.,Why did you see a scary movie?,That’s weird.,I knew that was going to happen.,-0.016,0.974,-0.320,-0.695,-0.331,48.246135,2.756933,0.224117,10.812783,0.617876,34.326310,0.800674,0.000000,7.693112,0.179445
test.enc.prompt.txt::00445,Bad dreams again?,0.0,content_diversity,How could that happen.,I hope you don’t see them again.,Wow that’s scary.,Hope you feeling better.,So what did you see?,-0.012,0.983,-0.187,-0.669,-0.256,48.246135,2.756933,0.224117,10.812783,0.617876,34.326310,0.800674,0.000000,7.693112,0.179445
test.enc.prompt.txt::00446,They'd be here,1.0,content_diversity,if they weren't dead.,if they really cared.,again.,if you let them.,tomorrow.,-0.027,0.735,-0.432,-0.691,-0.301,10.340691,0.752030,0.515909,5.334854,0.387979,38.622560,1.864022,0.000000,19.925723,0.961665
test.enc.prompt.txt::00447,Ripley...she doesn't have,1.0,content_diversity,the brains to start that new job.,any legs to run the NYC marathon.,confidence to leave her boyfriend.,money to do the things that she wants to do.,a clue on how to move forward with her life.,-0.045,0.943,-0.330,-0.645,-0.242,13.472709,0.460563,0.413813,5.575186,0.190587,51.644008,1.860406,0.000000,21.370978,0.769861
test.enc.prompt.txt::00447,Ripley...she doesn't have,0.0,content_diversity,the means to go out with her friends.,her finances in order to travel.,cash to go buy food even though she is starving.,credit to rent a new car for her road trip.,coins to use on the slot machines as she wants to gamble her life away.,-0.049,0.951,-0.334,-0.671,-0.337,13.472709,0.460563,0.413813,5.575186,0.190587,51.644008,1.860406,0.000000,21.370978,0.769861
test.enc.prompt.txt::00449,I knew you'd,1.0,content_diversity,would be here.,certainly be in the area.,want to be part of this group.,consider this event to be you.,couldn't resist being here.,-0.040,0.942,-0.244,-0.690,-0.589,14.729387,0.524305,0.479996,7.070042,0.251664,28.372644,0.849113,0.000000,13.618747,0.407571
test.enc.prompt.txt::00449,I knew you'd,0.0,content_diversity,would be attending.,wouldn't miss the event.,considered this event you didn't want to miss.,made plans to attend.,could be counted on to be here.,-0.024,0.954,-0.267,-0.762,-0.613,14.729387,0.524305,0.479996,7.070042,0.251664,28.372644,0.849113,0.000000,13.618747,0.407571
test.enc.prompt.txt::00790,"Normally, we'd be",1.0,content_diversity,at the beach in the sun by now,happier about being at home,"at work all day, instead of home",chatting about the weather,all in this together.,-0.030,0.943,-0.171,-0.674,-0.207,9.862003,0.174740,0.444067,4.379391,0.077596,55.125747,1.742516,0.000000,24.479530,0.773794
test.enc.prompt.txt::00791,As real as,1.0,content_diversity,"it seems, it is not real.",real can get.,the stars in the sky.,it is in your head.,a fantasy can be.,-0.027,0.928,-0.267,-0.713,-0.315,13.199243,0.731857,0.328004,4.329401,0.240052,19.785247,1.265124,0.000000,6.489635,0.414965
test.enc.prompt.txt::00792,I want you,1.0,content_diversity,to know,more than anything,LIKE YESTERDAY,to tell me the time,to call me later,-0.022,0.963,0.002,-0.652,-0.327,3.140499,0.189815,0.521158,1.636697,0.098923,24.001224,1.091751,0.000000,12.508431,0.568975
test.enc.prompt.txt::00792,I want you,0.0,content_diversity,to tell me what time it is,to give me the time,let me know what time it is,to tell the time right now,let me know next time,-0.131,0.794,-0.286,-0.927,-0.606,3.140499,0.189815,0.521158,1.636697,0.098923,24.001224,1.091751,0.000000,12.508431,0.568975
test.enc.prompt.txt::00794,Mrs. Peel ...,1.0,content_diversity,your exams are way too hard,you should behave yourself,why don't you like me,what is your dirty secret,i think you should dress more formaly,-0.024,0.961,-0.137,-0.679,-0.174,-8.419606,-0.001797,0.456027,-3.839569,-0.000820,65.187214,1.189479,0.000000,29.727138,0.542435
test.enc.prompt.txt::00795,May I help,1.0,content_diversity,with that heavy box,you with your homework,his dad? he looks tired,building new house,with food rationing? I could volunteer,-0.013,0.982,-0.118,-0.577,-0.138,-5.311722,0.268480,0.391697,-2.080583,0.105163,78.677184,1.630574,0.000000,30.817579,0.638690
test.enc.prompt.txt::00796,Your voice --,0.0,content_diversity,"horrible, like nails on a chalkboard.",awful and screeching.,so terrible. Give up the singing.,I've never heard something worse in my life.,God help us all. It's bad.,0.000,1.000,-0.134,-0.744,-0.496,13.066192,0.304560,0.449185,5.869132,0.136804,33.136053,1.004456,0.000000,14.884205,0.451186
test.enc.prompt.txt::00797,"Congratulations, Mrs. Peel.",1.0,content_diversity,You don't have cancer.,You won a trip to Hawaii!,We would like you to work for us.,You just got promoted!,You are pregnant!,-0.032,0.968,-0.286,-0.670,-0.252,20.448687,0.689666,0.423070,8.651236,0.291777,34.913534,0.855595,0.000000,14.770886,0.361977
test.enc.prompt.txt::00798,Close. We're so,1.0,content_diversity,near the shore.,going to that new restaurant.,leaving for vacation soon.,close to starting our own business.,going to buy our own house.,-0.029,0.937,-0.341,-0.668,-0.292,16.922360,0.534427,0.463560,7.844531,0.247739,16.925301,0.591040,0.000000,7.845895,0.273983
test.enc.prompt.txt::00799,My number two.,0.0,content_diversity,why not first?,ok but why 2,who wants to be second?,second place sucks,your number 1 would be better than 2,-0.012,0.974,-0.036,-0.731,-0.359,8.701430,0.785765,0.391798,3.409200,0.307861,29.690774,1.394659,0.000000,11.632777,0.546424
test.enc.prompt.txt::00800,For starters. Of,1.0,content_diversity,course I want the soup.,what do you recommend?,course I want you gone?,"the moon, is where I'm from.",course we are going to the hospital.,-0.050,0.918,-0.229,-0.675,-0.159,9.192466,0.550244,0.403120,3.705667,0.221814,45.457795,1.643472,0.000000,18.324946,0.662516
test.enc.prompt.txt::00801,"Doctor Peel, I",1.0,content_diversity,don't feel good,think you aren't real doctor,believe i have every right to demand payback,think you should have given me prescription,can't find my antibiotics,-0.014,0.969,-0.137,-0.663,-0.164,19.611937,0.259373,0.479730,9.408425,0.124429,50.244346,0.806512,0.000000,24.103696,0.386907
test.enc.prompt.txt::00801,"Doctor Peel, I",0.0,content_diversity,am not well,feel sick,think I might be sick,feel unwell,feel exhausted,-0.036,0.957,-0.423,-0.712,-0.610,19.611937,0.259373,0.479730,9.408425,0.124429,50.244346,0.806512,0.000000,24.103696,0.386907
test.enc.prompt.txt::00802,Red herring would,1.0,content_diversity,be a perfect choice for dinner,be so hard to catch,not exist in warmer waters,be best choice of protein,be classified as a blue fish,-0.029,0.963,-0.098,-0.627,-0.138,8.343876,0.433018,0.381309,3.181594,0.165114,22.874183,0.615951,0.000000,8.722131,0.234868
test.enc.prompt.txt::00803,... Showers followed,1.0,content_diversity,the day before,the next day,me around seemingly,close behind,by a a long bath,-0.013,0.963,-0.128,-0.627,-0.301,-1.622156,-0.122748,0.419711,-0.680836,-0.051519,72.545783,4.170467,0.000000,30.448235,1.750389
test.enc.prompt.txt::00804,That place is,0.0,content_diversity,so pretty,"pretty, they just fixed it up",all fixed up and gorgeous,so nice now that it's redone,beautiful after the remodel.,-0.013,0.974,-0.255,-0.837,-0.576,18.130321,0.770538,0.391377,7.095785,0.301571,49.361653,0.885920,0.000000,19.319001,0.346729
test.enc.prompt.txt::00806,Not so much,1.0,content_diversity,lately,"sugar, it is too sweet","time, you should be done sooner","perfume, it doesn't smell good","money, it is too expensive",-0.037,0.925,-0.264,-0.670,-0.212,25.615488,0.912927,0.573465,14.689590,0.523532,48.236198,1.515958,0.000000,27.661779,0.869349
test.enc.prompt.txt::00807,So ... I,1.0,content_diversity,bet you weren't expecting to see me.,think it better if we both get dressed and leave.,suppose you want to go to the park?,"have a plan, you may not like it though.","shot him and ran away, I think he is dead",-0.018,0.968,-0.091,-0.648,-0.190,-2.311499,-0.040823,0.492861,-1.139247,-0.020120,48.723953,0.919179,0.000000,24.014122,0.453027
