sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa-b::00285,It was Isabella's first day at school. She thought she was going to like it. When the bus drove away she started crying. All she wanted was her mother.,0.0,content_diversity,The bus driver began a happy melody to improve the mood.,She laughed at the funny tune coming from the front of the bus.,The bus driver had a happy sing along of familiar tunes.,The bus driver chanted a fun chorus that chased the blues away.,The bus driver bebopped causing Isabella to joyfully play along.,1.833,0.577,-0.100,0.890,-0.463,-0.929,-0.594,27.381250,0.497546,0.402600,11.023694,0.200312,48.006279,0.570086,0.000000,19.327332,0.229517
test.sa-sb.sa-b::00294,Sean was on a diet. He lost a lot of pounds. Eventually his pants fit too big. Even his belt was hard to fit.,1.0,content_diversity,Sean had to go to the clothing store to buy new clothes for his new body.,His wife was proud of him for sticking to his diet and losing so many pounds.,Sean felt sad he couldn't wear his favorite pair of pants anymore.,He decided to donate his old clothes to charity.,He visited a tailor to adjust his pants to his current body.,4.389,0.458,-0.057,0.935,-0.354,-0.781,-0.331,9.555312,0.153508,0.647866,6.190564,0.099453,53.472564,0.800658,0.000000,34.643067,0.518719
test.sa-sb.sa-b::00295,It had been raining for two days straight. Kim's apartment basement became flooded. Her things in storage were destroyed. She didn't have any insurance.,0.0,content_diversity,Kim went to a store to buy items.,Kim looked online for a way to replace what she lost.,Kim went to a brick and mortar store to purchase things.,Kim went to a garage sale immediately.,Kim decided she would need up to date replacements so she left the house.,2.778,0.629,-0.133,0.868,-0.363,-0.890,-0.465,2.334375,0.256370,0.483451,1.128555,0.123942,103.012905,0.815033,0.000000,49.801655,0.394028
test.sa-sb.sa-b::00296,Mike wanted to get a new car. He saved up all of his money from work. It took him two summers to have enough money. Finally he was able to go buy a new car.,1.0,content_diversity,He decided to wait until next year so he could get a better car.,He decided he wanted to put his money in a savings account instead.,He decided to donate his money to a charity instead.,He bought a really decent four door car that was red.,He went and bought a gaming laptop instead.,4.444,0.497,-0.075,0.905,-0.403,-0.736,-0.261,4.545000,0.006737,0.560111,2.545704,0.003774,60.753855,1.349381,0.000000,34.028896,0.755803
test.sa-sb.sa-b::00299,Rita fell out of the tree. She broke her arm in two places. The doctor put her arm in a cast. It is purple and looks really neat.,0.0,content_diversity,Cast was pricey,Cast was costly,It was quite expensive,It costed a lot of money,It was pricey cast,1.722,0.583,-0.085,0.890,-0.557,-0.798,-0.804,29.717422,1.669423,0.285818,8.493777,0.477151,19.073763,0.939046,0.000000,5.451627,0.268396
test.sa-sb.sa-b::00301,"My neighbor Steve went food shopping. He buys his vegetables from a farm stand in Belmont, MA. Steve showed off some locally grown artichokes. Steve said this was unusual, as artichokes are hot weather veggies.",0.0,content_diversity,They were delicious,He said he enjoyed the taste,Artichokes were tasty,The flavour was extremely delicious,Everyone liked their flavour,2.111,0.393,-0.016,0.971,-0.279,-0.831,-0.660,17.126875,0.655480,0.477881,8.184614,0.313242,33.648500,0.864901,0.000000,16.079990,0.413320
test.sa-sb.sa-b::00302,"I am starting on my third marriage. I am very worried about how it will work out. Until now, I never felt love for the men I was married to. Now that I do love one, he is not very kind.",1.0,content_diversity,i stopped being nervous,it turned out great,i had a happy marriage,the wedding was great,i weighed the pros and cons,3.611,0.393,-0.021,0.965,-0.292,-0.680,-0.374,28.961562,1.439962,0.301240,8.724393,0.433775,22.641313,0.746441,0.000000,6.820478,0.224858
test.sa-sb.sa-b::00312,"Jack bought some ice cream from the store. When he arrived back at his apartment, there were kids outside. Jack decided that the kids deserved a treat. He got out cups and served them ice cream.",0.0,content_diversity,When he got back everyone was gone,"When he returned, none was there",When he got back all kids were gone,"When he came back, everyone disappeared",No one was there when he came back,1.562,0.390,-0.123,0.836,-0.588,-0.891,-0.764,36.368594,1.024254,0.458077,16.659622,0.469187,25.224324,0.766058,0.000000,11.554686,0.350914
test.sa-sb.sa-b::00325,The man lit the torch. He scorched the surface of the beef. He told his guests that it was a seared recipe. His guests were impressed by it's flavor.,0.0,content_diversity,the steak was so umami,the steak was decadent,it was so juicy,it was so succulent,it was very tasty,2.222,0.885,-0.154,0.793,-0.476,-0.774,-0.538,23.894609,1.245084,0.318449,7.609226,0.396496,24.633145,0.948647,0.000000,7.844412,0.302096
test.sa-sb.sa-b::00329,Ken loved going to church. He spent time with family. He got to learn valuable lessons. They even went to eat after.,0.0,content_diversity,it was delicious,the meal was tasty,the food was to his liking,he enjoyed his meal,he likes what they eat that day,2.000,0.471,-0.032,0.950,-0.354,-0.863,-0.805,12.461797,0.916821,0.339542,4.231304,0.311299,70.804573,1.771776,0.000000,24.041127,0.601592
test.sa-sb.sa-b::00330,Jake was never in his son's life. His son got the lead role in his Christmas play. Jake promised he would show up. On the day of the play Jake got drunk.,1.0,content_diversity,he showed up drunk,he was not able to come,he made it anyway,his son was still happy to see him,Jake missed the play,3.611,0.657,-0.019,0.969,-0.297,-0.653,-0.136,18.271094,0.861724,0.441100,8.059384,0.380106,25.917229,0.775618,0.000000,11.432096,0.342125
test.sa-sb.sa-b::00354,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,1.0,content_diversity,Later in the day her neck started to feel worse again.,Kate put that down to the CBD oil she took before bed.,This couch was more comfortable than most.,Kate was grateful that her day in Vegas was not ruined by a stiff neck.,The next night Kate got a bed and a friend slept on the sofa.,4.556,0.369,-0.025,0.949,-0.238,-0.748,-0.197,-9.045313,-0.065509,0.586816,-5.307933,-0.038441,44.933404,0.624880,0.000000,26.367637,0.366690
test.sa-sb.sa-b::00357,Janice has a caffeine addiction but doesn't have a lot of money. She went to the store to see what she could get to satisfy her need. She ended up buying chocolate ice cream and soda to make a drink. After getting home she mixed the chocolate ice cream and soda.,0.0,content_diversity,Overall they liked it,She likes the drink,She thought the drink was pretty good,Overall the drink ended up being good,It turned out to be really good,2.222,0.533,-0.050,0.928,-0.421,-0.781,-0.640,17.936875,0.614569,0.539674,9.680059,0.331667,16.343382,0.893627,0.000000,8.820093,0.482267
test.sa-sb.sa-b::00365,Ken loved his favorite comedy. He excitedly showed it to his girlfriend. She watched it all the way through without laughing. Ken nervously asked if she liked it.,1.0,content_diversity,Kate said it was terrible.,"Kate said she thought it was great, she wasn't a LOL type of girl.",It was then he realised she was asleep and probably had been the whole movie.,Kate said she had seen it before but didn't like to say.,"Kate was dead, that was why she was so quiet.",4.583,0.449,-0.079,0.912,-0.222,-0.785,-0.307,36.813281,0.431113,0.463976,17.080491,0.200026,98.057341,1.029253,0.000000,45.496284,0.477549
test.sa-sb.sa-b::00366,Tucker is sitting home one night bored. He gets a text from his friend Sherry. She asks him to come out dancing with her. Tucker agrees and heads out to meet her.,0.0,content_diversity,The traffic is so bad that he doesn't make it to the club and ends up back at home.,He ends up returning home when he sees how much traffic there is.,The level of traffic is so high that he never gets to the club and turns back.,He turns back when he see how terrible the traffic is.,Traffic is awful on the roads so he decides to turn around and return to his house.,1.889,0.698,-0.091,0.874,-0.437,-0.936,-0.511,46.086875,0.732041,0.529168,24.387719,0.387373,46.319536,0.543993,0.000000,24.510836,0.287864
test.sa-sb.sa-b::00370,Jake was looking forward to a movie for months. He was excited by all the previews. He got early screening tickets. The movie was not what Jake expected at all.,0.0,content_diversity,Very disappointed in the movie Jake was...,Jake was very sad the movie did not live up to its billing,Jake felt cheated as the previews were the best bits of the film.,Jake was very let down.,Jake felt misled as the previews had looked so good.,2.833,0.667,-0.084,0.890,-0.381,-0.900,-0.566,22.644531,0.424962,0.565239,12.799576,0.240205,42.544625,0.597359,0.000000,24.047889,0.337651
test.sa-sb.sa-b::00376,"It was the day of Shannon's wedding. She was terrified, but excited. She waited in the dressing room until the wedding planner called her. She walked down the aisle with her father.",0.0,content_diversity,It couldn't get any better for her.,She still remembers it.,The whole thing was magical.,A moment to never be forgotten.,"Overtime, truly memorable for her.",2.444,0.497,-0.011,0.976,-0.183,-0.692,-0.415,-0.833437,0.124321,0.429615,-0.358058,0.053410,78.138927,2.074442,0.000000,33.569685,0.891212
test.sa-sb.sa-b::00378,Jane need to get something from the store. But she was late for an appointment. She grabbed her things quickly and headed to checkout. She thought it would be quick.,0.0,content_diversity,She didn't the cashier being held up was even a possibility.,She never thought the store being robbed was possible.,She was taken back by the men in masks demanding money.,"In shock, she complied with the requests of the thieves.",Being a witness to a robbery was not on her to do list that day.,2.389,0.698,-0.037,0.954,-0.241,-0.797,-0.331,26.107813,0.524562,0.461047,12.036925,0.241848,41.965451,0.648507,0.000000,19.348040,0.298992
test.sa-sb.sa-b::00387,Jane moved in and started working on an old house she bought. When thirsty she went to get a cup of water. But nothing came out of the faucet. She went to the basement to discover there were no pipes.,1.0,content_diversity,"She phoned the realtor who said she should have checked this when she viewed, Jane is furious.",Luckily Janes best friend is a plumber and she put it all right very quickly.,Jane had to go to the shop for bottled water and tried to figure out what to do.,Jane had forgotten about this so had to carry on and just be thirsty.,Jane phoned the police as she realised the copper pipes had been stolen.,4.667,0.527,-0.037,0.937,-0.182,-0.779,-0.298,23.176875,0.306616,0.498080,11.543944,0.152719,52.281501,0.476189,0.000000,26.040383,0.237180
test.sa-sb.sa-b::00388,Ken wanted to be a rapper. He practiced often. He tried to join a local rap battle. He froze and was embarrassed.,0.0,content_diversity,"After that day, ken never rapped again.",Ken never rapped again after what had happened to him.,Nobody ever heard ken rap again after that day.,Ken never rapped again after that incident.,"After that happened , Ken gave up wanting to be a rapper.",2.111,0.698,-0.132,0.825,-0.519,-0.976,-0.825,22.043906,0.565928,0.540023,11.904216,0.305614,58.656600,0.853829,0.000000,31.675913,0.461087
test.sa-sb.sa-b::00389,"Janice arrived on campus. She parked her car and started to walk towards the main hall. The double front doors were open when she was nearby. However, they started to close and smacked her in the face.",0.0,content_diversity,It stung for hours.,It made her eyes water.,The pain was intense.,She cried for a while.,She never felt such pain.,2.833,0.471,-0.017,0.965,-0.361,-0.772,-0.406,6.305312,0.369264,0.480978,3.032715,0.177608,19.650649,0.657004,0.000000,9.451525,0.316004
test.sa-sb.sa-b::00395,"Abby recently had a physical done by her doctor. During the visit Abby told her doctor she wanted to tone her body. Abby's doctor recommended that she do strength training exercises. After leaving the doctor, Abby researched strength training exercises.",0.0,content_diversity,Abby found that the exercises were simple.,She learned how easy it is to do these exercises.,The exercises ended up being easy.,Abby found that they are not at all challenging.,They were not particularly demanding at all.,2.111,0.657,-0.041,0.924,-0.455,-0.881,-0.638,15.951719,0.418076,0.540438,8.620909,0.225944,36.924441,0.795944,0.000000,19.955358,0.430158
test.sa-sb.sa-b::00406,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,0.0,content_diversity,Ken is sacked right away.,Ken is fired right at that moment.,Getting fired is the only thing that is going to happen to Ken.,The manger has no choice other than to let Ken go.,The manager fires Ken right away.,1.786,0.452,-0.068,0.918,-0.398,-0.943,-0.604,18.312187,0.285093,0.595754,10.909550,0.169845,48.977234,0.534456,0.000000,29.178361,0.318404
test.sa-sb.sa-b::00407,Glenn has been living a lie his whole life. Glenn was a gay teenager. Glenn knew he needed to tell his parents his true self. One evening while having dinner Glenn tells them he is gay.,1.0,content_diversity,His parents are not shocked as they knew already and Glenn is relieved.,Glenns dad kicks Glenn out the house and he has to stay at his friends.,Glenns mom hates the idea but his dad is cool and says he will talk mum round.,His mum and dad reply they are splitting up as they both realise they are gay too.,Glenns mum faints and his dad kills himself. Glenn doubts this was a good idea.,4.611,0.567,-0.050,0.924,-0.294,-0.807,-0.418,21.462500,0.273520,0.533518,11.450630,0.145928,49.849915,0.542549,0.000000,26.595827,0.289460
test.sa-sb.sa-b::00414,Jake was making a sandwich. He had all the ingredients ready. He put everything together. Right before taking a bit he noticed the moldy bread.,1.0,content_diversity,He ate the sandwich anyway.,He decided to give the sandwich to his dog instead.,He threw the sandwich in the trash.,"He went outside,found a homeless man and have him the sandwich.",He hurriedly put the sandwich down and went outside to vomit.,4.357,0.350,-0.110,0.902,-0.430,-0.922,-0.485,-9.004766,-0.128005,0.639223,-5.756056,-0.081824,104.601500,1.283765,0.000000,66.863718,0.820612
test.sa-sb.sa-b::00416,I forgot to turn my hit monitor on. I sat there for a long time wishing there was something to do. I finally realized I had forgotten. I turned it on quickly.,1.0,content_diversity,My day's already off to a great start!,I'll just count the time wasted as meditation break.,"A side glance at the clock made me even more anxious, five minutes already passed.",I couldn't wait to check for my acceptance email.,I wanted to do my daily social media stalking of my ex.,4.444,0.643,-0.015,0.974,-0.162,-0.667,-0.175,28.554375,0.323055,0.425041,12.136769,0.137312,70.269020,0.483449,0.000000,29.867187,0.205485
test.sa-sb.sa-b::00426,"I stole the assistant principal's walkie talkie. He looked for it for days. He knew someone took it, but didn't know who. He questioned a kid, and she told on me.",0.0,content_diversity,I can now no longer go back to that school ever again.,"They expelled me permanently, I cannot believe it.",I am now excluded for good.,I am now expelled forever.,They kicked me out of school for good.,1.833,0.408,-0.063,0.914,-0.445,-0.790,-0.693,28.744375,0.929034,0.470116,13.513189,0.436754,59.408650,0.979975,0.000000,27.928953,0.460702
test.sa-sb.sa-b::00433,Jane was walking home at night. She went by a dark alley. A stranger leaped out and grabbed her purse. Jane tried to fight back but couldn't.,1.0,content_diversity,Jane was killed by the stranger.,Jane lost her purse to the stranger as he fled.,Jane started screaming for help and the stranger ran.,Jane fell to the ground unconcious.,Jane let go of the purse and ran away.,4.250,0.692,-0.080,0.913,-0.386,-0.874,-0.524,11.522813,0.210072,0.590167,6.800388,0.123978,29.857547,0.347575,0.000000,17.620949,0.205127
test.sa-sb.sa-b::00437,"Gary had practiced mixed martial arts his whole life. He finally got the chance to fight for a championship. His opponent was tough, but beatable. Gary trained and studied his opponent.",1.0,content_diversity,He ended up beating his opponent.,It ended up losing anyway.,His skills showed in the ring.,He never prepared so well before.,He ended up defeating him.,3.556,0.497,-0.057,0.920,-0.424,-0.730,-0.371,4.744375,0.120652,0.494316,2.345219,0.059640,47.226147,1.665110,0.000000,23.344624,0.823090
test.sa-sb.sa-b::00447,I hate too much noise around me. The kids get up and start running around. The one with autism stims very loudly. I put earplugs in so I don't have to hear it.,0.0,content_diversity,I wish it was all all over sometimes.,Some days I feel like killing myself.,Some times it gets so bad I feel like ending it all.,I could end my life because of it somedays.,On some days I actually think about suicide.,2.188,1.059,-0.054,0.920,-0.386,-0.765,-0.632,19.746250,0.415021,0.478048,9.439653,0.198400,57.407531,1.530692,0.000000,27.443549,0.731744
test.sa-sb.sa-b::00448,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,"To her surprise, her mom didn't get mad.",She got mad just as she thought.,her level of madness was lower then expected.,She really wished she didn't have to tell her.,"The moment she started yelling, she regretted telling her.",3.611,0.393,-0.037,0.951,-0.233,-0.723,-0.394,29.089687,0.773950,0.499945,14.543245,0.386932,62.695578,1.499298,0.000000,31.344343,0.749566
test.sa-sb.sa-b::00577,Sally is in a relationship with her dream guy. She feels so lucky to be with such a handsome guy. One night while on a date he sits down and talks to her. He tells her that he just isn't feeling a connection with her.,0.0,content_diversity,Sally is heartbroken and leaves the restaurant.,"As she is running out of the restaurant, Sally is sobbing hysterically.",Sally is hysterical as her dream guy stands up to leave.,The waitress consoles Sally as the guy leaves her in the restaurant.,Sally is so upset she crashes her car after leaving the restaurant.,3.083,0.837,-0.088,0.906,-0.434,-0.906,-0.558,31.867812,0.515201,0.569603,18.152000,0.293460,60.153709,0.729096,0.000000,34.263729,0.415295
test.sa-sb.sa-b::00579,"Pip built a treehouse with his dad. Tonight, they're going to have a super secret sleep over there. Pip made plans for the whole night and his dad bought snacks. Pip's mom promised she'd let them have a boys' night.",0.0,content_diversity,the tree house had its first night,the new tree house was used for the first time,"that night, the new tree house was utilized",that was the first time the tree house was used after built,that was the newly built treehouse's first time being put into use,1.833,0.816,-0.178,0.765,-0.489,-0.979,-0.847,48.279375,1.067601,0.442151,21.346789,0.472041,49.561589,0.605269,0.000000,21.913722,0.267620
test.sa-sb.sa-b::00582,Viri went to the gym. She headed straight for the squat press. Viri has been working out hard the past few months. She's ready to add some more weight to the bar.,1.0,content_diversity,She added more weight and found she could easily lift it.,This was too heavy for her so she had to take them off.,It was too much and Viri put her back out.,She found it too easy so added even more.,the weights fell off the bar an crashed to the floor.,4.167,0.577,-0.029,0.937,-0.284,-0.796,-0.382,9.872187,0.338677,0.496511,4.901654,0.168157,31.225241,0.667765,0.000000,15.503690,0.331553
test.sa-sb.sa-b::00597,My neighbor took an Uber on an errand. She took her two year old to the doctor. Her four year old saw her get into the Uber car. He started crying.,0.0,content_diversity,He cried continuously until they returned.,He wailed non stop until the came home.,He cried the entire time they were away.,His crying did not stop until they came home.,His crying did not cease until he saw them again.,2.111,0.875,-0.079,0.862,-0.531,-0.934,-0.649,19.754531,0.509610,0.541921,10.705396,0.276168,40.740669,1.041509,0.000000,22.078225,0.564415
test.sa-sb.sa-b::00612,"Kate was at a gas station on the highway. She went in to get Advil. But they also had earbuds which she needed terribly. They were both low quality, and expensive.",1.0,content_diversity,She thought what the heck and bought them anyway.,Kate refused to pay so much for them and so did not buy them.,Kate had a huge argument with the guy behind the counter after trying to get him to lower the prices.,When the guy behind the counter was not looking Kate slipped them both in her hand bag.,Kate decied to wait until the next station and see what they had there.,4.611,0.393,-0.061,0.904,-0.228,-0.820,-0.316,9.030625,-0.021458,0.592782,5.353196,-0.012720,59.046561,0.489084,0.000000,35.001768,0.289921
test.sa-sb.sa-b::00621,John was invited to a barbecue. He was asked to bring extras. He got chips and dip. He was welcomed warmly at the barbecue.,0.0,content_diversity,everyone loves chips and dips,no one can resist chips and dips,chips is a favorite at the party,"people like chip and dips, it is the way it is",chips are easy pick at party,2.278,0.786,-0.056,0.906,-0.276,-0.925,-0.692,27.225781,0.683055,0.353437,9.622593,0.241417,80.771985,2.424767,0.000000,28.547791,0.857002
test.sa-sb.sa-b::00623,Larry wanted to go out with friends. They wanted to go to a bar. Larry had a bit of a drinking problem but went anyway. He got too drunk and made a fool of himself.,0.0,content_diversity,he was too drunk to drive home,he could not drink and drive,he was not able to drive his vehicle home,he was in no position to operate his car,he did not drive his car home,1.944,0.550,-0.101,0.875,-0.449,-0.857,-0.675,40.162031,1.105889,0.437381,17.566117,0.483695,35.800438,0.750703,0.000000,15.658438,0.328343
test.sa-sb.sa-b::00640,Fred had always wanted to visit Spain. He saves his money for a big trip. Finally it is time for him to visit. He eats great food and meets interesting people.,1.0,content_diversity,it was a great trip,it was worth it,he decides to stay there longer,he moves there after,then he was off to italy,3.889,0.567,-0.043,0.926,-0.237,-0.622,-0.261,13.997969,0.761161,0.345851,4.841214,0.263248,59.595137,2.252506,0.000000,20.611048,0.779032
test.sa-sb.sa-b::00643,My car was running rough the other day. I looked it over but couldn't figure out the problem. I ended up taking it to the local mechanic. He was able to identify the problem quickly.,1.0,content_diversity,He told me how much it was going to cost and then fixed it.,He said the car was beyond repair.,He then said he could not fix it as he was too busy.,He then said he was in a good mood and would fix it for free.,He said he nbeeded a part that would take four days to arrive.,4.167,0.527,-0.079,0.889,-0.352,-0.779,-0.245,-2.823125,0.081759,0.542371,-1.531181,0.044344,95.794715,1.255798,0.000000,51.956283,0.681109
test.sa-sb.sa-b::00646,Lance is working hard on building a new room to his house. He works very hard day and night to get in done quick. One night while working all day he wanted to keep going and finish it. He began working while being tired and hammered his hand accidentally.,0.0,content_diversity,the hand broke,his hand was broken,he has broken his hand himself,the hand bone was fractured,his bone was damaged,1.833,0.408,-0.087,0.874,-0.532,-0.895,-0.720,30.098828,1.168907,0.361324,10.875434,0.422354,40.975592,1.262666,0.000000,14.805472,0.456232
test.sa-sb.sa-b::00648,Dennis uses tinder to get a date. He finds a pretty girl and asks her out. On his date he takes her out to eat. He has a good time and asks if he can see her again.,1.0,content_diversity,she said yes,she said no,they became boyfriend girlfriend after,two years later they are married,she said she is moving away,4.278,0.342,-0.064,0.926,-0.142,-0.656,-0.183,16.067734,0.784147,0.432968,6.956819,0.339511,48.825904,1.131542,0.000000,21.140068,0.489922
test.sa-sb.sa-b::00651,Sam's television was stolen. He was shopping for a replacement. He didn't have much money. Sam was looking at used ones when he found his old one.,0.0,content_diversity,he demand his old one back,the old tv was returned to the owner,he retrieve his old tv,he was able to recover his old tv,he reclaim what was his,2.444,0.550,-0.104,0.868,-0.384,-0.764,-0.564,23.298906,0.822076,0.355992,8.294229,0.292653,26.205874,1.229222,0.000000,9.329087,0.437593
test.sa-sb.sa-b::00656,Sarah lost her husband in the war. It had been years since she seen her husband. One day she gets a letter in the mail. It was a letter from her husband.,0.0,content_diversity,she was glad to get a letter,she was happy receiving the letter,the letter made her warm inside,she was ecstatic to get something from him,she feels overjoyed,2.278,0.671,-0.066,0.901,-0.420,-0.748,-0.682,26.057031,0.598515,0.481523,12.547073,0.288199,23.105269,1.162968,0.000000,11.125730,0.559996
test.sa-sb.sa-b::00662,"My friends and I bought tickets to a music festival. Before the festival, we went to John's house to have lunch. We grilled chicken and drank beer. After lunch, we went to the music festival.",0.0,content_diversity,it was fantastic,the music festival was enjoyable,it was so pleasurable,I had a great time there,I enjoy myself at the music festival,2.111,0.698,-0.056,0.901,-0.365,-0.700,-0.682,17.982578,0.969560,0.492732,8.860593,0.477733,26.075639,0.784565,0.000000,12.848303,0.386580
test.sa-sb.sa-b::00669,"Mark was a repairman. He started fixing things when he was very young. His dad taught him everything he knew. Then, he went to a trade school to learn more.",1.0,content_diversity,Mark obtained his certificates,Mark obtained his degrees,Mark became licensed,Mark started his own company,Mark knew that this was his calling,3.111,0.515,-0.099,0.893,-0.451,-0.919,-0.622,8.060313,0.538925,0.545339,4.395601,0.293897,38.050423,0.973386,0.000000,20.750372,0.530825
test.sa-sb.sa::00572,"Sean and I went on a walk at about 3:00am. We liked to walk in the silence and stillness of night. Eventually, we sat next to the stream to watch it bubble past. When we had been there for a little while, he kissed me.",0.0,content_diversity,Sean raped me,I told him no after the kiss but he didn't stop.,Sean ended up violating me.,Sean forced me to have sex after he kissed me,Sean made me have sex with him,1.700,0.400,-0.063,0.927,-0.477,-0.858,-0.572,39.289453,1.316437,0.386502,15.185449,0.508805,61.144883,1.335653,0.000000,23.632614,0.516232
test.sa-sb.sa::00579,"Pip built a treehouse with his dad. Tonight, they're going to have a super secret sleep over there. Pip made plans for the whole night and his dad bought snacks. Pip's mom promised she'd let them have a boys' night.",1.0,content_diversity,Sadly it rained and the roof leaked all night.,It was a wonderful night for Pip and his dad.,Pip and his dad had fun gazing at the stars.,Pip's dad told ghosts stories until they both fell asleep.,Pip's dad told him they could have more secret sleepovers in the future.,4.556,0.550,-0.055,0.909,-0.336,-0.763,-0.399,2.919062,0.205247,0.589178,1.719847,0.120927,48.654079,0.821913,0.000000,28.665902,0.484253
test.sa-sb.sa::00588,"Tim loved the Price is Right. He got tickets to go once. He was actually picked as a contestant. He didn't win, but still had a lot of fun.",0.0,content_diversity,He enjoyed every second,He loved it.,He loved being there.,Every minute he loved.,The whole time was enjoyable.,1.833,0.577,-0.041,0.947,-0.426,-0.842,-0.807,11.388828,0.701204,0.471111,5.365403,0.330345,35.418848,1.273138,0.000000,16.686212,0.599790
test.sa-sb.sa::00589,Steve got a sweater for his birthday. Steve didn't like the sweater at all. He brought the sweater to a donation center. Steve donated the sweater.,1.0,content_diversity,he was happy he donated it.,he thought it was a good thing to do.,he feels happy inside.,he was glad to do something nice,he was happy the sweater went to a good cause.,2.333,0.816,-0.099,0.871,-0.435,-0.753,-0.665,19.812500,0.827813,0.489146,9.691207,0.404921,23.688694,1.275035,0.000000,11.587233,0.623678
test.sa-sb.sa::00600,My daughter came home from college. Se showed up at my door yesterday. I had no idea she was coming. I was so happy to see her face.,0.0,content_diversity,We gathered together as a family and had a dinner,Our whole family had a dinner together,We all enjoyed delicious meal together,We sat down and had a meal as a family,My wife made us a meal and we had dinner all together,1.571,0.416,-0.111,0.846,-0.527,-0.968,-0.729,15.418125,0.528810,0.525700,8.105315,0.277995,50.968746,0.718448,0.000000,26.794292,0.377688
test.sa-sb.sa::00606,Larry went to eat at a diner. They had a juke box available. People chose three songs before him. Larry went to pick three more.,0.0,content_diversity,"Fearing the reactions of the diners,he didn't pick any songs.","Not wanting to embarrass himself,he didn't pick any songs.",He didn't like the selection so he didn't pick any songs.,"Not wanting to show off his bad taste in music,he didn't pick anything.",He was in a rush and decided not to waste time picking songs.,2.722,0.533,-0.113,0.862,-0.486,-0.957,-0.552,40.588438,0.652913,0.505849,20.531618,0.330275,49.929337,0.734163,0.000000,25.256702,0.371375
test.sa-sb.sa::00611,Jane went downtown one night. She got drunk at the bar with friends. She got a ride home to be safe. The next day she tried to get her car back but it wasn't there.,1.0,content_diversity,She looked everywhere for the car.,She went to the police station and reported her car stolen.,She found out that she parked it in a parking garage.,She went to the impound lot to see if it was there.,The car was never found.,3.889,0.774,-0.051,0.909,-0.365,-0.834,-0.367,8.644844,-0.074706,0.673774,5.824667,-0.050335,28.253689,0.923598,0.000000,19.036588,0.622296
test.sa-sb.sa::00613,"In 2013, my old boss started a nanobrewery. It was just a few pieces of equipment in an old storage building. In 2015 he got more equipment and better facilities. Last month he got approved for an equipment loan from the state of MA.",0.0,content_diversity,My boss is worried about how will he pay the loan to the bank,He might have to apply for refinancing,Owning large amount of money makes him depressed,Bank is sending him warnings about the loan repayment,He has to cut costs in order to repay the loan,2.889,0.809,-0.035,0.942,-0.260,-0.750,-0.397,37.139062,0.763552,0.470319,17.467212,0.359113,43.550691,0.870729,0.000000,20.482723,0.409521
test.sa-sb.sa::00617,Laurie contacted me on Facebook. I found out she was my daughter. I had given her up for adoption when she was born. We talked for hours and hours.,1.0,content_diversity,She showed me pictures of her kids,Laurie is my only mixed race child.,She raises and breeds dogs for a living.,She had the nerve to ask about my will.,We decided to meet again the next day.,4.444,0.831,-0.015,0.974,-0.228,-0.634,-0.164,12.917500,0.314988,0.518322,6.695429,0.163265,56.794298,1.468710,0.000000,29.437753,0.761265
test.sa-sb.sa::00621,John was invited to a barbecue. He was asked to bring extras. He got chips and dip. He was welcomed warmly at the barbecue.,0.0,content_diversity,They were able to finish eating before it rained.,The grills were moved into the garage.,Everyone moved into the basement to escape the rain.,The kids played outside in the rain and had fun.,The yard flooded from the rain.,3.500,0.667,-0.063,0.913,-0.375,-0.752,-0.252,20.247187,0.300110,0.468157,9.478870,0.140499,14.915342,0.660775,0.000000,6.982728,0.309347
test.sa-sb.sa::00623,Larry wanted to go out with friends. They wanted to go to a bar. Larry had a bit of a drinking problem but went anyway. He got too drunk and made a fool of himself.,1.0,content_diversity,The bouncers had to throw him out of the bar,His friends had to watch him all night,He got so drunk that he spent the night hugging the toilet,He made a fool of himself in front of the girl he likes,"Seeing his condition, friends decided that it is enough and dragged him out of the bar",4.111,0.567,-0.067,0.890,-0.275,-0.711,-0.255,-7.602813,0.101811,0.618813,-4.704721,0.063002,92.763076,0.521173,0.000000,57.403019,0.322509
