sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_gpt2,metric_icl_E_rate_gpt2,metric_icl_C_gpt2,metric_icl_D_gpt2,metric_icl_D_rate_gpt2,metric_icl_E_gpt2_std,metric_icl_E_rate_gpt2_std,metric_icl_C_gpt2_std,metric_icl_D_gpt2_std,metric_icl_D_rate_gpt2_std
test.enc.prompt.txt::00831,I don't get,0.0,content_diversity,why you don't want to be with her,why you don't want to get involved with her,why wouldn't you want to be in a relationship,it how can you say no to her,why you don't wanna go on a date with her,-0.154,0.802,-0.483,-0.835,-0.610,27.625495,0.833082,0.368500,10.179982,0.306990,33.733136,0.973916,0.000000,12.430645,0.358888
test.enc.prompt.txt::00832,What's Debbie's blue,1.0,content_diversity,im not sure,sounds like a bad movie,can you tell me,it sounds ridiculous,sounds awesome,-0.020,0.976,-0.066,-0.693,-0.312,3.970242,0.101813,0.642876,2.552373,0.065453,24.205310,0.662514,0.000000,15.561013,0.425914
test.enc.prompt.txt::00832,What's Debbie's blue,0.0,content_diversity,it is kinda awesome,it sounds great,pretty awesome sounding,sounding kinda great,its pretty awesome,-0.060,0.694,-0.543,-0.868,-0.865,3.970242,0.101813,0.642876,2.552373,0.065453,24.205310,0.662514,0.000000,15.561013,0.425914
test.enc.prompt.txt::00833,I don't want,1.0,content_diversity,to go out with you,my mom to find out about drugs,to cheat on my girlfriend,to say i'm sorry,die isolated from my family,-0.038,0.954,-0.181,-0.609,-0.133,11.083704,0.445371,0.409808,4.542189,0.182517,35.098113,0.926391,0.000000,14.383482,0.379642
test.enc.prompt.txt::00833,I don't want,0.0,content_diversity,to be with you,go out on a date with you,to date you,have a date with you,to go anywhere with you,-0.158,0.788,-0.407,-0.839,-0.548,11.083704,0.445371,0.409808,4.542189,0.182517,35.098113,0.926391,0.000000,14.383482,0.379642
test.enc.prompt.txt::00834,I'm ready to,1.0,content_diversity,give up,forgive you when you apologise,start taking swimming lessons,take a next step,start behaving,-0.007,0.976,-0.112,-0.680,-0.197,10.243988,0.233068,0.563024,5.767613,0.131223,41.245484,1.124010,0.000000,23.222203,0.632845
test.enc.prompt.txt::00834,I'm ready to,0.0,content_diversity,let it go when you apologise,forgive when you say sorry,forgive when you apologise to me,let it go once you apologise,let it go if you say sorry first,-0.178,0.758,-0.507,-0.906,-0.742,10.243988,0.233068,0.563024,5.767613,0.131223,41.245484,1.124010,0.000000,23.222203,0.632845
test.enc.prompt.txt::00835,Low mileage... Handles,1.0,content_diversity,basically nothing,alot,so much when you drive,do not work,are complicated,0.000,1.000,-0.189,-0.645,-0.192,1.945978,-0.066857,0.629330,1.224662,-0.042075,39.310472,2.203185,0.000000,24.739256,1.386530
test.enc.prompt.txt::00835,Low mileage... Handles,0.0,content_diversity,don't work,sorta dont work,they just dont work,something they work sometimes they dont,they do work,-0.101,0.885,-0.301,-0.935,-0.465,1.945978,-0.066857,0.629330,1.224662,-0.042075,39.310472,2.203185,0.000000,24.739256,1.386530
test.enc.prompt.txt::00836,"Yes, son, did",1.0,content_diversity,you pick up your mother,you change tires on my car,you do what i've told you,apologise to your sister,he bother you,-0.038,0.958,-0.247,-0.634,-0.157,11.499814,0.103880,0.417930,4.806121,0.043414,44.039390,2.136000,0.000000,18.405397,0.892699
test.enc.prompt.txt::00836,"Yes, son, did",0.0,content_diversity,you say sorry to your sister,you make up with your sis,say you're sorry,apologise about your behaviour,you smooth things out with your sis,-0.058,0.899,-0.264,-0.743,-0.458,11.499814,0.103880,0.417930,4.806121,0.043414,44.039390,2.136000,0.000000,18.405397,0.892699
test.enc.prompt.txt::00837,I know you're,1.0,content_diversity,trying your best,not lying about the problem,just being yourself,going to do it when you say,going to work out all the kinks,-0.012,0.966,-0.190,-0.698,-0.308,0.567205,0.149506,0.548253,0.310972,0.081967,43.256119,1.095710,0.000000,23.715293,0.600726
test.enc.prompt.txt::00837,I know you're,0.0,content_diversity,going to finish when you say so,trying to finish on time,getting it finished when you say,doing it when you say,getting it done on time,-0.113,0.824,-0.325,-0.890,-0.558,0.567205,0.149506,0.548253,0.310972,0.081967,43.256119,1.095710,0.000000,23.715293,0.600726
test.enc.prompt.txt::00838,Thanks for the,1.0,content_diversity,help. I appreciate it.,add on Facebook.,loan.,dinner invite.,surprise party.,0.000,0.800,-0.367,-0.670,-0.213,2.407048,0.440929,0.458529,1.103700,0.202179,34.313258,1.345719,0.000000,15.733611,0.617051
test.enc.prompt.txt::00838,Thanks for the,0.0,content_diversity,assistance getting that project done.,help getting the aid I needed.,aid in setting up the trip.,support. It's really appreciated.,service. I cannot thank you enough.,-0.014,0.970,-0.281,-0.762,-0.513,2.407048,0.440929,0.458529,1.103700,0.202179,34.313258,1.345719,0.000000,15.733611,0.617051
test.enc.prompt.txt::00839,"So, he's playing",1.0,content_diversity,our song.,the drums loudly.,football now.,on the beach.,her like a fiddle.,-0.007,0.786,-0.284,-0.625,-0.098,2.063680,0.380436,0.363450,0.750045,0.138270,40.508129,1.563394,0.000000,14.722689,0.568216
test.enc.prompt.txt::00839,"So, he's playing",0.0,content_diversity,that music we love.,a song from our wedding.,the music where we first danced together.,the first dance from our ceremony.,our favorite song where we first met.,-0.061,0.889,-0.419,-0.849,-0.461,2.063680,0.380436,0.363450,0.750045,0.138270,40.508129,1.563394,0.000000,14.722689,0.568216
test.enc.prompt.txt::00840,"Cole, my God,",1.0,content_diversity,you are taller than last time,put that back on its place,you can't behave like that,go and apologise to your sister,you're such a nice guy,-0.007,0.986,0.002,-0.656,-0.155,5.642556,0.125029,0.497877,2.809300,0.062249,25.724435,0.440509,0.000000,12.807609,0.219319
test.enc.prompt.txt::00840,"Cole, my God,",0.0,content_diversity,you grew up since last time,you are much taller,how much did you grow,you look waaay taller than last time,you grew few inches since last time,-0.090,0.873,-0.248,-0.879,-0.492,5.642556,0.125029,0.497877,2.809300,0.062249,25.724435,0.440509,0.000000,12.807609,0.219319
test.enc.prompt.txt::00841,"Cole, we've got",1.0,content_diversity,a big problem.,lots of money on hand.,a ton of vacation time to take.,to fire him.,the crown jewels.,-0.012,0.971,-0.262,-0.622,-0.210,16.592855,0.467043,0.395288,6.558957,0.184617,42.672717,1.556670,0.000000,16.868014,0.615333
test.enc.prompt.txt::00841,"Cole, we've got",0.0,content_diversity,to get rid of the idiot.,today to fire him without penalty.,until tomorrow. Let's fire him.,to get his resignation or fire him.,think about whether to get rid of him. He's not working out.,-0.093,0.870,-0.391,-0.804,-0.412,16.592855,0.467043,0.395288,6.558957,0.184617,42.672717,1.556670,0.000000,16.868014,0.615333
test.enc.prompt.txt::00842,"Cole, I'm marrying",1.0,content_diversity,someone else.,you because I love you.,my dad's best friend.,nobody.,God and becoming a nun.,0.000,0.988,-0.318,-0.578,-0.087,-3.563970,0.043224,0.485016,-1.728583,0.020964,62.812727,2.228925,0.000000,30.465183,1.081065
test.enc.prompt.txt::00842,"Cole, I'm marrying",0.0,content_diversity,you. I care about you.,no one else but you.,you tomorrow. I'm so excited.,and having the baby for you.,"you before I die. Make me happy, Cole.",-0.048,0.959,-0.239,-0.732,-0.344,-3.563970,0.043224,0.485016,-1.728583,0.020964,62.812727,2.228925,0.000000,30.465183,1.081065
test.enc.prompt.txt::00843,"That's all right,",1.0,content_diversity,I was going to throw that away anyway.,I have nowhere else to be today. Let's talk.,you can crash here for a while.,you can call me later.,you can borrow it for a while.,-0.055,0.917,-0.266,-0.607,-0.345,12.358285,0.420308,0.464500,5.740419,0.195233,58.467061,0.708512,0.000000,27.157931,0.329104
test.enc.prompt.txt::00843,"That's all right,",0.0,content_diversity,it was going in the trash later anyway.,I was going to throw it in the garbage anyway.,later I was going to throw it in the trash.,it was going to be in the trash anyway.,it had a date with a trash can later anyway.,-0.232,0.685,-0.502,-0.969,-0.730,12.358285,0.420308,0.464500,5.740419,0.195233,58.467061,0.708512,0.000000,27.157931,0.329104
test.enc.prompt.txt::00844,Of course. I'm,1.0,content_diversity,certain that I can do what you ask,going to finish once I started,going to pay for all of it,always sure about these things,"not always right, but I try",-0.023,0.961,-0.142,-0.622,-0.367,8.172902,0.291034,0.508318,4.154433,0.147938,19.318946,0.551500,0.000000,9.820166,0.280337
test.enc.prompt.txt::00844,Of course. I'm,0.0,content_diversity,going to buy all of it,purchasing it all,paying for it,buying it all,all in when it comes to paying.,-0.096,0.906,-0.384,-0.866,-0.662,8.172902,0.291034,0.508318,4.154433,0.147938,19.318946,0.551500,0.000000,9.820166,0.280337
test.enc.prompt.txt::00845,Stop fooling around...,1.0,content_diversity,with my sister,and start working on essay,and get back to work,with everything that moves,and apologise to your brother,-0.022,0.964,-0.130,-0.640,-0.113,0.933314,0.179725,0.479599,0.447616,0.086196,39.113553,0.947378,0.000000,18.758822,0.454362
test.enc.prompt.txt::00845,Stop fooling around...,0.0,content_diversity,and start writing an essay,and start working on a piece of paper,and start doing your essay,and start writing a report,and start your homework,-0.152,0.854,-0.596,-0.937,-0.664,0.933314,0.179725,0.479599,0.447616,0.086196,39.113553,0.947378,0.000000,18.758822,0.454362
test.enc.prompt.txt::00846,That feels so,1.0,content_diversity,weird because I don't usually feel that way.,much like a dream I once had.,hot because it came right out of the skillet just now.,wrong and immoral to hurt that small bird.,right with everything happening right now in the world today.,-0.014,0.968,-0.121,-0.595,-0.154,8.481396,0.288388,0.470402,3.989663,0.135658,56.487312,1.387859,0.000000,26.571726,0.652851
test.enc.prompt.txt::00846,That feels so,0.0,content_diversity,familiar as if I once had a dream similar to it.,similar to one of the visions I saw when I was asleep last night.,like the strange dark amusement park in my dream this morning.,eerie and strange like in a nightmare I had last week.,dreamlike as if I had felt it once in a vision I had one night.,-0.065,0.894,-0.299,-0.912,-0.534,8.481396,0.288388,0.470402,3.989663,0.135658,56.487312,1.387859,0.000000,26.571726,0.652851
test.enc.prompt.txt::00847,Well... twenty-four more,1.0,content_diversity,hours until the weekend,isn't all that many,and we will be done,before we start over,and I will have won it all back.,-0.014,0.968,-0.144,-0.612,-0.265,-9.038666,-0.038846,0.481922,-4.355928,-0.018721,60.261587,1.150756,0.000000,29.041359,0.554574
test.enc.prompt.txt::00847,Well... twenty-four more,0.0,content_diversity,and we can start over,and we can begin again,then we start once again,before we start all over,and we start at the begining,-0.124,0.848,-0.497,-0.983,-0.604,-9.038666,-0.038846,0.481922,-4.355928,-0.018721,60.261587,1.150756,0.000000,29.041359,0.554574
test.enc.prompt.txt::00848,Wouldn't think of,1.0,content_diversity,doing it like that?,hurting her.,leaving town suddenly.,cheating on the exam.,buying a dog with my busy life.,0.000,1.000,-0.211,-0.568,-0.120,-12.920289,-0.302719,0.477237,-6.166035,-0.144469,62.781193,1.370966,0.000000,29.961485,0.654275
test.enc.prompt.txt::00848,Wouldn't think of,0.0,content_diversity,packing up and leaving.,moving to another city all of a sudden.,leaving my family for another life.,moving away overnight.,splitting sudden on them like that.,-0.014,0.970,-0.208,-0.715,-0.426,-12.920289,-0.302719,0.477237,-6.166035,-0.144469,62.781193,1.370966,0.000000,29.961485,0.654275
test.enc.prompt.txt::00849,"This is it,",1.0,content_diversity,i'm done with relationships,i have to start studying more,i give up with you,i have to stop drinking,this might be the chance of a lifetime,-0.038,0.936,-0.243,-0.640,-0.243,-0.344860,0.384611,0.440594,-0.151943,0.169458,37.317805,1.067831,0.000000,16.442013,0.470480
test.enc.prompt.txt::00849,"This is it,",0.0,content_diversity,i can't be drinking anymore,i have to reduce drinking,i need to stop with alcohol,i need to reduce alcohol consumption,i have to reduce alcohol intake,-0.152,0.779,-0.546,-0.952,-0.725,-0.344860,0.384611,0.440594,-0.151943,0.169458,37.317805,1.067831,0.000000,16.442013,0.470480
test.enc.prompt.txt::00850,"Okay, I promise...",1.0,content_diversity,I will try harder,I won't do it again,to buy the bigger size,not to look at the presants,to think more about it next time.,-0.022,0.963,-0.193,-0.633,-0.250,10.139669,0.619842,0.385275,3.906556,0.238809,64.428191,2.089973,0.000000,24.822542,0.805214
test.enc.prompt.txt::00850,"Okay, I promise...",0.0,content_diversity,I will do better,to think about it more,to be my best,to be all I can be,to try more,-0.047,0.925,-0.124,-0.771,-0.395,10.139669,0.619842,0.385275,3.906556,0.238809,64.428191,2.089973,0.000000,24.822542,0.805214
test.enc.prompt.txt::00851,Have a good,1.0,content_diversity,night,rest of the week,first day at your new job,time with your girl on a date,manners,-0.003,0.989,-0.131,-0.629,-0.154,16.685929,0.698145,0.660206,11.016152,0.460920,65.553854,2.295992,0.000000,43.279055,1.515828
test.enc.prompt.txt::00851,Have a good,0.0,content_diversity,time on a date,time together with your gf,night with your girfriend,time with your better half,and quality time with your gf,-0.128,0.835,-0.447,-0.784,-0.344,16.685929,0.698145,0.660206,11.016152,0.460920,65.553854,2.295992,0.000000,43.279055,1.515828
test.enc.prompt.txt::00852,I don't believe,1.0,content_diversity,"a word he says, he never tells the truth.",you just did that! How naughty of you!,"they would just kill him like that, in cold blood.","a dog can talk, I mean they just don't",in anything I cannot see or touch.,-0.016,0.967,-0.025,-0.547,-0.194,9.124160,0.021084,0.397656,3.628276,0.008384,13.762475,0.571556,0.000000,5.472728,0.227283
test.enc.prompt.txt::00852,I don't believe,0.0,content_diversity,"cats talk, it isn't possible.","a cow can talk, they simply do not.","in a talking hamster, it's just not a thing.","in a speaking fish, that is impossible,","a horse can speak, they do not.",-0.048,0.926,-0.358,-0.705,-0.545,9.124160,0.021084,0.397656,3.628276,0.008384,13.762475,0.571556,0.000000,5.472728,0.227283
test.enc.prompt.txt::00853,See? And these,1.0,content_diversity,are the best ones,do not make any sense,are great!,"just suck, go with these",are pretty horrible,-0.021,0.979,-0.165,-0.671,-0.382,5.654719,0.510691,0.400063,2.262243,0.204309,39.300139,1.341321,0.000000,15.722522,0.536613
test.enc.prompt.txt::00853,See? And these,0.0,content_diversity,are really great,really awesome,too great,very very great,just fantastic,-0.028,0.533,-0.698,-0.827,-0.880,5.654719,0.510691,0.400063,2.262243,0.204309,39.300139,1.341321,0.000000,15.722522,0.536613
test.enc.prompt.txt::00854,Of course you,1.0,content_diversity,agree with him,you are the best okay,i would think otherwise,can have some more,can leave if you want,-0.008,0.981,-0.042,-0.619,-0.309,9.807634,0.441692,0.460764,4.519002,0.203516,33.085378,1.192446,0.000000,15.244541,0.549436
test.enc.prompt.txt::00854,Of course you,0.0,content_diversity,can go if you want,leave now if you please,leave at any time,go now if you want to,leave whenever,-0.086,0.838,-0.150,-0.845,-0.710,9.807634,0.441692,0.460764,4.519002,0.203516,33.085378,1.192446,0.000000,15.244541,0.549436
test.enc.prompt.txt::00855,Are you sure,1.0,content_diversity,he was gone last night?,you left the money on the desk?,she didn't kill Harold?,you want to go on vacation next week?,we should fire him?,-0.005,0.979,-0.295,-0.635,-0.218,18.031021,0.577892,0.415494,7.491788,0.240111,27.614630,0.831507,0.000000,11.473724,0.345486
test.enc.prompt.txt::00855,Are you sure,0.0,content_diversity,Carol didn't murder him?,she didn't feed Harold to the tigers?,Harold was killed and thrown into the septic tank?,he was robbed and shot dead?,he was killed and the body just disappeared?,-0.047,0.912,-0.380,-0.728,-0.344,18.031021,0.577892,0.415494,7.491788,0.240111,27.614630,0.831507,0.000000,11.473724,0.345486
test.enc.prompt.txt::00856,"Jumbo, where the",1.0,content_diversity,people go?,guns disappear to?,dog run away from?,pots and pans at?,holiday parade start at?,-0.005,0.788,-0.283,-0.668,-0.147,20.666437,1.374764,0.291475,6.023760,0.400710,32.888431,0.761087,0.000000,9.586171,0.221838
test.enc.prompt.txt::00856,"Jumbo, where the",0.0,content_diversity,people disappear?,men exit to?,crowds go in the building?,women and children leave to go see?,group travel to? They are missing.,-0.008,0.983,-0.358,-0.716,-0.316,20.666437,1.374764,0.291475,6.023760,0.400710,32.888431,0.761087,0.000000,9.586171,0.221838
test.enc.prompt.txt::00857,Screw you... Screw,1.0,content_diversity,all of you!,everything really,me? ok,all of the bad things ever,that screw tighter!,-0.016,0.957,-0.017,-0.649,-0.338,-7.615072,0.206656,0.370807,-2.823720,0.076629,54.190937,3.308117,0.000000,20.094368,1.226672
test.enc.prompt.txt::00857,Screw you... Screw,0.0,content_diversity,screw all of the existence of everything i guess,you and everyone else can go away,"screw me, i did it again","you, you'r a screw up","i cant , so screw you",-0.030,0.958,-0.012,-0.768,-0.391,-7.615072,0.206656,0.370807,-2.823720,0.076629,54.190937,3.308117,0.000000,20.094368,1.226672
test.enc.prompt.txt::00858,Wait a minute.,1.0,content_diversity,I need to see what you have in there.,If you leave now they will see you for sure.,Don't say a word about this or you will get us both in trouble.,"I am coming with you, so are the others.","You don't know the way, I'll show you.",-0.027,0.964,-0.253,-0.735,-0.316,11.868627,0.028445,0.471988,5.601853,0.013426,33.049540,0.430490,0.000000,15.598995,0.203186
test.enc.prompt.txt::00858,Wait a minute.,0.0,content_diversity,I'll guide you or you may get lost.,"You don't know where it is, I will show you.","You may get lost, I will show you the way.","You dont know where you are going, I'll help.",I wil show you the way in case you get lost.,-0.112,0.833,-0.389,-0.890,-0.646,11.868627,0.028445,0.471988,5.601853,0.013426,33.049540,0.430490,0.000000,15.598995,0.203186
test.enc.prompt.txt::00859,Sounds swell... I'm,1.0,content_diversity,heading there myself,gonna get going,not very interested..,really tired so goodbye,really hungry,-0.007,0.787,-0.107,-0.633,-0.259,12.440312,0.549908,0.494333,6.149657,0.271837,43.219825,1.512191,0.000000,21.364986,0.747526
test.enc.prompt.txt::00859,Sounds swell... I'm,0.0,content_diversity,on my way there,going there myself,leaving to go there right after,going up there too,leaving to go there too,-0.107,0.809,-0.246,-0.870,-0.556,12.440312,0.549908,0.494333,6.149657,0.271837,43.219825,1.512191,0.000000,21.364986,0.747526
test.enc.prompt.txt::00860,Give the guy,1.0,content_diversity,the reward he deserves it,a cookie,some room,something to eat he is so slim,a car and he'll pick you up,-0.009,0.983,-0.123,-0.578,-0.123,-9.564806,0.087355,0.363349,-3.475359,0.031740,66.665165,0.669820,0.000000,24.222695,0.243378
test.enc.prompt.txt::00860,Give the guy,0.0,content_diversity,something to fill him up,"something to eat, he is starved","food, he looks like he hasn't eaten in ages","food, he looks so thin","something to eat, he is underweight",-0.134,0.787,-0.304,-0.851,-0.472,-9.564806,0.087355,0.363349,-3.475359,0.031740,66.665165,0.669820,0.000000,24.222695,0.243378
test.enc.prompt.txt::00861,Looks like the,1.0,content_diversity,end of the road.,future is good.,game has been won.,boat is leaving.,husband cheated on his wife.,-0.007,0.989,-0.352,-0.591,-0.154,9.008313,0.676564,0.484379,4.363437,0.327714,7.258463,0.763454,0.000000,3.515847,0.369801
test.enc.prompt.txt::00861,Looks like the,0.0,content_diversity,very end of the line.,"completion of the job, good or bad.",road has ended and we get off here.,bus is stopping. There is no further to go.,tram is pulling into the last station on the map.,-0.024,0.963,-0.172,-0.625,-0.307,9.008313,0.676564,0.484379,4.363437,0.327714,7.258463,0.763454,0.000000,3.515847,0.369801
test.enc.prompt.txt::00862,What can I,1.0,content_diversity,"say, I've got the best family",do to help out a little more,give you to find out about the hotel,"have, are there choices?",every do to repay you?,-0.022,0.959,-0.090,-0.656,-0.251,8.189130,0.015942,0.345547,2.829728,0.005509,17.520050,1.441454,0.000000,6.053999,0.498090
test.enc.prompt.txt::00862,What can I,0.0,content_diversity,do around here,help you with,do to help you out,finish to help,work on that needs to be done,-0.054,0.918,-0.111,-0.747,-0.499,8.189130,0.015942,0.345547,2.829728,0.005509,17.520050,1.441454,0.000000,6.053999,0.498090
test.enc.prompt.txt::00863,Not one minute,1.0,content_diversity,sooner.,later.,and she disappeared.,and the dog attacked.,and the dish was empty.,-0.026,0.935,-0.494,-0.620,-0.247,7.898194,0.750535,0.488317,3.856820,0.366499,54.332419,2.290651,0.000000,26.531423,1.118563
test.enc.prompt.txt::00863,Not one minute,0.0,content_diversity,later and she would have been flattened by the truck.,later and I would've been toast.,later and he was leaving on the plane.,later and I would have seen him pass by.,"later, their marriage was over.",-0.073,0.894,-0.305,-0.643,-0.331,7.898194,0.750535,0.488317,3.856820,0.366499,54.332419,2.290651,0.000000,26.531423,1.118563
test.enc.prompt.txt::00864,You want to,1.0,content_diversity,put all the ingredients in the bowl first.,go to the park while it's warm out?,go to dinner with all of us?,make sure the edges are straight before cutting.,do all that you can to make sure it's correct.,-0.041,0.935,-0.080,-0.653,-0.198,18.224101,0.740765,0.451322,8.224942,0.334324,18.644808,0.799147,0.000000,8.414816,0.360673
test.enc.prompt.txt::00864,You want to,0.0,content_diversity,make sure it's right,try your best to make it right,not mess it up,do it so it's correct,make it correctly the first time.,-0.045,0.937,-0.300,-0.860,-0.627,18.224101,0.740765,0.451322,8.224942,0.334324,18.644808,0.799147,0.000000,8.414816,0.360673
test.enc.prompt.txt::00865,She hates me.,1.0,content_diversity,i think i did something wrong,it's because i set her house on fire,i don't think we can be together anymore,why would she hate me,i think it might be cause someone's been saying lies about me,-0.035,0.953,-0.212,-0.700,-0.218,-16.068144,-0.076742,0.541645,-8.703232,-0.041567,116.491913,1.277934,0.000000,63.097279,0.692187
test.enc.prompt.txt::00865,She hates me.,0.0,content_diversity,i think we'll break up,think we will have to break up,we can't be in relationship anymore,i can't be with her anymore,there's no chance our relationship can survive,-0.038,0.927,-0.378,-0.763,-0.655,-16.068144,-0.076742,0.541645,-8.703232,-0.041567,116.491913,1.277934,0.000000,63.097279,0.692187
test.enc.prompt.txt::00866,You're trying to,1.0,content_diversity,run away from your problems.,get the promotion.,"leave him, aren't you?","go on vacation, I know.",get him to notice you.,-0.005,0.991,-0.191,-0.707,-0.279,10.734945,0.495165,0.433512,4.653727,0.214660,14.137290,1.019434,0.000000,6.128685,0.441937
test.enc.prompt.txt::00866,You're trying to,0.0,content_diversity,get the raise.,earn that big corner office.,get promoted to a manager's position.,make more pay with a higher position.,show the boss your hard work.,-0.016,0.970,-0.250,-0.742,-0.431,10.734945,0.495165,0.433512,4.653727,0.214660,14.137290,1.019434,0.000000,6.128685,0.441937
test.enc.prompt.txt::00867,You're all under,1.0,content_diversity,arrest,the umbrella for the time being,attack,age,the protection of the insurance,-0.011,0.957,-0.174,-0.575,-0.154,-9.060838,-0.292285,0.740531,-6.709830,-0.216446,82.136421,2.649562,0.000000,60.824554,1.962082
test.enc.prompt.txt::00867,You're all under,0.0,content_diversity,the insurance coverage,protection in time of need.,the insurance protection,the same plan,the protection of your policy,-0.070,0.912,-0.226,-0.813,-0.393,-9.060838,-0.292285,0.740531,-6.709830,-0.216446,82.136421,2.649562,0.000000,60.824554,1.962082
test.enc.prompt.txt::00868,We'll spend an,1.0,content_diversity,enormous amount of money on holidays,eternity together,quite a lot on food,business trip together,whole year together,-0.027,0.968,-0.233,-0.644,-0.283,22.964462,1.141111,0.562083,12.907940,0.641399,35.613893,1.314332,0.000000,20.017973,0.738764
test.enc.prompt.txt::00868,We'll spend an,0.0,content_diversity,huge amount of money on holiday,lump sum on holidays,lot of money on holiday trip,quite a lot on holidays,way too much on holidays,-0.111,0.832,-0.419,-0.957,-0.648,22.964462,1.141111,0.562083,12.907940,0.641399,35.613893,1.314332,0.000000,20.017973,0.738764
test.enc.prompt.txt::00869,I'm not really,1.0,content_diversity,interested in your service,felling well today,on board with your plan,going to have to go am I,beliving all of this news on COVID 19,-0.008,0.978,0.123,-0.545,-0.194,-27.031496,-0.456180,0.387682,-10.479611,-0.176853,143.078207,3.288092,0.000000,55.468775,1.274733
test.enc.prompt.txt::00869,I'm not really,0.0,content_diversity,interested in buying this,in the market for your product,considering buying,in a position to buy anything,seeing a need to buy this,-0.037,0.931,-0.262,-0.854,-0.649,-27.031496,-0.456180,0.387682,-10.479611,-0.176853,143.078207,3.288092,0.000000,55.468775,1.274733
test.enc.prompt.txt::00870,What the hell,1.0,content_diversity,is that supposed to mean,can i get 1 too!!?!!,i gotta go now,"im running late, oh well",were you thinking!,-0.004,0.991,0.044,-0.621,-0.321,7.871114,0.485761,0.366328,2.883412,0.177948,62.271822,2.963097,0.000000,22.811929,1.085466
test.enc.prompt.txt::00870,What the hell,0.0,content_diversity,what does that mean exactly ?,can you tell me what it means,not sure what its supposed to mean but thats ok i guess,"i am confused, let me know what it means",whats it supposed to mean,-0.063,0.901,-0.223,-0.919,-0.624,7.871114,0.485761,0.366328,2.883412,0.177948,62.271822,2.963097,0.000000,22.811929,1.085466
test.enc.prompt.txt::00871,"You're late again,",1.0,content_diversity,you're fired.,I'm angry.,who were you with?,dinner is cold.,and I'm leaving you.,-0.012,0.773,-0.344,-0.630,-0.262,2.857858,0.327751,0.470680,1.345138,0.154266,15.060542,0.356896,0.000000,7.088701,0.167984
test.enc.prompt.txt::00871,"You're late again,",0.0,content_diversity,I'm letting you go.,and we are letting go of your services.,you are being discharged.,we are dismissing you.,pack your bags and leave the property now.,-0.047,0.927,-0.427,-0.743,-0.711,2.857858,0.327751,0.470680,1.345138,0.154266,15.060542,0.356896,0.000000,7.088701,0.167984
test.enc.prompt.txt::00872,How the hell,1.0,content_diversity,did he get here before me,do you lose a dog,is this possible,can you be late every single day,did he break free from solitary,-0.014,0.969,-0.148,-0.596,-0.318,-5.400972,0.013802,0.434507,-2.346760,0.005997,47.450668,1.420568,0.000000,20.617647,0.617247
test.enc.prompt.txt::00872,How the hell,0.0,content_diversity,can this happen,did this happen,can something like this happen,is possible for this to happen,can you allow this to happen,-0.147,0.845,-0.542,-0.957,-0.785,-5.400972,0.013802,0.434507,-2.346760,0.005997,47.450668,1.420568,0.000000,20.617647,0.617247
test.enc.prompt.txt::00873,Oh these moments,1.0,content_diversity,are the best,make the best memories,can never be replaced,are the greatest,can never be lived down,-0.082,0.847,-0.235,-0.699,-0.478,13.249256,0.798629,0.471067,6.241291,0.376208,30.793455,0.959120,0.000000,14.505790,0.451810
test.enc.prompt.txt::00873,Oh these moments,0.0,content_diversity,are the ones I will remember forever,will last a life time,will stay with me,will be looked back on,are everlasting,-0.029,0.965,-0.062,-0.732,-0.563,13.249256,0.798629,0.471067,6.241291,0.376208,30.793455,0.959120,0.000000,14.505790,0.451810
test.enc.prompt.txt::00874,That's Franny. She,1.0,content_diversity,used to work for my mother until she fired her for some reason.,is an ex of mine but we parted on good terms.,"is quite the piece of work, sweet in her own way though.",serves on down at the soup kitchen.,is my youngest sister.,-0.018,0.966,-0.108,-0.621,-0.144,35.145910,0.559822,0.419141,14.731081,0.234644,100.497085,1.018488,0.000000,42.122418,0.426890
test.enc.prompt.txt::00874,That's Franny. She,0.0,content_diversity,"is my sister, she is three years younger than I am.",is a year younger than i am.,"is my sister and I am her big brother,",is the youngest of us siblings.,is much younger than I but we get on well.,-0.074,0.903,-0.247,-0.809,-0.475,35.145910,0.559822,0.419141,14.731081,0.234644,100.497085,1.018488,0.000000,42.122418,0.426890
test.enc.prompt.txt::00875,-- What the,1.0,content_diversity,heck is happening here,fox says,hell,heart sees when you look at him,is the best comic book series by marvel,-0.004,0.991,-0.058,-0.577,-0.168,-30.309140,-0.669321,0.499753,-15.147078,-0.334495,114.451004,2.365268,0.000000,57.197211,1.182049
test.enc.prompt.txt::00875,-- What the,0.0,content_diversity,is the most amazing comic book series,is marvel's best comic book,is my favourite comic book series,can be included in greatest comic book series,is the one of the most known comic book series,-0.175,0.824,-0.467,-0.932,-0.649,-30.309140,-0.669321,0.499753,-15.147078,-0.334495,114.451004,2.365268,0.000000,57.197211,1.182049
test.enc.prompt.txt::00876,I like what,1.0,content_diversity,you've done with the place,"he is eating, do you have more of that","he is saying, sounds like a good plan",she thinks of me,happens after that,-0.015,0.964,-0.108,-0.606,-0.193,17.589593,0.281739,0.460420,8.098606,0.129719,71.086771,1.340725,0.000000,32.729796,0.617297
