sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v3,metric_icl_E_rate_qwen25_completion_v3,metric_icl_C_qwen25_completion_v3,metric_icl_D_qwen25_completion_v3,metric_icl_D_rate_qwen25_completion_v3,metric_icl_E_qwen25_completion_v3_std,metric_icl_E_rate_qwen25_completion_v3_std,metric_icl_C_qwen25_completion_v3_std,metric_icl_D_qwen25_completion_v3_std,metric_icl_D_rate_qwen25_completion_v3_std
test.enc.prompt.txt::01592,test.enc.prompt.txt::01592,What the hell,0.0,content_diversity,choice can I make at this stage!,can I reasonably be expected to accomplish with this?,direction do I move in now?,would Jesus do?,should someone in my position do?,3.611,0.965,-0.022,0.960,-0.193,-0.745,-0.465,5.796250,0.255455,0.396228,2.296638,0.101218,47.438408,1.595487,0.000000,18.796435,0.632177
test.enc.prompt.txt::01597,test.enc.prompt.txt::01597,Maybe it went,0.0,content_diversity,extinct after being in existence for so long.,to the archives to remain a thing of the past,obsolete while we weren't paying attention,on to become useless to us,away from the marketplace.,3.375,0.650,-0.013,0.971,-0.114,-0.646,-0.493,12.357188,0.162243,0.466481,5.764390,0.075683,25.320165,0.917382,0.000000,11.811369,0.427941
test.enc.prompt.txt::01603,test.enc.prompt.txt::01603,But Sacha always,1.0,content_diversity,is on time,lies to everyone,trusts everyone,calls me after work,tells everyone's business,4.286,0.749,-0.008,0.787,-0.206,-0.626,-0.272,11.102969,0.796470,0.358156,3.976592,0.285260,24.848243,1.866658,0.000000,8.899540,0.668554
test.enc.prompt.txt::01604,test.enc.prompt.txt::01604,I'd better be,0.0,content_diversity,studying hard,learning and trying hard,trying my best to learn,studying for the exam,studying as much as possible,2.222,0.820,-0.028,0.950,-0.119,-0.866,-0.567,18.592578,0.925452,0.483407,8.987778,0.447370,23.225738,0.780725,0.000000,11.227479,0.377408
test.enc.prompt.txt::01608,test.enc.prompt.txt::01608,Shall we draw,0.0,content_diversity,arbitrarily,whatever we want,what we wish to draw,something we like,anything we would like to draw,2.722,0.786,-0.047,0.918,-0.389,-0.838,-0.422,14.491953,0.828700,0.415370,6.019519,0.344217,21.424542,2.582511,0.000000,8.899107,1.072697
test.enc.prompt.txt::01621,test.enc.prompt.txt::01621,Do I have,1.0,content_diversity,to repeat myself?,to tell you every thing to do?,to do my homework.,something between my teeth?,something wrong with me?,4.333,0.687,-0.030,0.955,-0.148,-0.661,-0.212,6.885156,0.332075,0.430607,2.964800,0.142994,42.289869,1.235183,0.000000,18.210334,0.531879
test.enc.prompt.txt::01624,test.enc.prompt.txt::01624,This time they,0.0,content_diversity,guys that was too far,you went way too far,that was too much,they definetely went to far with this,its going too far,1.444,0.437,-0.099,0.875,-0.412,-0.776,-0.685,38.988594,1.753916,0.232308,9.057355,0.407449,46.550389,0.710838,0.000000,10.814020,0.165133
test.enc.prompt.txt::01631,test.enc.prompt.txt::01631,But we made,1.0,content_diversity,"a serious error of judgment, we are so screwed.",a cake and everything and they just don't show up?,the world a better place for every one of us.,"him so scared, maybe we shouldn't have been so harsh.",good time and we will be there very soon.,4.778,0.416,-0.022,0.963,-0.089,-0.663,-0.190,8.696875,0.085390,0.455308,3.959759,0.038879,56.310106,0.879712,0.000000,25.638458,0.400540
test.enc.prompt.txt::01632,test.enc.prompt.txt::01632,And the honor,1.0,content_diversity,is all mine,of the soldiers is something great,is great,roll students are very smart,academy,4.111,0.393,-0.024,0.965,-0.172,-0.610,-0.328,5.263047,-0.195347,0.374980,1.973536,-0.073251,46.730296,2.911683,0.000000,17.522916,1.091822
test.enc.prompt.txt::01633,test.enc.prompt.txt::01633,I am making,0.0,content_diversity,i made a cake,BAKING A CAKE,making some yummy cake today,birthday cake is being made,i need alot of of cake,2.000,0.802,-0.031,0.948,-0.139,-0.956,-0.728,28.016094,1.444519,0.174088,4.877259,0.251473,58.095096,2.339092,0.000000,10.113644,0.407207
test.enc.prompt.txt::01638,test.enc.prompt.txt::01638,"Captain Renault, are",0.0,content_diversity,we are going home soon,gonna go home ok?,leaving really soon,when are we leaving?,we have to go home in a few,2.500,0.624,-0.040,0.931,-0.163,-0.806,-0.602,24.957344,1.351894,0.290075,7.239490,0.392150,37.203415,2.570230,0.000000,10.791764,0.745558
test.enc.prompt.txt::01650,test.enc.prompt.txt::01650,Call off your,0.0,content_diversity,"action, its doing more harm than good.","strike, it's costing lives.","demonstration, you are hurting people.","picket line, people need to get in to save people.","strike, you ar ekilling people in here.",3.312,0.899,-0.021,0.958,-0.347,-0.754,-0.314,6.749063,0.175478,0.333742,2.252447,0.058564,86.441159,1.890272,0.000000,28.849061,0.630863
test.enc.prompt.txt::01651,test.enc.prompt.txt::01651,If you don't,0.0,content_diversity,i need you to call me back,i need you to call as soon as possible,i need to hear from you soon,email me back please,return my call when you can,2.062,0.300,-0.102,0.803,-0.215,-0.853,-0.502,32.062500,1.142190,0.386467,12.391087,0.441418,28.702306,1.296408,0.000000,11.092484,0.501018
test.enc.prompt.txt::01657,test.enc.prompt.txt::01657,Are my eyes,0.0,content_diversity,on point,looking fine,good looking,nice,fine looking,2.111,0.314,-0.040,0.333,-0.246,-0.691,-0.662,11.818164,1.593610,0.242390,2.864608,0.386276,13.916175,2.598514,0.000000,3.373145,0.629855
test.enc.prompt.txt::01658,test.enc.prompt.txt::01658,May I? Too,0.0,content_diversity,its way too heavy,i think its heavy,its very large and big to carry,too much weight to handle for you,it is very big to handle,1.875,0.217,-0.047,0.918,-0.305,-0.810,-0.826,43.062812,1.787378,0.270884,11.665045,0.484173,40.142805,0.915982,0.000000,10.874060,0.248125
test.enc.prompt.txt::01660,test.enc.prompt.txt::01660,But think of,0.0,content_diversity,all the positive memories,all the good things,all happy memories,all the positive moments,all happiness we shared,1.778,0.533,-0.116,0.651,-0.445,-0.826,-0.816,16.360156,0.818323,0.463406,7.581391,0.379216,37.177230,1.615882,0.000000,17.228144,0.748809
test.enc.prompt.txt::00575,test.enc.prompt.txt::00575__row90,I don't rightly,1.0,content_diversity,know what you are talking about.,know who that person is.,know what is going on.,know where that is.,know what occured that long ago.,3.833,0.882,-0.088,0.904,-0.278,-0.867,-0.634,-16.318359,-0.353761,0.553210,-9.027486,-0.195704,67.192554,1.844571,0.000000,37.171619,1.020436
test.enc.prompt.txt::00575,test.enc.prompt.txt::00575__row91,I don't rightly,0.0,content_diversity,know what you are referring to.,know what you are asking about.,know what you are inquiring about.,know what you are speaking about.,know what you are referencing.,1.667,0.408,-0.453,0.635,-0.653,-0.976,-0.816,10.844531,0.319322,0.617604,6.697624,0.197214,15.976329,0.561710,0.000000,9.867042,0.346914
test.enc.prompt.txt::00579,test.enc.prompt.txt::00579,When he comes,1.0,content_diversity,you should move your car,then we will leave,he will hear from me,i think we should hide,he will bring you food,4.556,0.437,-0.034,0.939,-0.257,-0.677,-0.191,13.588125,0.705763,0.404567,5.497308,0.285529,20.385756,0.807976,0.000000,8.247405,0.326881
test.enc.prompt.txt::00581,test.enc.prompt.txt::00581,I hope you,1.0,content_diversity,have a wonderful vacation.,like the new job.,two are happy together.,leave him for good.,count your blessings.,4.389,0.737,0.000,0.800,-0.289,-0.658,-0.313,1.347969,0.100314,0.457418,0.616585,0.045885,17.343887,1.323466,0.000000,7.933404,0.605377
test.enc.prompt.txt::00585,test.enc.prompt.txt::00585,That's your funeral.,0.0,content_diversity,there's a lot of people here,lot of folks have made it in time,a lot of people are attending,it is packed with people,so many familiar faces here,2.111,0.515,-0.074,0.875,-0.314,-0.728,-0.727,33.389063,1.195412,0.334044,11.153400,0.399320,55.097119,1.631829,0.000000,18.404835,0.545102
test.enc.prompt.txt::00590,test.enc.prompt.txt::00590,And now fair,0.0,content_diversity,players should somehow be rewarded,participants are getting their rewards,play prize for players,play reward for the most fair player,player will receive his prize,1.833,0.624,-0.020,0.962,-0.322,-0.862,-0.614,35.230625,1.222591,0.352130,12.405770,0.430511,35.639374,0.737461,0.000000,12.549703,0.259682
test.enc.prompt.txt::00594,test.enc.prompt.txt::00594,"Oh, Mr. Dickson",1.0,content_diversity,you forgot about my exam,you shouldn't have done this,what is it that you do for living,you should've been smarter,i really like your dressing style,4.611,0.515,-0.023,0.979,-0.072,-0.634,-0.128,16.751719,0.619768,0.407398,6.824613,0.252492,31.716685,1.072775,0.000000,12.921307,0.437046
test.enc.prompt.txt::00598,test.enc.prompt.txt::00598,That's what he,0.0,content_diversity,consumed for the first meal of the day.,injested this morning.,devoured from the breakfast plate.,swallowed at 9am.,gobbled up with his orange juice.,2.667,1.000,-0.006,0.984,-0.148,-0.705,-0.358,21.899844,0.947892,0.347669,7.613892,0.329553,13.811171,1.842314,0.000000,4.801713,0.640515
test.enc.prompt.txt::00600,test.enc.prompt.txt::00600,The fools! If,0.0,content_diversity,they quiet down I need told.,"it gets silent, I want to be told.",only they would shut up! I wanna know!,only it could be peace and quiet. Someone tell me.,"they won't shut up, I will kill them all. I need to know either way.",2.278,0.671,-0.046,0.936,-0.263,-0.819,-0.509,24.996562,0.957170,0.339645,8.489957,0.325098,63.998934,0.965003,0.000000,21.736918,0.327759
test.enc.prompt.txt::00603,test.enc.prompt.txt::00603,"Oh Matt, you",0.0,content_diversity,need to stop at red lights.,need to slow down at yellow lights.,cannot go 70 mph in a residential area.,cannot crash into cars when parallel parking.,should relearn driving methods.,3.056,0.896,-0.019,0.961,-0.354,-0.695,-0.308,16.562188,0.284989,0.386108,6.394791,0.110037,65.330026,2.000687,0.000000,25.224436,0.772481
test.enc.prompt.txt::00618,test.enc.prompt.txt::00618,"Smells funny, it",1.0,content_diversity,smells like rotten cheese.,really gets into your nose.,can't be dinner!,needs tossed out.,should be buried.,4.278,0.629,-0.007,0.989,-0.228,-0.623,-0.170,4.614219,0.339037,0.387778,1.789290,0.131471,33.569866,2.002557,0.000000,13.017640,0.776547
test.enc.prompt.txt::00620,test.enc.prompt.txt::00620,WHAT?! We follow,1.0,content_diversity,this bad artist?,his directions?,my favourite boy band?,that cat?,the wrong guy?,4.333,0.471,0.000,0.800,-0.371,-0.668,-0.251,3.651094,0.128199,0.293483,1.071534,0.037624,27.801106,1.278770,0.000000,8.159150,0.375297
test.enc.prompt.txt::00623,test.enc.prompt.txt::00623,I think one,1.0,content_diversity,of your wheels is loose,of your friends did it,book per week is manageable,time you can do it for the team,dollar more doesn't mattter,4.444,0.437,-0.020,0.961,-0.136,-0.606,-0.198,8.430625,0.290373,0.376502,3.174149,0.109326,47.908073,1.374053,0.000000,18.037495,0.517334
test.enc.prompt.txt::00627,test.enc.prompt.txt::00627,Great Chief of,1.0,content_diversity,Staff,State,tribe,administration,hope,3.333,0.913,0.000,0.200,-0.983,-0.635,-0.294,5.739141,0.030814,0.134749,0.773344,0.004152,19.885659,6.844293,0.000000,2.679576,0.922263
test.enc.prompt.txt::00630,test.enc.prompt.txt::00630,"Well, I hope",1.0,content_diversity,you didn't laugh at her.,nothing cruel was done.,he didn't leave her.,she's happy now.,you have money to pay me back.,4.167,0.624,-0.012,0.974,-0.303,-0.601,-0.229,-3.945156,0.146367,0.399546,-1.576272,0.058480,39.779450,1.145967,0.000000,15.893725,0.457867
test.enc.prompt.txt::00635,test.enc.prompt.txt::00635,"Gents, we are",1.0,content_diversity,on red alert,at paradise,in heaven,on vacation,finally home,4.333,0.471,-0.008,0.582,-0.232,-0.660,-0.236,3.821328,0.572713,0.325573,1.244121,0.186460,23.818749,1.797634,0.000000,7.754740,0.585261
test.enc.prompt.txt::00639,test.enc.prompt.txt::00639,So you're saying,1.0,content_diversity,that everything i my fault,that you don't like sport,that your mom is to blame,that this was the easiest exam ever,that you need to borrow money from me,4.389,0.657,-0.043,0.954,-0.154,-0.699,-0.155,10.374063,0.450631,0.449420,4.662316,0.202523,51.259151,2.302540,0.000000,23.036911,1.034808
test.enc.prompt.txt::00648,test.enc.prompt.txt::00648,It's early in,1.0,content_diversity,the morning.,the afternoon.,case you needed more time.,California while it is late in Michigan.,the baseball game being only the first inning.,4.167,0.577,-0.028,0.975,-0.226,-0.646,-0.206,-1.470039,0.159454,0.490651,-0.721276,0.078236,92.328122,1.479448,0.000000,45.300849,0.725892
test.enc.prompt.txt::00654,test.enc.prompt.txt::00654,"Oh Christ, this",0.0,content_diversity,has totally fallen apart.,will never work again.,is completely busted.,has been totally ruined.,is only fit for the bin.,2.333,0.527,-0.015,0.971,-0.310,-0.730,-0.375,7.486719,0.376327,0.418827,3.135643,0.157616,34.571833,1.408063,0.000000,14.479631,0.589735
test.enc.prompt.txt::00655,test.enc.prompt.txt::00655,What are you,0.0,content_diversity,doing here without a permission,doing at my place,"doing here, this is private property",doing tresspassing,thinking? You can't come on a private property without invitation,2.111,0.314,-0.045,0.939,-0.027,-0.813,-0.325,2.311875,0.617144,0.445997,1.031089,0.275244,79.248141,1.405161,0.000000,35.344409,0.626697
test.enc.prompt.txt::00656,test.enc.prompt.txt::00656,Do you want,1.0,content_diversity,it raw or medium raw,my old TV,me to take a look at your exam,me to go with you,to help me move out tomorrow,4.611,0.458,-0.023,0.954,0.024,-0.593,-0.156,6.218594,0.677402,0.325469,2.023961,0.220473,51.065637,4.380561,0.000000,16.620292,1.425738
test.enc.prompt.txt::00661,test.enc.prompt.txt::00661,Girls dig Bateman.,1.0,content_diversity,He looks like hollywood,he is dreamy,what is his deal?,It's not even fair.,I am super jealous.,3.944,0.369,-0.006,0.789,-0.217,-0.619,-0.232,11.485000,0.893418,0.303302,3.483425,0.270975,15.749993,1.054489,0.000000,4.777007,0.319829
test.enc.prompt.txt::00662,test.enc.prompt.txt::00662,"Listen, what about",0.0,content_diversity,we get something to eat tomorrow,we go to the restaurant,romantic evening in the restaurant,we have a fancy dinner tomorrow,I take you out for a dinner,2.056,0.724,-0.037,0.936,-0.328,-0.828,-0.484,31.392891,1.013719,0.448385,14.076113,0.454537,34.253899,0.855381,0.000000,15.358947,0.383540
test.enc.prompt.txt::00665,test.enc.prompt.txt::00665,By the way,1.0,content_diversity,did you make the payment?,did you water the plants?,did you call your mom?,did you make plans?,how is the family doing?,4.611,0.458,-0.114,0.869,-0.474,-0.699,-0.265,4.663281,0.298547,0.370070,1.725740,0.110483,20.121625,0.977528,0.000000,7.446410,0.361754
test.enc.prompt.txt::00290,test.enc.prompt.txt::00290,Suppose there's an,0.0,content_diversity,airline that costs less.,flight that isn't as expensive.,"air travel fare, but doesn't cost as much.",way to fly there that is low cost.,flight going there and it's not a lot of money,1.944,0.550,-0.022,0.966,-0.372,-0.918,-0.776,44.815312,1.324163,0.307709,13.790062,0.407457,53.768024,0.897852,0.000000,16.544890,0.276277
test.enc.prompt.txt::00291,test.enc.prompt.txt::00291,It is a,0.0,content_diversity,joke of a democracy that we currently have.,horrible system of government that we rely on.,pity we can't trust our elected officials.,truth widely acknowledged that American politicians are corrupt.,regrettable situation in which we find ourselves this election cycle.,2.857,0.515,-0.028,0.965,-0.223,-0.780,-0.346,14.993750,0.465451,0.469130,7.034022,0.218357,28.765866,0.396549,0.000000,13.494939,0.186033
test.enc.prompt.txt::00333,test.enc.prompt.txt::00333,It may have,1.0,content_diversity,"looked like the same person, but it's not.",gotten caught in the drain.,"looked the same, but it's not.",been hotter yesterday.,run off to hide in the woods.,4.333,0.577,-0.049,0.909,-0.217,-0.653,-0.202,10.909844,0.341998,0.426427,4.652248,0.145837,31.776721,1.692276,0.000000,13.550439,0.721632
test.enc.prompt.txt::00316,test.enc.prompt.txt::00316,See. Get your,0.0,content_diversity,head out of the clouds.,stuff together.,information from a better source.,head checked.,reality in order.,3.167,0.527,-0.006,0.988,-0.257,-0.657,-0.305,-1.997500,-0.326978,0.498602,-0.995958,-0.163032,29.734401,1.593747,0.000000,14.825646,0.794646
test.enc.prompt.txt::00297,test.enc.prompt.txt::00297,Might as well,1.0,content_diversity,"eat lunch now, it's going to be a long car ride.","call a divorce attorney, I'm ready to admit defeat.","put my feet up, no one is showing up in this bad weather.",take out a loan as I can't even afford the down payment.,go to the store after work since I won't have time tomorrow.,4.833,0.333,-0.015,0.979,-0.169,-0.652,-0.178,19.641250,0.371803,0.474322,9.316270,0.176354,43.608458,0.780580,0.000000,20.684436,0.370246
test.enc.prompt.txt::00251,test.enc.prompt.txt::00251,"Right, Agent Cole",0.0,content_diversity,is always late.,never shows up to these on schedule.,isn't exactly punctual.,has a problem with timeliness.,is habitually later than expected.,2.111,0.614,-0.005,0.991,-0.239,-0.658,-0.467,16.469922,0.709960,0.335956,5.533171,0.238515,71.112954,1.432244,0.000000,23.890833,0.481171
test.enc.prompt.txt::00335,test.enc.prompt.txt::00335,And Elbourne and,1.0,content_diversity,Jones and Schrader went down to the sea together.,his wife were never seen again.,Molly knew that things would never be the same between them.,the dog looked each other in the eye knowingly.,the fisherman both shook their heads in disbelief.,4.778,0.416,-0.023,0.972,-0.268,-0.627,-0.087,6.856250,0.131190,0.497099,3.408235,0.065215,59.139557,1.040246,0.000000,29.398213,0.517105
test.enc.prompt.txt::00312,test.enc.prompt.txt::00312,Fuck. Turn it,1.0,content_diversity,before it burns to the frying pan,before the children come home and see what your watching,before you hit the animal lying in the middle of the road,before the arrow hits your head,before it over heats an cause an explosion,4.750,0.354,-0.056,0.934,-0.193,-0.695,-0.314,20.433750,0.372345,0.428716,8.760270,0.159630,47.742723,0.622194,0.000000,20.468057,0.266744
test.enc.prompt.txt::00306,test.enc.prompt.txt::00306,"Some party, huh?",1.0,content_diversity,The girls are quite hot!,The drinks are free!,There are so many people here!,I love the music!,I love the decorations!,4.611,0.458,-0.055,0.910,-0.364,-0.668,-0.309,16.013906,0.774529,0.361136,5.783204,0.279711,46.283753,1.778430,0.000000,16.714747,0.642256
test.enc.prompt.txt::00265,test.enc.prompt.txt::00265,Something the matter,0.0,content_diversity,but it makes no difference.,and no one will help.,and it's pointless.,and I don't give a darn.,and people ignore it.,2.875,0.545,-0.036,0.957,-0.419,-0.705,-0.648,12.511250,0.614768,0.307350,3.845339,0.188949,10.535148,0.674587,0.000000,3.237983,0.207335
test.enc.prompt.txt::00339,test.enc.prompt.txt::00339,I know... But,0.0,content_diversity,this work place is truely not for me!,my work is not the best these days for what it's worth.,life would be better if I could change jobs now.,i'm going to look for a different job soon.,I don't wanna work there anymore. I have too many hours and so little pay.,2.389,0.906,-0.019,0.970,-0.239,-0.799,-0.440,1.841250,0.240255,0.420690,0.774595,0.101073,56.676638,1.092240,0.000000,23.843279,0.459494
test.enc.prompt.txt::00254,test.enc.prompt.txt::00254,I've got what,0.0,content_diversity,I can only hope fixes this.,they told me should work.,looks like fits in the spot.,normally helps in this situation.,has often been used for these problems.,3.000,0.707,-0.007,0.986,-0.210,-0.590,-0.423,13.989375,0.652727,0.340873,4.768596,0.222497,26.598084,0.710684,0.000000,9.066561,0.242253
test.enc.prompt.txt::00288,test.enc.prompt.txt::00288,It's possible I,0.0,content_diversity,misunderstood your question.,didn't follow your train of thought.,didn't understand what we were discussing.,couldn't understand what you were saying.,failed to keep up with the conversation and got lost.,2.556,0.437,-0.022,0.960,-0.289,-0.766,-0.656,2.386875,0.090372,0.600664,1.433709,0.054283,37.725497,0.488248,0.000000,22.660339,0.293273
test.enc.prompt.txt::00273,test.enc.prompt.txt::00273,Look...we're all tired.,1.0,content_diversity,let's rest.,let's find a place to relax.,let's go on a vacation.,let's keep working and finish this.,let's stop working now.,3.278,0.671,-0.056,0.948,-0.531,-0.915,-0.334,15.080469,0.548245,0.382415,5.767003,0.209657,30.818356,1.012819,0.000000,11.785414,0.387318
test.enc.prompt.txt::00278,test.enc.prompt.txt::00278,They think I'm,1.0,content_diversity,a waste of time.,going to be the next big thing.,"introverted, but I'm really just quiet.",not worthy of a promotion.,most likely to get the job done.,4.312,0.609,-0.015,0.972,-0.237,-0.655,-0.223,0.095625,-0.172717,0.510622,0.048828,-0.088193,44.654907,0.839938,0.000000,22.801764,0.428891
test.enc.prompt.txt::00255,test.enc.prompt.txt::00255,I think about,0.0,content_diversity,how I've never really enjoyed them.,what I would have looked for if I had more time.,how none of them seem to meet expectations.,the dissappointment I feel when shopping for them.,everyone I've ever found has a problem with it.,4.056,0.864,-0.020,0.967,-0.229,-0.730,-0.333,0.299687,0.022288,0.442418,0.132587,0.009861,67.738311,1.106259,0.000000,29.968639,0.489429
test.enc.prompt.txt::00329,test.enc.prompt.txt::00329,Lillian was here.,1.0,content_diversity,I found her condescending attitude quite annoying.,Her pleasing scent filled the room.,I could never mistake her playful laugh which sent my heart aflutter.,Her arrival meant I could finally clock out and go home.,I might have gotten caught cheating on her unless I got out quickly.,4.500,0.667,-0.029,0.959,-0.199,-0.688,-0.224,14.192500,0.292402,0.478904,6.796845,0.140032,75.892110,0.488134,0.000000,36.345034,0.233769
test.enc.prompt.txt::00295,test.enc.prompt.txt::00295,Chub says you're,0.0,content_diversity,in a people class by yourself in the brain catagory,"a soul that he has not experienced before, you must be a very old soul and extremely intelligent","going to do very well in school, work hard for those good grades",going to get scholarships to go to college because of your mental capacity,"not only a very beautiful human being, but very bright as well",3.167,0.707,-0.027,0.948,-0.065,-0.623,-0.262,31.486875,0.372480,0.452858,14.259073,0.168680,86.617960,1.540531,0.000000,39.225609,0.697641
test.enc.prompt.txt::00249,test.enc.prompt.txt::00249,"I'm sorry, let",0.0,content_diversity,me help somehow.,me fix this.,me compensate you.,it bring us closer as I seek to remedy this.,yourself be rewarded by me,3.000,0.707,-0.039,0.967,-0.366,-0.738,-0.562,7.286719,0.246237,0.362793,2.643572,0.089333,98.395099,1.262113,0.000000,35.697079,0.457886
test.enc.prompt.txt::00325,test.enc.prompt.txt::00325__row133,"Wade, I got",1.0,content_diversity,the test results.,"to tell ya, I like your style.",five more if you want one.,to the last level in the game.,a big problem with your attitude.,4.611,0.657,-0.013,0.972,-0.180,-0.604,-0.100,5.123125,0.260471,0.473882,2.427757,0.123433,37.971405,1.292906,0.000000,17.993969,0.612685
test.enc.prompt.txt::00325,test.enc.prompt.txt::00325__row134,"Wade, I got",0.0,content_diversity,a few left from the last batch,some more in the back.,to order several more to keep up with the demand.,caught up with production and can send you a few.,"nothing left man, sorry.",3.778,0.533,-0.028,0.937,-0.199,-0.689,-0.216,28.751875,0.489691,0.393966,11.327263,0.192922,63.804981,1.371204,0.000000,25.136997,0.540208
test.enc.prompt.txt::00286,test.enc.prompt.txt::00286,Skipper - could,0.0,content_diversity,we head in that direction?,we head there?,we sail there?,we sail in that direction?,you take us in that direction?,1.889,0.737,-0.142,0.787,-0.575,-0.914,-0.693,16.677871,1.086118,0.352323,5.876006,0.382665,29.365590,1.028479,0.000000,10.346187,0.362357
test.enc.prompt.txt::00276,test.enc.prompt.txt::00276__row136,My dad's got,1.0,content_diversity,a lot of land,prostate cancer,a high school reunion coming up.,a couple of short haired terriors.,a problem with alcohol.,4.889,0.208,-0.029,0.964,-0.194,-0.600,-0.054,9.965000,0.229637,0.470559,4.689119,0.108058,84.258100,1.805313,0.000000,39.648395,0.849506
test.enc.prompt.txt::00276,test.enc.prompt.txt::00276__row137,My dad's got,0.0,content_diversity,a dog kennel,penchant for training dogs.,a phobia of cats.,a farm with all kinds of animals.,really smart labradors.,3.500,0.624,-0.018,0.971,-0.305,-0.730,-0.281,-1.075312,0.088356,0.378431,-0.406932,0.033437,48.288071,1.552064,0.000000,18.273717,0.587349
test.enc.prompt.txt::00310,test.enc.prompt.txt::00310,You can't have,0.0,content_diversity,things just how you want them always.,me constantly do it your way.,what you want how you want it every time.,me giving in to your wishes every day.,the world cater to your every whim forever.,2.722,0.916,-0.047,0.905,-0.293,-0.790,-0.690,10.390625,0.350622,0.443003,4.603081,0.155327,18.204906,0.932450,0.000000,8.064833,0.413078
test.enc.prompt.txt::00253,test.enc.prompt.txt::00253,"September 4th, 1993.",0.0,content_diversity,The day we left Earth.,"Finally, the day we take off.",Launch day is finally upon us.,"After all the preparations, we are ready for launch.","All of our training has lead us to this moment, the true beginning of our mission.",2.389,0.774,-0.032,0.946,-0.291,-0.883,-0.406,11.904375,0.765847,0.428600,5.102213,0.328242,76.780187,0.726463,0.000000,32.907975,0.311362
test.enc.prompt.txt::01793,test.enc.prompt.txt::01793,Without hope there's,0.0,content_diversity,no joy.,no pleasure.,no cheerfulness.,no aspirations.,no merriment.,2.143,0.515,-0.100,0.320,-0.603,-0.815,-0.749,-2.178555,-0.397232,0.373577,-0.813858,-0.148397,24.054792,0.980079,0.000000,8.986321,0.366135
test.enc.prompt.txt::01795,test.enc.prompt.txt::01795,I'm not married.,1.0,content_diversity,I used to be but it didn't work out.,"But even if I were, it wouldn't stop me.",Why do you ask?,I sure would like to be though.,Are you asking?,3.929,0.623,-0.023,0.955,-0.056,-0.643,-0.312,-1.212500,-0.086392,0.470747,-0.570781,-0.040669,34.374917,1.333884,0.000000,16.181900,0.627922
test.enc.prompt.txt::01797,test.enc.prompt.txt::01797,"Jani, there's something",1.0,content_diversity,I need to tell you.,on your nose.,about you that I love.,going on in town today that I think you will like.,else that you do not know.,4.500,0.577,-0.044,0.939,-0.202,-0.704,-0.227,-0.603281,-0.114425,0.547222,-0.330129,-0.062616,51.710287,1.603646,0.000000,28.297016,0.877551
test.enc.prompt.txt::01811,test.enc.prompt.txt::01811,That Greek guy,0.0,content_diversity,is really good looking.,looks very attractive.,has very nice looks.,is stunningly handsome.,happens to have looks that are appealing.,1.750,0.382,-0.025,0.962,-0.533,-0.884,-0.839,-10.340312,-0.023559,0.469006,-4.849668,-0.011049,62.886313,0.873833,0.000000,29.494056,0.409833
test.enc.prompt.txt::01816,test.enc.prompt.txt::01816,Why four? And,0.0,content_diversity,"while we're at it, why do they all have to be blue?","while we're at it, have they all to be yellow?","while we're at it, why do they all have to be green?","while we're at it,  do they all have to be purple?","while we're at it, why do they all have to be brown?",2.389,0.994,-0.585,0.432,-0.807,-0.956,-0.417,44.393281,0.887542,0.487276,21.631801,0.432478,51.469491,1.121974,0.000000,25.079872,0.546712
test.enc.prompt.txt::01823,test.enc.prompt.txt::01823,We'd know. There,1.0,content_diversity,would be tell tale signs.,would be news about it on the TV by now.,is know way this thing would move without making a racket otherwise.,"isn't anything we can do, I am so sorry.",would be a large ring around the outer edge telling us so.,4.375,0.415,-0.034,0.957,-0.118,-0.637,-0.179,14.840313,0.220219,0.473262,7.023363,0.104221,88.993697,0.771914,0.000000,42.117375,0.365318
test.enc.prompt.txt::01824,test.enc.prompt.txt::01824,Thanks for the,0.0,content_diversity,"recognition, folks. It means so much to me.",good cheer and support. It's everything to me.,"strong show of appreciation, gang. It warms my heart.","standing ovation, ladies and gentlemen. This day has been one-pf-a-kind.","acknowledgement, everyone. It's been so long.",2.750,0.559,-0.021,0.960,-0.246,-0.749,-0.456,36.522187,0.628688,0.430092,15.707885,0.270394,117.249660,1.259698,0.000000,50.428092,0.541786
test.enc.prompt.txt::01829,test.enc.prompt.txt::01829,Well... now what?,0.0,content_diversity,anyone know what this means,do you know? i dont understand,what does it mean?,whats the meaning?,i wish i understood,2.056,0.643,-0.011,0.973,-0.101,-0.759,-0.479,23.470781,1.072748,0.396398,9.303781,0.425236,23.608781,0.916425,0.000000,9.358484,0.363270
test.enc.prompt.txt::01833,test.enc.prompt.txt::01833,You won't consider,0.0,content_diversity,my feelings even for a moment? I guess not.,"things from my perspective at all? Nope, you never do.","the way this might affect me though, huh? Will you?",the impact of this on other people? Even other people -- like me?,"what I could be going through, will you? You wouldn't dream of it.",2.778,1.003,-0.010,0.975,-0.099,-0.764,-0.397,29.881562,0.620794,0.447978,13.386270,0.278102,56.531841,0.737679,0.000000,25.324998,0.330464
