sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion,metric_icl_E_rate_qwen25_completion,metric_icl_C_qwen25_completion,metric_icl_D_qwen25_completion,metric_icl_D_rate_qwen25_completion,metric_icl_E_qwen25_completion_std,metric_icl_E_rate_qwen25_completion_std,metric_icl_C_qwen25_completion_std,metric_icl_D_qwen25_completion_std,metric_icl_D_rate_qwen25_completion_std
test.sa-sb.sa-b::00825,It any business you have to keep track of your resources. I was helping a friend inventory his business. He could name every part number in his inventory from memory. I asked him to give me a list of his employees.,0.0,content_diversity,He had to look up their names because he did not have any personal relationships with them.,He forget many of the names.,The names did not come easily to him.,He had to read his files to find their names.,He had to look up his employees information.,-0.095,0.851,-0.350,-0.837,-0.364,6.413750,0.307623,0.600935,3.854246,0.184862,48.506899,0.896950,0.000000,29.149486,0.539009
test.sa-sb.sa-b::00794,"My cat woke me up this morning. She jumped on my bed and started meowing in my face. I did not want to get up, but she wouldn't go away. Finally, I pulled off the covers and followed her to her food bowl.",1.0,content_diversity,She already had food in her bowl!,The cat was happy and I was tired.,I tripped on the cat and broke my ankle.,I need to buy an automated feeder for her.,It's a good thing I really love my cat.,-0.026,0.957,-0.225,-0.628,-0.136,5.402500,0.116915,0.567568,3.066285,0.066357,30.562178,0.532884,0.000000,17.346108,0.302448
test.sa-sb.sa-b::00794,"My cat woke me up this morning. She jumped on my bed and started meowing in my face. I did not want to get up, but she wouldn't go away. Finally, I pulled off the covers and followed her to her food bowl.",0.0,content_diversity,The cat fooled me. She still had food from last night.,The cat didn't even need more food!,"I should learn not to fall for that, she always has food available.",I was mad to see that she didn't even need food.,"She still had some food, but I topped off the bowl.",-0.047,0.917,-0.302,-0.873,-0.373,30.457188,0.540107,0.480304,14.628710,0.259416,48.829348,0.315116,0.000000,23.452933,0.151352
test.sa-sb.sa-b::00795,"Renny had a favorite cup he used every day. One day she told her son to put it in the sink for her. Her son grabbed the cup and walked towards the sink. On his way there, he tripped on a toy that was left on the ground.",1.0,content_diversity,he fell,the cup broke,he was able to save the cup,he was in pain,he broke his arm,-0.061,0.903,-0.355,-0.731,-0.327,7.565859,0.261650,0.659374,4.988728,0.172525,28.357103,1.285478,0.000000,18.697926,0.847610
test.sa-sb.sa-b::00795,"Renny had a favorite cup he used every day. One day she told her son to put it in the sink for her. Her son grabbed the cup and walked towards the sink. On his way there, he tripped on a toy that was left on the ground.",0.0,content_diversity,he was on the floor,he falls down,he landed on his butt,he lost his balance,he landed headfirst on the ground,-0.077,0.900,-0.369,-0.725,-0.532,-0.735469,0.184912,0.630407,-0.463645,0.116570,19.114317,1.279674,0.000000,12.049798,0.806715
test.sa-sb.sa-b::00796,Sam's girlfriend was a hoarder. He kept trying to get her to get rid of stuff. ONe day there was a fire. All her stuff burned up fast.,1.0,content_diversity,she was so sad,he was glad,he felt bad for her,most of them were junks,they were not worth much,-0.015,0.973,-0.254,-0.627,-0.319,0.693828,0.137799,0.578657,0.401489,0.079738,32.639726,0.863291,0.000000,18.887219,0.499550
test.sa-sb.sa-b::00796,Sam's girlfriend was a hoarder. He kept trying to get her to get rid of stuff. ONe day there was a fire. All her stuff burned up fast.,0.0,content_diversity,she was grieved stricken,she was upset,she was in agony,she was depressed,she was in so much sorrow,-0.193,0.823,-0.556,-0.716,-0.739,5.361719,0.528984,0.477663,2.561097,0.252676,42.150204,1.323221,0.000000,20.133608,0.632054
test.sa-sb.sa-b::00831,There is a man selling puppies. I asked my mom if we could get one. She talked to my dad and they decided we could. We are going tomorrow to pick one out.,1.0,content_diversity,I cannot wait for tommorow.,I wish they would let me pick 2 puppies instead.,I'll spend the night reading about how to take care of dogs.,I hope our cat doesn't get jealous.,My parents must have recognized my need for companionship.,-0.012,0.986,-0.206,-0.663,-0.129,7.905000,0.154618,0.508530,4.019928,0.078628,37.632846,1.061760,0.000000,19.137423,0.539937
test.sa-sb.sa-b::00831,There is a man selling puppies. I asked my mom if we could get one. She talked to my dad and they decided we could. We are going tomorrow to pick one out.,0.0,content_diversity,I will spend tonight researching dog care.,I will read up on dog care tonight.,I'm going to read up on dog care tonight.,I'll research how to properly take care of dogs tonight.,I will make sure I'm prepared by reading about dog care tonight.,-0.159,0.802,-0.699,-0.980,-0.846,26.808516,0.694229,0.468771,12.567042,0.325434,52.492649,0.543805,0.000000,24.607007,0.254920
test.sa-sb.sa-b::00828,The man stole a watch from his friend. He wore the watch out on the town. His friend recognized the watch. He asked to have it back.,1.0,content_diversity,the man gives it back,the man refuse to give it back,the police arrest the thief who refuse to return the watch,he was caught red handed,they got into a fight,-0.040,0.924,-0.290,-0.662,-0.147,18.869922,0.317061,0.637741,12.034113,0.202203,47.227478,0.605995,0.000000,30.118875,0.386468
test.sa-sb.sa-b::00828,The man stole a watch from his friend. He wore the watch out on the town. His friend recognized the watch. He asked to have it back.,0.0,content_diversity,the man return the watch,the man gives back the watch,the man comply,the man return the item to its rigthful owner,the thief gives back the watch,-0.212,0.744,-0.467,-0.819,-0.558,22.208906,0.974273,0.506596,11.250952,0.493563,80.548806,2.113379,0.000000,40.805735,1.070630
test.sa-sb.sa-b::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,1.0,content_diversity,He went to the restaurant once a week after that.,Karl decided to plan a trip to India.,Karl took an Indian cooking class so he could make it at home.,Later than night he got really sick from food poisoning and never ate there again.,"When the restaurant closed down, Karl was sad.",-0.020,0.966,-0.265,-0.735,-0.240,13.778750,0.175880,0.652505,8.990708,0.114763,86.341517,0.687469,0.000000,56.338304,0.448578
test.sa-sb.sa-b::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,0.0,content_diversity,Karl learned to cook Indian food himself.,Karl studied Indian cooking and cooked at home.,Karl signed up for a class that taught methods of Indian cooking.,Karl and a friend took an Indian cooking class together.,Karl liked it so much that he studied Indian cooking techniques.,-0.083,0.909,-0.506,-0.978,-0.768,15.754062,0.291558,0.614331,9.678215,0.179113,37.404428,0.321717,0.000000,22.978713,0.197641
test.sa-sb.sa-b::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,1.0,content_diversity,she was hungry after,the date did not go well,she soon collapse of hunger,she tried to make a good impression,she was never able to enjoy the food,-0.034,0.952,-0.215,-0.711,-0.319,8.481250,0.400310,0.591178,5.013926,0.236654,49.344973,1.617416,0.000000,29.171648,0.956180
test.sa-sb.sa-b::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,0.0,content_diversity,she was so hungry,she was starving,"afterward, her hunger pain her",her stomach is growling,she feel the pain of starvation,-0.039,0.934,-0.300,-0.901,-0.702,7.453828,0.372833,0.550047,4.099956,0.205076,57.635059,1.495926,0.000000,31.701995,0.822830
test.sa-sb.sa-b::00810,Shawn needs a new look for school. After school he dyes his hair. The next day at school everyone laughs at him. Shawn tries to wear a ball cap over his hair.,1.0,content_diversity,But bad hair can't be hidden,Everyone but his friends is laughing,His friends are comforting him,He is just ignoring them,Next day he got a cap which helped,-0.007,0.987,-0.151,-0.584,-0.165,-2.885781,-0.028170,0.504539,-1.455988,-0.014213,42.222733,1.330876,0.000000,21.303003,0.671478
test.sa-sb.sa-b::00810,Shawn needs a new look for school. After school he dyes his hair. The next day at school everyone laughs at him. Shawn tries to wear a ball cap over his hair.,0.0,content_diversity,He can't hide bad hair,Ruined hair can still be seen,He can't hide his ruined hair,Everyone can still see his hair,His bad hair can not be hidden,-0.094,0.863,-0.361,-0.951,-0.708,29.597656,1.062013,0.499628,14.787830,0.530612,15.329202,0.532553,0.000000,7.658905,0.266079
test.sa-sb.sa-b::00797,My first taste of champagne was unique. I had bought a bottle of pink alcohol. It was very fruity and delicious. I loved how bubbly it was.,1.0,content_diversity,I like champagne after,it became one of my favs,I love caviar with it,I did not realize I like sweet wine so much,I was fascinated by the bubble,-0.038,0.954,-0.182,-0.694,-0.308,10.584062,0.552531,0.491270,5.199638,0.271442,47.055170,0.826769,0.000000,23.116816,0.406167
test.sa-sb.sa-b::00797,My first taste of champagne was unique. I had bought a bottle of pink alcohol. It was very fruity and delicious. I loved how bubbly it was.,0.0,content_diversity,it is now one of my favorite drink,it is in my favorite list of drink now,it is on my top list now,it is one of my stable now,it is in my list of things I like now,-0.186,0.795,-0.514,-0.847,-0.529,26.013906,0.965009,0.445096,11.578689,0.429522,27.787356,1.235598,0.000000,12.368045,0.549960
test.sa-sb.sa-b::00851,Ken was a cook. Ken was given an order for a medium rare steak. Ken cooked up the steak nice and rare. He went to serve it to the customers.,1.0,content_diversity,it was so delicious,the customers enjoy their meals,then many more steak orders came in,he was proud of his steaks,the customer compliment the chefs after,-0.010,0.979,-0.197,-0.770,-0.412,3.899531,0.218075,0.569226,2.219715,0.124134,57.220524,0.990903,0.000000,32.571417,0.564048
test.sa-sb.sa-b::00851,Ken was a cook. Ken was given an order for a medium rare steak. Ken cooked up the steak nice and rare. He went to serve it to the customers.,0.0,content_diversity,it was tasty,the steak was so decadent,the steak was mouth watering,it was so yummy,the stead taste so good,-0.094,0.854,-0.390,-0.734,-0.552,-0.099062,0.024792,0.482989,-0.047846,0.011974,59.274089,2.247614,0.000000,28.628744,1.085573
test.sa-sb.sa-b::00870,"When Steven was 7, he wanted to learn how to swim. He took lessons once a week for a few months. He realized he loved swimming so he joined a swim team. He constantly improved his skills over the years.",1.0,content_diversity,He became an Olympic champion.,Steven won many medals for his swimming prowess.,Steven became a famous swimming coach.,Steven was offered an opportunity to compete in the Olympics.,Steven suffered an injury during a swim meet.,-0.033,0.957,-0.489,-0.917,-0.538,5.658125,0.132134,0.655283,3.707674,0.086585,30.166163,0.433740,0.000000,19.767378,0.284223
test.sa-sb.sa-b::00870,"When Steven was 7, he wanted to learn how to swim. He took lessons once a week for a few months. He realized he loved swimming so he joined a swim team. He constantly improved his skills over the years.",0.0,content_diversity,Seven year old Steven was set to become a future Olympic champion.,"In the future, Steven became an Olympic champion.",Steven competed in the Olympics and won the gold.,Steven became a gold-winning Olympic athlete.,Steven was a future Olympic athlete.,-0.087,0.882,-0.526,-0.984,-0.852,28.350000,0.565945,0.607452,17.221260,0.343784,35.185457,0.478348,0.000000,21.373470,0.290573
test.sa-sb.sa-b::00830,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,1.0,content_diversity,He called all his friends to tell them.,He was so happy he cried.,He realized he didn't really like acting very much so he quit.,His family was so proud they threw him a party.,His friend was jealous and they drifted apart.,-0.033,0.949,-0.280,-0.707,-0.263,4.183594,0.026687,0.627566,2.625482,0.016748,47.173766,0.648051,0.000000,29.604658,0.406695
test.sa-sb.sa-b::00830,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,0.0,content_diversity,He went home and told everyone he knew.,He was so excited that he called a ton of people to tell them.,He had to let everyone know asap.,Ben was super excited to share the news.,Ben had a great evening letting everyone know.,-0.040,0.937,-0.385,-0.799,-0.571,9.742500,0.324729,0.545049,5.310144,0.176993,36.485594,0.760353,0.000000,19.886452,0.414430
test.sa-sb.sa-b::00840,I was walking down by the tracks the other day. There were a lot of pretty trees down by the tracks. I saw a few trains roll by. I had a great time outdoors that day.,1.0,content_diversity,I decided to walk by the tracks more often.,I felt peaceful.,The area was a great place to relax.,The scenery was worth the exercise.,I will make this walk a routine.,-0.027,0.952,-0.386,-0.706,-0.328,8.021875,0.212009,0.537109,4.308621,0.113872,23.390457,1.442930,0.000000,12.563223,0.775011
test.sa-sb.sa-b::00840,I was walking down by the tracks the other day. There were a lot of pretty trees down by the tracks. I saw a few trains roll by. I had a great time outdoors that day.,0.0,content_diversity,I want to walk around this area again.,"I will walk by the tracks this weekend, when the weather is nice.","The walk was so pleasant, I decided to do it again soon.",I am going to walk this path tomorrow.,This walk will become one of my new favorites.,-0.051,0.940,-0.392,-0.925,-0.559,29.592812,0.582203,0.566570,16.766389,0.329859,24.748347,0.342166,0.000000,14.021662,0.193861
test.sa-sb.sa-b::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",1.0,content_diversity,he made a new friend,she was attractive,she was his first friend that semester,they hit it off,they became good friends after,-0.022,0.956,-0.276,-0.704,-0.526,10.499219,0.386158,0.617585,6.484163,0.238486,23.055128,0.552541,0.000000,14.238509,0.341241
test.sa-sb.sa-b::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,she was pretty,she was good looking,he thinks she is very beautiful,he finds her look mesmerizing,he was drawn to her,-0.053,0.928,-0.358,-0.711,-0.695,19.031641,0.612216,0.548327,10.435563,0.335694,38.118292,0.938287,0.000000,20.901290,0.514488
test.sa-sb.sa-b::00885,Kate and her friends were sharing a suite in Vegas. There were four girls. And only one bed. Kate didn't feel like fighting.,1.0,content_diversity,kate took the couch,they all slept together,she got her own suite,she decides to sleep on the floor,she make up her mind to not go on trip with these people again,-0.018,0.965,-0.268,-0.690,-0.194,-27.332656,-0.222343,0.610317,-16.681577,-0.135700,130.942946,1.381341,0.000000,79.916668,0.843055
test.sa-sb.sa-b::00885,Kate and her friends were sharing a suite in Vegas. There were four girls. And only one bed. Kate didn't feel like fighting.,0.0,content_diversity,kate choose the couch,kate went to the couch instead,kate slept on the couch,she decides the couch is her new place,she is happy with the couch,-0.133,0.884,-0.411,-0.927,-0.564,20.987734,0.680645,0.500515,10.504681,0.340673,33.473478,0.646440,0.000000,16.753986,0.323553
test.sa-sb.sa-b::00854,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,1.0,content_diversity,he had to pay for the damages,he was also hurt,he was distraught,he apologize to the store owner,the store owner was not happy with the outcome,-0.077,0.889,-0.300,-0.682,-0.368,0.693594,0.356386,0.604583,0.419335,0.215465,26.385789,1.464453,0.000000,15.952405,0.885384
test.sa-sb.sa-b::00854,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,0.0,content_diversity,he was cut,he got cut,he got damages all over his body,glass shards inflict wound on him,he was badly wounded,-0.061,0.926,-0.346,-0.739,-0.412,23.375859,1.033339,0.385324,9.007281,0.398170,62.078094,0.995920,0.000000,23.920183,0.383752
test.sa-sb.sa-b::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,We looked forward to the rest of the series.,This series would be discontinued.,The book was a fun way for us to connect.,I performed the characters using different voices to entertain her.,This would become her favorite book.,-0.025,0.955,-0.301,-0.699,-0.233,21.310312,0.442990,0.541619,11.542074,0.239932,62.771430,0.606833,0.000000,33.998210,0.328672
test.sa-sb.sa-b::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,0.0,content_diversity,"The future of this series was bleak, it would be discontinued.",The book was the first and last of the series.,The book series was discontinued soon after.,We did not know that the series would be discontinued in the future.,The book series would not last long.,-0.103,0.856,-0.407,-0.915,-0.508,31.326875,0.566096,0.525857,16.473468,0.297686,55.240316,0.684587,0.000000,29.048528,0.359995
test.sa-sb.sa-b::00799,I was walking with my foreign language exchange partner. We exchanged a few words. She made a small grammar mistake in her speech. I politely corrected her.,1.0,content_diversity,she said thank you,we continue practicing,she decided we should get ice cream,we had lots of fun,she teach me some foreign language too,-0.023,0.969,-0.172,-0.646,-0.164,3.863594,0.284095,0.540065,2.086590,0.153430,55.687658,0.700442,0.000000,30.074936,0.378284
test.sa-sb.sa-b::00799,I was walking with my foreign language exchange partner. We exchanged a few words. She made a small grammar mistake in her speech. I politely corrected her.,0.0,content_diversity,she thanks me,she appreciate it,she express her appreciation,she uses the work thank you,she express her gratitude,-0.086,0.893,-0.346,-0.848,-0.766,20.700547,0.862165,0.497275,10.293857,0.428733,53.131322,1.854615,0.000000,26.420860,0.922253
test.sa-sb.sa-b::00824,Sherrie wanted to go to the beach. She did not own a car. Sop she called a friend to ask if they wanted to go. The friend agreed to drive her to the beach.,1.0,content_diversity,they had a great time,she thanks her friend,she was glad to go,they invite some more friends to make it into a party,she was estatic,-0.036,0.948,-0.271,-0.628,-0.395,4.374766,-0.018694,0.551040,2.410670,-0.010301,74.214505,1.915407,0.000000,40.895141,1.055466
test.sa-sb.sa-b::00824,Sherrie wanted to go to the beach. She did not own a car. Sop she called a friend to ask if they wanted to go. The friend agreed to drive her to the beach.,0.0,content_diversity,she told her friends thank you,she said thank,she express appreciation for her friends,she express gratitude to her friends,she hug her friends and thank her,-0.122,0.865,-0.470,-0.943,-0.778,17.393828,0.527567,0.508509,8.844921,0.268273,39.954632,1.080293,0.000000,20.317296,0.549339
test.sa-sb.sa-b::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,1.0,content_diversity,the dog was missing a leg,the dog was hurt,the dog was a new breed,the dog has a tag,the dog can not see,-0.182,0.826,-0.443,-0.817,-0.415,4.427969,0.207561,0.533745,2.363407,0.110785,26.477643,1.532587,0.000000,14.132312,0.818011
test.sa-sb.sa-b::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,0.0,content_diversity,the dog has been hurt,the dog is in pain,the dog had injury,the dog is injured,the dog has wound on it,-0.171,0.825,-0.642,-0.974,-0.799,14.633828,0.844229,0.482872,7.066271,0.407655,24.298805,0.943444,0.000000,11.733220,0.455563
test.sa-sb.sa-b::00855,I bought a dvd with the Simpson's characters. Inside the box was a set of figurines. All the family members of the show were present. I took them all out and put them in a display case.,1.0,content_diversity,I noticed that one figure was broken,They seemed very shiny,I sorted them by height,I put them in a special case,I finally filled my collection,-0.024,0.971,-0.224,-0.706,-0.336,-1.836094,0.082138,0.572437,-1.051049,0.047019,33.495537,1.078160,0.000000,19.174101,0.617179
test.sa-sb.sa-b::00855,I bought a dvd with the Simpson's characters. Inside the box was a set of figurines. All the family members of the show were present. I took them all out and put them in a display case.,0.0,content_diversity,I noticed that one of the figures was broken,I saw that Bart's figure was broken,I saw that Homer's figure was scratched,I have noticed that Maggie's figure was damaged,I noticed that one of the figures had a really big scratch,-0.164,0.748,-0.645,-0.892,-0.562,33.194844,0.884028,0.597817,19.844456,0.528487,50.456527,0.795220,0.000000,30.163791,0.475396
test.sa-sb.sa-b::00877,The man ate some bread. The bread tasted weird. He looked at the bread. It was visibly moldy.,1.0,content_diversity,He kept eating despite this.,He threw the bread in the trash.,He donated it to a local charity organization.,He stopped eating the bread.,He contacted the store about the bread about a refund as it was a recent purchase.,-0.064,0.916,-0.370,-0.765,-0.209,-28.170313,-0.255952,0.621577,-17.510014,-0.159094,153.112883,1.456223,0.000000,95.171421,0.905155
test.sa-sb.sa-b::00877,The man ate some bread. The bread tasted weird. He looked at the bread. It was visibly moldy.,0.0,content_diversity,He threw the bread away.,He threw the bread in the trash can.,He put the bread in the trash.,He disposed of the bread by throwing it in the trash can.,He threw the bread in the garbage.,-0.354,0.617,-0.798,-0.985,-0.831,0.819922,-0.030577,0.789670,0.647468,-0.024146,28.486653,0.306323,0.000000,22.495067,0.241894
test.sa-sb.sa-b::00808,"For Haun, snacks are important for watching movies. He gets the same snacks every time he's at the cinema. Haun orders lemonade, popcorn, and gummy bears. Today he also got a hot dog.",1.0,content_diversity,they were delicious,he stuffed himself in the movie,"after eating, he fell asleep in the movie","the movie was boring, but the food was good",he spill his food,-0.051,0.899,-0.250,-0.744,-0.265,18.742031,0.191165,0.452813,8.486629,0.086562,40.041046,2.737992,0.000000,18.131092,1.239797
test.sa-sb.sa-b::00808,"For Haun, snacks are important for watching movies. He gets the same snacks every time he's at the cinema. Haun orders lemonade, popcorn, and gummy bears. Today he also got a hot dog.",0.0,content_diversity,he let his food fall in the movie,he made a mess inside the theater,the food spills all over,the food he ate created a mess,he was sloppy with his eating habit,-0.060,0.922,-0.323,-0.770,-0.448,22.364219,0.847215,0.389960,8.721151,0.330380,21.096375,0.405112,0.000000,8.226743,0.157978
test.sa-sb.sa-b::00852,"Xander has a crush on Sadie. He puts notes in her locker every day. Sadie writes notes back. Today, Xander is going to tell her he likes her.",1.0,content_diversity,he was so nervous,she told him she is a lesbian,she said she likes him back,she was not in school,he bought a gift,-0.037,0.938,-0.270,-0.616,-0.111,8.450938,0.156861,0.521614,4.408128,0.081821,10.843556,0.832326,0.000000,5.656151,0.434153
test.sa-sb.sa-b::00852,"Xander has a crush on Sadie. He puts notes in her locker every day. Sadie writes notes back. Today, Xander is going to tell her he likes her.",0.0,content_diversity,she also likes him,she told him she likes him as well,she said she had feelings for him,she express her fondness for him,she also has feeling for him,-0.128,0.872,-0.485,-0.883,-0.741,20.782109,0.678074,0.534721,11.112640,0.362581,34.438088,0.866867,0.000000,18.414784,0.463533
test.sa-sb.sa-b::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,1.0,content_diversity,"The principal tried to end the fight, but was hit in the face with a slice of pizza.","Ben and the kid start rolling around, punching each other.",Some students ran out of the room screaming.,The fight went on for the rest of lunch.,Ben slipped on some of the food.,-0.048,0.953,-0.283,-0.668,-0.231,1.367812,-0.039738,0.611519,0.836443,-0.024301,58.844792,0.862147,0.000000,35.984695,0.527219
test.sa-sb.sa-b::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,0.0,content_diversity,The principal was hit with a slice of pizza.,The principal could not stop the food fight before he was hit in the face with pizza.,"Someone threw a slice of pizza at the principal, hitting him in the face.",Pizza flew across the room and hit the principal in the face.,"The principal tried to stop the food fight, but was hit with a hot slice of pizza.",-0.146,0.814,-0.518,-0.976,-0.781,34.051094,0.535458,0.599939,20.428580,0.321242,47.810127,0.332383,0.000000,28.683161,0.199410
test.sa-sb.sa-b::00875,"Bob left his bedroom and a familiar smell greeted him. He walked down the hallway, following the scent. The smell was coming from the kitchen. Grandma had just pulled a hot tray out of the stove.",1.0,content_diversity,it was lasagna night,it was a plate of steak,it was whole chicken roasted,he help his grandma,he prepare the dinner table,-0.044,0.937,-0.156,-0.643,-0.248,11.721250,0.516874,0.462017,5.415421,0.238805,15.219074,0.786624,0.000000,7.031476,0.363434
test.sa-sb.sa-b::00875,"Bob left his bedroom and a familiar smell greeted him. He walked down the hallway, following the scent. The smell was coming from the kitchen. Grandma had just pulled a hot tray out of the stove.",0.0,content_diversity,he set the dinner table,he prepare the table,he prep the dining table,he set up utentsils,he set up the dinning table,-0.135,0.846,-0.576,-0.871,-0.713,34.981719,1.629995,0.310946,10.877436,0.506841,82.899021,4.602615,0.000000,25.777144,1.431166
test.sa-sb.sa-b::00791,Jane wanted to surprise her husband who was coming home from the army. She thought of what her husband would want. She bought him a new tv because she knew that he watched a lot of tv. John came home and was surprised at the new tv.,1.0,content_diversity,he really like it,he wish he could have chosen his own,the size was great,the new tv was so big,he hugs his wife,-0.029,0.954,-0.150,-0.587,-0.221,2.510625,-0.060326,0.534155,1.341062,-0.032223,38.838779,1.406640,0.000000,20.745910,0.751363
test.sa-sb.sa-b::00791,Jane wanted to surprise her husband who was coming home from the army. She thought of what her husband would want. She bought him a new tv because she knew that he watched a lot of tv. John came home and was surprised at the new tv.,0.0,content_diversity,he loves it,he likes it a lot,he loves the new tv,he really like the new tv,he thought the new tv was the greatest gift ever,-0.120,0.848,-0.508,-0.781,-0.649,4.315859,0.671985,0.582823,2.515381,0.391648,40.430466,0.660045,0.000000,23.563795,0.384689
test.sa-sb.sa-b::00880,Arni opened a restaurant with his son. He taught his son to make the best pasta in the state. They advertised all over for their grand opening. Hundreds of people ate there that day.,1.0,content_diversity,they love the pasta,the restaurant became a success,it was so tasty,they became the town's favorite,many became regulars,-0.032,0.952,-0.288,-0.686,-0.499,7.925156,0.382091,0.585442,4.639721,0.223692,17.451905,0.857839,0.000000,10.217082,0.502215
test.sa-sb.sa-b::00880,Arni opened a restaurant with his son. He taught his son to make the best pasta in the state. They advertised all over for their grand opening. Hundreds of people ate there that day.,0.0,content_diversity,they enjoy the dish,they really enjoy the pasta,they thought the pasta were so good,they love to eat those tasty pasta,they thought the pasta was sensational,-0.125,0.840,-0.437,-0.937,-0.727,11.769688,0.422666,0.532078,6.262395,0.224892,32.495469,0.873244,0.000000,17.290134,0.464634
test.sa-sb.sa-b::00811,"Our neighbors abandoned their cat. Since then, we've been taking care of her. She comes to our porch to be fed every day. I'm going to set up an appointment with the vet to get shots for her.",1.0,content_diversity,I will adopt this cat,this cat is cute,I hope it will not be hurt,I think it will be fine,this is a matter of animal loving,-0.056,0.914,-0.243,-0.682,-0.299,-0.240469,0.250524,0.515870,-0.124051,0.129238,53.706093,1.052904,0.000000,27.705367,0.543162
test.sa-sb.sa-b::00811,"Our neighbors abandoned their cat. Since then, we've been taking care of her. She comes to our porch to be fed every day. I'm going to set up an appointment with the vet to get shots for her.",0.0,content_diversity,I will take this cat as my own,I will bring this cat to the family,this cat will be my pet,I will be this cat new owner,this cat is now mine,-0.139,0.863,-0.465,-0.951,-0.674,24.357500,0.846018,0.488655,11.902423,0.413411,32.441207,0.855224,0.000000,15.852570,0.417910
test.sa-sb.sa-b::00815,Brad has graduated high school. His summer passes by so quickly. It's time for him to head off to college. He says goodbye to his old friends and family.,1.0,content_diversity,he then heads to college,he then decide to be an adult,college was fun,he has a girlfriend soon,he was studying hard in college,-0.050,0.929,-0.300,-0.649,-0.244,8.429687,0.544668,0.461368,3.889188,0.251293,37.653436,1.174352,0.000000,17.372091,0.541808
test.sa-sb.sa-b::00815,Brad has graduated high school. His summer passes by so quickly. It's time for him to head off to college. He says goodbye to his old friends and family.,0.0,content_diversity,he went to college,he became a college student,he has gone to college,he is going to be a college student,he does to his college,-0.124,0.865,-0.502,-0.960,-0.722,4.487539,0.127493,0.570800,2.561489,0.072773,43.535463,2.027915,0.000000,24.850059,1.157535
test.sa-sb.sa-b::00882,The girl sat down. Her seat was wet. It soaked her pants. The girl had to change her pants.,1.0,content_diversity,she wear a dress after,she did not like having to do so,she is very attractive,it was interesting,she now pay attention to wet seat,-0.024,0.970,-0.207,-0.621,-0.241,-6.148281,0.018266,0.477826,-2.937809,0.008728,52.327138,1.148677,0.000000,25.003271,0.548868
test.sa-sb.sa-b::00882,The girl sat down. Her seat was wet. It soaked her pants. The girl had to change her pants.,0.0,content_diversity,she is a pretty girl,she is beautiful,she is good looking,the girl is very stunning,she had a look of a sexy lady,-0.085,0.908,-0.465,-0.796,-0.856,6.373867,0.544355,0.402452,2.565177,0.219077,63.011200,1.861368,0.000000,25.358994,0.749112
test.sa-sb.sa-b::00827,Ted is visiting his doctor. At the doctor he receives news. The doctor tells Ted he has cancer. The doctor gives him 6 months to live.,1.0,content_diversity,"Luckily there was a mistake at the lab, and he did not have cancer after all.",He did his best to enjoy every minute of the time he had left with his family.,He actually lived for 2 years and was happy they were wrong.,His family was sad and they cherish his memory.,Ted cries and goes home to tell his family the news.,-0.041,0.944,-0.244,-0.676,-0.278,21.250000,0.325550,0.549010,11.666460,0.178730,34.591243,0.814806,0.000000,18.990935,0.447336
