sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion,metric_icl_E_rate_qwen25_completion,metric_icl_C_qwen25_completion,metric_icl_D_qwen25_completion,metric_icl_D_rate_qwen25_completion,metric_icl_E_qwen25_completion_std,metric_icl_E_rate_qwen25_completion_std,metric_icl_C_qwen25_completion_std,metric_icl_D_qwen25_completion_std,metric_icl_D_rate_qwen25_completion_std
test.sa-sb.sa::00740,Vintra went to the lake to fish. She has been going there since she was a little girl. She had her own secret spot. She arrived to see her girlfriend there.,1.0,content_diversity,Vintra was angry that her girlfriend intruded on her secret spot.,Vintra asked her girlfriend how she knew about her spot since she hadn't mentioned it before.,Vintra told her girlfriend to leave because this was her alone time spot.,Vintra was delighted to see her girlfriend there because she was feeling lonely.,Vintra decided to go back home because she didn't want to talk to her girlfriend.,-0.103,0.896,-0.492,-0.942,-0.588,25.403437,0.334079,0.665113,16.896160,0.222200,35.379057,0.349522,0.000000,23.531076,0.232472
test.sa-sb.sa::00740,Vintra went to the lake to fish. She has been going there since she was a little girl. She had her own secret spot. She arrived to see her girlfriend there.,0.0,content_diversity,Vintra has never told anyone about her spot so she wanted to know how her girlfriend knew about it.,Vintra demanded answers after seeing her girlfriend at her very secret spot.,Vintra wanted to know why her girlfriend was at her spot because she never told her about it.,The girlfriend was grilled about being there because Vintra only mentions her place in her journal.,Vintra asked if her girlfriend read her diary to discover the spot that she had never talked about before.,-0.115,0.882,-0.404,-0.956,-0.761,14.847188,0.208853,0.597266,8.867714,0.124741,97.491961,0.881004,0.000000,58.228591,0.526194
test.sa-sb.sa::00742,Edgar was typing the last half his novel. He had been working on it on and off for a few years. Writing a novel was bigger challenge than he had thought. Edgar was happy with how it was wrapping up.,0.0,content_diversity,Edgar has been trying to come up with plots for a different genre.,Edgar has tried not to think about another book but he's already got a few chapters in his head.,Edgar has been researching some things about his second book and is excited to get started.,Edgar wants to try something totally different next time and is writing things down about it.,Edgar has plenty of plans for his sophomore attempt but is anxious about the first one.,-0.065,0.921,-0.380,-0.964,-0.463,21.446875,0.212299,0.548173,11.756589,0.116376,66.491371,0.595942,0.000000,36.448747,0.326679
test.sa-sb.sa::00743,Donald is on a bus ride with his baseball team. They are on their way to a game an hour away. About 30 minutes into the ride the bus stops. The bus begins smoking and everyone is ordered out.,0.0,content_diversity,Suddenly there were huge flames coming out of the engine.,A giant fire erupted in the front of the bus.,The bus quickly turned into a huge bonfire.,Donald watched as the bus started burning.,The fire spread and consumed the whole bus.,-0.047,0.938,-0.467,-0.956,-0.678,20.528438,0.477334,0.565633,11.611554,0.269996,18.741304,0.240884,0.000000,10.600692,0.136252
test.sa-sb.sa::00744,Tim always loved reading and writing. He decided to try and write a book. It took him a long time. Not many people read it.,0.0,content_diversity,It was a cult classic,The few you read it were big fans,Tim develop a small loyal fan base,The book was considered an acquired taste but some liked it,"It had a polarizing reaction, people either loved or hated it",-0.022,0.967,-0.220,-0.680,-0.502,16.777031,0.684497,0.458873,7.698533,0.314097,64.697695,1.514481,0.000000,29.688049,0.694955
test.sa-sb.sa::00745,Brett got new shoes today. His old ones had a hole in them. He really does not like his new shoes. Brett wanted his old shoes back.,1.0,content_diversity,he got his old shoes back,he exchange the new pair for a new pair of his old shoes,he threw the new shoes away,he decided to try the new shoe anyway,he keeps the new shoes,-0.122,0.854,-0.432,-0.977,-0.610,11.826797,0.219784,0.622840,7.366204,0.136890,64.755868,1.050093,0.000000,40.332553,0.654040
test.sa-sb.sa::00746,The woman turned up the heater. It got up to seventy two degrees. The man was sweating. He checked the heater.,1.0,content_diversity,he turned it down,he was upset it was so hot,he turned it back to normal,he reduce it to 60,he asked why did the woman turn it up so high,-0.090,0.904,-0.263,-0.722,-0.160,-3.191641,0.181038,0.568395,-1.814111,0.102901,57.033211,2.091287,0.000000,32.417368,1.188676
test.sa-sb.sa::00747,"There was a little boy named Bryan who wanted his own pumpkin badly. He saved and saved for when the pumpkin patch would open. Bryan even did extra chores for his mother so he would have enough. Finally after weeks of saving, the pumpkin patch was open.",1.0,content_diversity,Bryan bought the largest pumpkin.,Bryan couldn't afford the pumpkin.,Bryan lost all of his money.,His mom told him he couldn't have a pumpkin.,Bryan's mom wouldn't drive him to the pumpkin patch.,-0.050,0.934,-0.412,-0.875,-0.459,9.769531,0.418502,0.624958,6.105544,0.261546,19.772393,0.504275,0.000000,12.356909,0.315151
test.sa-sb.sa::00748,"Charlie was told not to talk to strangers. However, he was thrilled to meet new people. He went to the store to talk to as many strangers as possible. He made a new friend and got in the car with the stranger.",0.0,content_diversity,The man was nice to Charlie and bought him cotton candy.,"A neighbor noticed Charlie with the man, thought it odd and alerted his family.",After going on a couple of rides together the man drove Charlie home.,They had a great time and made plans to meet up again.,By the end of the day Charlie no longer felt the man was a stranger.,-0.038,0.944,-0.311,-0.784,-0.296,19.757500,0.265543,0.623686,12.322478,0.165615,72.882007,0.790900,0.000000,45.455493,0.493274
test.sa-sb.sa::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,1.0,content_diversity,The man standing behind me told me to order a milkshake saying it would be his treat.  I loved the milkshake.,When I got my cone I realized it was better than a milkshake.  I was happy when I realized I could afford another one.,As soon as the man handed me my cone I dropped it on the floor.  The man rudely told me to clean it up.,The whole time I was eating my cone I was wishing it was a milkshake.  It was very disappointing.,The man behind the counter heard my dismay over the price and gave me a milkshake at the same price of a cone.,-0.085,0.874,-0.370,-0.926,-0.439,26.738125,0.269220,0.614595,16.433128,0.165461,46.740436,0.338741,0.000000,28.726455,0.208189
test.sa-sb.sa::00751,Tom was invited to a party. He wasn't much of a beer drinker. He got whatever he saw on sale. Everyone at the party was a bit disappointed.,1.0,content_diversity,it was not his fault though,they wanted better booze,they thought he was not being selective,they wanted him to put in more thoughts,"they were disappointed because the music was bad, not because of tom",-0.043,0.939,-0.212,-0.693,-0.243,-1.796563,0.262714,0.554844,-0.996813,0.145765,62.379399,0.505665,0.000000,34.610855,0.280566
test.sa-sb.sa::00752,Liz loved a band that was coming to town. Her parents weren't sure about letting her go. Liz did extra chores and did well in school. Eventually her parents let her go.,1.0,content_diversity,she got the tickets,she was pleased,she went to the show,the show was somehow cancelled later,her friends went with her.,-0.044,0.919,-0.295,-0.675,-0.322,0.677891,0.018256,0.607857,0.412061,0.011097,51.004973,1.177951,0.000000,31.003734,0.716026
test.sa-sb.sa::00753,Cindy wanted her own puppy very much. She asked her mother if she could have one. Her mother told her to save her money and work hard for one. Cindy finally had saved up enough money with smart budgeting.,1.0,content_diversity,Cindy told her mother she had reached her goal and her mother was so proud of her.,Cindy's mother took her out for lunch to celebrate.,Cindy made a list of all the different types of puppies she might want.,Cindy's mother told her they'll go to the store to buy a book on raising a puppy.,Cindy and her mother went to the shelter to look at the puppies who needed homes.,-0.061,0.902,-0.354,-0.884,-0.440,18.062500,0.293618,0.691425,12.488870,0.203015,54.410225,0.517547,0.000000,37.620608,0.357845
test.sa-sb.sa::00753,Cindy wanted her own puppy very much. She asked her mother if she could have one. Her mother told her to save her money and work hard for one. Cindy finally had saved up enough money with smart budgeting.,0.0,content_diversity,Cindy was really surprised to see so many different types of puppies left at the shelter.,Cindy spent hours at the animal shelter trying to decide which puppy to give a home.,Cindy's mother told her that they'll go to the shelter that day to look at puppies.,Cindy asked her mother if they could go to the shelter so she could see the puppies.,Cindy told her mother she wanted to adopt a puppy at the shelter instead of buying one.,-0.101,0.875,-0.415,-0.945,-0.702,19.171250,0.237888,0.681491,13.065040,0.162119,49.926348,0.584265,0.000000,34.024371,0.398171
test.sa-sb.sa::00755,Luther was raised up to be a christian. When Luther reached adulthood he thought different. Luther wanted to convert to another religion. Luther wanted to become Jewish.,0.0,content_diversity,"After becoming a jewish, he realised he doesn't like it","When he became a jew, he had to change and didn't like it","After becoming a jew, he had to change his beliefs which was weird to him",He realised that he doesn't like practising jewish religion,He regrets his decision because he didn't find himself in jewish religion,-0.103,0.826,-0.416,-0.916,-0.731,39.277812,0.674018,0.550095,21.606510,0.370773,62.459544,0.644991,0.000000,34.358655,0.354806
test.sa-sb.sa::00756,Jane was a vegan. She was asked to pick up bacon. She thought it would be fine to get vegan bacon. She was clearly wrong.,0.0,content_diversity,She tried one bite of the bacon and spat it out.,The bacon was so chewy she couldn't even swallow it.,She was pretty sure that was the worst thing she ever ate.,The taste of the bacon reminded her of something rotten.,She did not like the taste at all.,-0.043,0.928,-0.327,-0.806,-0.543,14.232500,0.127361,0.657379,9.356148,0.083725,30.000557,0.217405,0.000000,19.721740,0.142917
test.sa-sb.sa::00757,"Jasmine hosts a game night every Monday. Last Monday they played board games for four hours. Charlie won Monopoly, but Sue won Trivial Pursuit. At the end of the night, Jasmine gave away prizes.",1.0,content_diversity,She gave away her shoes that didn't fit anymore.,She gave away money.,She decided to give away her old phones.,She gave away gift certificates.,She awarded people with lottery tickets.,-0.113,0.882,-0.441,-0.774,-0.430,16.598437,0.564992,0.492685,8.177798,0.278363,51.984780,0.689389,0.000000,25.612113,0.339651
test.sa-sb.sa::00757,"Jasmine hosts a game night every Monday. Last Monday they played board games for four hours. Charlie won Monopoly, but Sue won Trivial Pursuit. At the end of the night, Jasmine gave away prizes.",0.0,content_diversity,She gifted the winner with her old smartphones.,"Though they was old,she gave her smartphones to the winners.",Awarding last year's phone models to the winner was still a great prize.,The phones still had some use as a prize.,No one ever turns down a prize like a smartphone.,-0.038,0.935,-0.250,-0.955,-0.590,63.675000,1.057934,0.393944,25.084371,0.416766,65.336020,0.992895,0.000000,25.738719,0.391145
test.sa-sb.sa::00759,Jake was at the bar one night. He decided to smoke but only had one cigarette left. He also had to go outside into the snow. Once outside his cigarette fell into the snow.,1.0,content_diversity,"Jake decided, then and there, to quit smoking because it just wasn't worth it.",Jake was disgusted so he went back inside the bar to buy a pack from the vending machine.,Jake decided to to call it a day and go home.,Jake went back inside to see if anyone had a cigarette he could have.,Jake told his friends he was going to quit since he didn't have any more cigarettes.,-0.057,0.922,-0.292,-0.865,-0.435,20.548750,0.448247,0.589049,12.104229,0.264040,37.277948,0.701376,0.000000,21.958554,0.413145
test.sa-sb.sa::00759,Jake was at the bar one night. He decided to smoke but only had one cigarette left. He also had to go outside into the snow. Once outside his cigarette fell into the snow.,0.0,content_diversity,"With no more cigarettes and no money, Jake said he may as well not smoke.",Jack went back into the bar and made a huge announcement about quitting smoking.,Jack was bummed out with no cigarettes and said that it was as good a time as any to stop smoking.,Jack told everyone he always wanted to quit and this night game him even more reasons.,"Jack went back into the bar, grabbed his coat to go home, telling everyone he was done with cigarettes.",-0.057,0.902,-0.281,-0.849,-0.545,51.134375,0.588778,0.502564,25.698289,0.295899,81.735534,0.897363,0.000000,41.077326,0.450982
test.sa-sb.sa::00760,Karl was getting ready for work. He didn't have enough time to make breakfast. Karl decided to just eat some cereal. He poured out the cereal before checking the milk.,1.0,content_diversity,Turns out that the milk was sour and he ruined a good bowl of cereal.,Karl looked into the fridge and realized he didn't have any milk.,Karl put the cereal back into the box because he was out of milk.,Karl remember he didn't have any milk so put the cereal back.,Karl put the cereal in a sandwich bag and just ate it like granola because he had no milk.,-0.131,0.832,-0.404,-0.945,-0.670,-12.655625,-0.066524,0.648989,-8.213363,-0.043173,78.658252,0.780649,0.000000,51.048348,0.506633
test.sa-sb.sa::00762,"In college, I heard my first opera. It was called Marriage of Figaro. The singers sang in English so we could understand the words. It was a very funny story.",1.0,content_diversity,I love this opera,I like opera ever since,I did not like other opera though,I enjoy telling other people about this story,I decide to buy the book on this opera,-0.072,0.926,-0.222,-0.837,-0.325,6.729375,0.244533,0.552947,3.720986,0.135214,50.496299,0.747991,0.000000,27.921763,0.413599
test.sa-sb.sa::00762,"In college, I heard my first opera. It was called Marriage of Figaro. The singers sang in English so we could understand the words. It was a very funny story.",0.0,content_diversity,I became an opera fan since,I have then enjoyed opera,I like going to the opera since,I have a new love affair with opera,I  love opera since,-0.096,0.904,-0.423,-0.946,-0.784,14.476719,0.274770,0.490757,7.104550,0.134845,21.769407,1.387503,0.000000,10.683488,0.680927
test.sa-sb.sa::00763,Billy is driving home from work. He is so exhausted from the work. His eyes start to close. He falls asleep behind the wheel.,1.0,content_diversity,He crashes into an oncoming semitruck.,The car comes to a dead stop in the middle of the road.,The vehicle falls into a ditch.,Police catch him and write him a ticket.,He wakes up in the middle of a field without a vehicle.,-0.045,0.905,-0.363,-0.721,-0.187,-7.956250,-0.012215,0.668611,-5.319633,-0.008167,32.771120,0.489984,0.000000,21.911119,0.327608
test.sa-sb.sa::00763,Billy is driving home from work. He is so exhausted from the work. His eyes start to close. He falls asleep behind the wheel.,0.0,content_diversity,The vehicle rolls over into a ditch.,The steering wheel veered to the right side where a ditch was located.,Another car hit Billy's car and knocked it into a ditch.,The vehicle kept going straight when the road curved.,Billy drove his car right into a ditch.,-0.083,0.899,-0.440,-0.865,-0.377,16.145938,0.158786,0.593250,9.578585,0.094200,68.103721,0.693084,0.000000,40.402564,0.411172
test.sa-sb.sa::00764,Jake went bowling one day. It was his friend's birthday. Jake decided to be nice and let his friend win. The friend was excited over beating him.,0.0,content_diversity,Over ice cream Jake's friend happily reminisced about his win.,They got ice cream cake Jake's friend blew out the candles wishing that every birthday would be so perfect.,It was the perfect end to a lovely evening.,They created some good memories that day.,Over ice cream Jake's friend began to speculate as to whether he should bowl professionally.,-0.053,0.902,-0.301,-0.753,-0.264,7.685937,0.258810,0.539060,4.143184,0.139514,118.631440,0.569619,0.000000,63.949507,0.307059
test.sa-sb.sa::00765,Jervis wanted to get a dog. He went to a pound to find a puppy. Jervis picked out a small puppy. He brought the puppy home and gave him some water to drink.,1.0,content_diversity,Jervis picked up his puppy book to make sure he did all the proper things for his new pup.,Jervis got out a food dish and filled it with puppy food for the puppy.,Jervis started crying because he was so happy when the puppy came up to him and licked his face.,The puppy was so happy to have Jervis that he ran around the floor and barked.,Jervis and the puppy made a deep and lasting connection within minutes of coming home.,-0.070,0.916,-0.350,-0.946,-0.548,2.349375,0.026716,0.630106,1.480355,0.016834,63.927413,0.578286,0.000000,40.281028,0.364381
test.sa-sb.sa::00765,Jervis wanted to get a dog. He went to a pound to find a puppy. Jervis picked out a small puppy. He brought the puppy home and gave him some water to drink.,0.0,content_diversity,The puppy adored Jervis quickly and couldn't wait to bark out his love.,The puppy couldn't find enough ways to shoe Jervis how crazy he was about him.,Jervis got up to walk away and the puppy barked to tell him to stay with him.,The puppy was so grateful to be out of the cage he didn't know how to act so he barked at Jervis.,Jervis and the puppy played for hours because they were nuts for each other.,-0.065,0.910,-0.251,-0.931,-0.635,33.070000,0.390609,0.524166,17.334160,0.204744,48.602820,0.528679,0.000000,25.475931,0.277115
test.sa-sb.sa::00766,"Mike had put off asking his girlfriend to marry him for years. He had told her that he wanted to wait till he graduated college. Now that college was over, he felt pressured to buy her a ring. Unfortunately for Mike, it came out that he hadn't wanted to propose.",1.0,content_diversity,He decided to break up with her instead.,He wanted to start a business before settling down.,He found himself attracted to other men.,He wanted to travel more.,He decided to wait a little while longer.,-0.084,0.901,-0.404,-0.726,-0.183,13.700000,0.425202,0.600384,8.225267,0.255285,24.900733,0.791037,0.000000,14.950013,0.474926
test.sa-sb.sa::00767,Kate and her friends drove all the way to Las Vegas. But they didn't like their hotel. So they decided to look online. They sat in the car looking on their phones for a better deal.,1.0,content_diversity,Kate found a hotel for a lot cheaper.,They came across a hotel with more stars.,Kate's friend found a much better deal.,They finally saw one with much better reviews.,Kate found a website with better amenities.,-0.078,0.889,-0.462,-0.796,-0.425,12.033438,0.303683,0.583404,7.020358,0.177170,19.577733,0.299510,0.000000,11.421732,0.174735
test.sa-sb.sa::00767,Kate and her friends drove all the way to Las Vegas. But they didn't like their hotel. So they decided to look online. They sat in the car looking on their phones for a better deal.,0.0,content_diversity,Kate found one that was a lot less expensive.,She finally came across a cheaper hotel.,Kate's friend found a way cheaper room.,They found a hotel for half the price.,The other website they used had great hotels for cheaper prices.,-0.038,0.952,-0.465,-0.885,-0.576,-4.813125,0.173264,0.601307,-2.894164,0.104185,87.025612,1.021877,0.000000,52.329071,0.614461
test.sa-sb.sa::00768,"Abby was invited to a girl's trip to Seattle with her friends. Abby accepted the invitation, and were on their way to Seattle. After checking in the hotel, Abby fell straight asleep. When Abby awoke, her friends had returned from their night out.",1.0,content_diversity,abby joined them for dinner,abby missed the event,abby asked how their nights went,abby was upset her friends did not wake her up,abby was sad to be left out,-0.037,0.955,-0.457,-0.798,-0.393,11.324687,0.311642,0.590013,6.681708,0.183873,26.366139,0.549991,0.000000,15.556353,0.324501
test.sa-sb.sa::00769,"I woke up early for work. I took the dog outside for a while. I made a large pot of coffee. I took a long, hot shower.",1.0,content_diversity,then I have breakfast,I skip breakfast,I have a large breakfast,I pick up breakfast on the way to work,I eat breakfast with my family,-0.092,0.924,-0.494,-0.958,-0.556,12.345625,0.522319,0.567266,7.003253,0.296294,21.541603,0.488281,0.000000,12.219818,0.276985
test.sa-sb.sa::00770,Luther is a huge sports fan. He always attends his local high school sports games. One evening before a football game he has a chat with the coach. The coach is so blown away by Luther's knowledge of the game.,1.0,content_diversity,"Luther knows he wants to be a coach, someday, so he furiously studies everything he can.",Luther was never a gifted athlete so he depends on his knowledge to enjoy the game.,"Luther has always been an introvert so he likes to read about things he likes, like football.","Luther enjoys talking to coaches and other people know the game, inside and out.",The coach decides to ask Luther to come back so he can offer him an assistant's position.,-0.064,0.932,-0.257,-0.914,-0.485,19.615625,0.227307,0.579017,11.357778,0.131615,20.563592,0.323294,0.000000,11.906666,0.187193
test.sa-sb.sa::00770,Luther is a huge sports fan. He always attends his local high school sports games. One evening before a football game he has a chat with the coach. The coach is so blown away by Luther's knowledge of the game.,0.0,content_diversity,Luther has spent years studying football from a-to-z and hopes someday to make a living from it.,Luther was hoping to talk to the coach about having an unpaid position to learn more about football.,"Since Luther was a little kid, football coaching has been his goal so he lives and breathes it now.","After studying for so many years, Luther feels like he's ready to try to get into coaching.",Luther can't play football so coaching is the right fit for him and he's studied the game his entire life.,-0.045,0.932,-0.276,-0.940,-0.602,22.881875,0.266299,0.561759,12.854102,0.149596,62.960253,0.543178,0.000000,35.368497,0.305135
test.sa-sb.sa::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,0.0,content_diversity,The business was very successful.,Jane and Carl failed at the business and broke up.,They opened up a candy store which became famous locally.,The two of them were happy working together and solved their financial problems.,Twenty years later they are still in business.,-0.015,0.974,-0.367,-0.718,-0.239,32.046250,0.521125,0.556365,17.829420,0.289936,74.484326,0.665332,0.000000,41.440490,0.370168
test.sa-sb.sa::00772,We went to the zoo. We walked around looking for the exhibits. We stopped to watch the penguins. They were jumping in the water and playing.,0.0,content_diversity,I had so much fun.,I enjoyed it.,I loved every minute of it.,It was a fun experience.,I liked it alot..,-0.046,0.948,-0.475,-0.791,-0.744,-2.608672,-0.330433,0.524034,-1.367034,-0.173158,38.972689,2.453026,0.000000,20.423032,1.285470
test.sa-sb.sa::00773,Kevin had a big test in the morning. He decided to stay up all night studying. When it came time for the test Kevin was really tired. He kept falling asleep.,1.0,content_diversity,he missed the test,he did not finish the test,he did really badly,he did really well still,he had to pinch himself to stay awake,-0.097,0.878,-0.331,-0.729,-0.256,-3.346563,0.116932,0.611667,-2.046983,0.071523,39.659197,0.857177,0.000000,24.258232,0.524307
test.sa-sb.sa::00774,John was walking around with a big stain on his pants. He didn't notice until someone pointed it out. John realized his pen had leaked in his pocket. It ruined his pants.,0.0,content_diversity,He ran to his car to grab a spare pair of pants he had in his gym bag.,John vowed never to put a pen in his pocket again.,A co-worker lent John a stain remover and they got the stain out.,He was forced to walk around all day with stained pants.,Then John burst into tears.,-0.025,0.951,-0.228,-0.692,-0.256,14.443281,0.072542,0.626043,9.042120,0.045414,82.191100,0.622416,0.000000,51.455188,0.389659
test.sa-sb.sa::00776,Loren decided to wash the dishes for her roommates. She used a glass of water to soak the sponge in. After she washed everything she forgot to wash the glass. She left it next to the sink and a roommate tried to drink from it.,1.0,content_diversity,She grabbed it before her roommate could drink from it.,The roommate drank from it.,The roommate dropped the glass as they picked it up.,Her roommate decided to wash the glass instead.,Her roommate threw the glass at another one as they were fighting.,-0.076,0.899,-0.468,-0.949,-0.455,-2.875000,0.034206,0.668615,-1.922269,0.022870,53.904260,0.454002,0.000000,36.041219,0.303553
test.sa-sb.sa::00777,"Barry recently had to take a reading test for college. Barry was nervous, as he did not know what was on the test. However, as Barry was taking the test, he realized how much he knew. As the test went along, Barry felt more confident about it.",1.0,content_diversity,Barry aced the test and got into college.,Barry failed the test and was not admitted to college.,Barry finished the test just in time and was the last person to turn it in.,Barry finished quickly and was the first person to turn in the test.,Barry lost concentration and fell asleep during the test.,-0.140,0.844,-0.518,-0.935,-0.535,25.661562,0.367896,0.674622,17.311851,0.248191,29.275868,0.540960,0.000000,19.750141,0.364944
test.sa-sb.sa::00777,"Barry recently had to take a reading test for college. Barry was nervous, as he did not know what was on the test. However, as Barry was taking the test, he realized how much he knew. As the test went along, Barry felt more confident about it.",0.0,content_diversity,Barry got a perfect score on the test.,Barry got a good grade and was admitted to his first choice college.,Barry did so good he had several colleges to choose from.,Barry scored in the 90th percentile.,Barry got an A on the test and was accepted into college.,-0.068,0.899,-0.391,-0.926,-0.554,27.669531,0.481868,0.630650,17.449796,0.303890,51.923318,0.805262,0.000000,32.745452,0.507838
test.sa-sb.sa::00778,Clint is playing Frisbee with his friends. Clint tosses the Frisbee on top of the roof by accident. Clint climb the ladder to get the Frisbee. On the way down the ladder falls.,1.0,content_diversity,Clint fell of the ladder and broke his leg,"Luckily, he fell on the grass and didn't broke anything",When he fell he was immediately transferred to the hospital,He had to stay 10 days in the hospital,He fell but nothing happened to him so he continued to play frisbee,-0.052,0.929,-0.313,-0.736,-0.207,11.490938,0.278870,0.600665,6.902206,0.167507,46.527888,0.613003,0.000000,27.947681,0.368210
test.sa-sb.sa::00779,Charles wanted a raise. He was nervous about asking his boss. He finally built up enough courage to do it. His boss appreciated his initiative.,1.0,content_diversity,His boss agreed to give him a small raise.,"His boss was so impressed, he gave him a large raise and a promotion.",His boss informed him the company didn't have room in the budget for raises this year.,Unfortunately his position was being eliminated so he was fired.,His boss screamed at him to get back to work.,-0.055,0.921,-0.404,-0.844,-0.353,14.488125,0.025002,0.686348,9.943893,0.017160,45.828932,0.508152,0.000000,31.454589,0.348769
test.sa-sb.sa::00779,Charles wanted a raise. He was nervous about asking his boss. He finally built up enough courage to do it. His boss appreciated his initiative.,0.0,content_diversity,Charles was given a raise and a promotion.,Charles was now the new supervisor.,Charles moved up the ranks and now works more closely with his boss.,His boss nominated him for employee of the month.,Charles received compensation and moved up in the ranks.,-0.052,0.918,-0.440,-0.840,-0.582,9.835312,0.149521,0.619763,6.095558,0.092667,34.404523,0.564375,0.000000,21.322634,0.349778
test.sa-sb.sa-b::00240,There once was a person born without a brain. They tried and tried and tried to think. They read books and stared at screens until their eyes bled. Then one day they threw out all of their learning material.,0.0,content_diversity,they quit,they did not care,IT WAS TO HARD SO THEY WERE DONE,he gave up,he was done trying,-0.013,0.981,-0.194,-0.665,-0.549,19.155391,0.867387,0.500490,9.587088,0.434119,55.568901,1.225298,0.000000,27.811699,0.613250
test.sa-sb.sa-b::00242,Chloe is an actress who just turned 19. She is very interested in politics. She decided to use her platform to raise political awareness. She started to campaign for Hillary Clinton.,1.0,content_diversity,shes excited to work,she got a lot of jobs,she got a lot of followers,shes not working in the white house,shes on tv alot,-0.084,0.815,-0.322,-0.763,-0.317,10.980000,0.171538,0.429000,4.710417,0.073590,34.471326,1.994324,0.000000,14.788191,0.855565
test.sa-sb.sa-b::00242,Chloe is an actress who just turned 19. She is very interested in politics. She decided to use her platform to raise political awareness. She started to campaign for Hillary Clinton.,0.0,content_diversity,she got a lot of offers,she was happy,lots of work came in,everyone wanted to work with her,she was constantly sought after,-0.033,0.950,-0.288,-0.711,-0.458,12.730000,0.753336,0.453263,5.770036,0.341459,35.660899,1.396520,0.000000,16.163759,0.632991
test.sa-sb.sa-b::00243,Our two year old granddaughter is learning how to read. She loves the letter W. She wants the Sesame Street letter of the day to be W. One day the letter of the day was not W.,0.0,content_diversity,Our grandaughter threw a total tantrum and finally wore herself out and slept.,"She screamed so loudly and for so long, she eventually fell asleep exhausted.",This made her so angry she screamed until she fell asleep.,Our grandaughter got so angry and animated she wore herself out and fell asleep.,She then had a total meltdown until she fell asleep exhausted.,-0.106,0.837,-0.436,-0.917,-0.787,38.935000,0.512844,0.561425,21.859073,0.287923,35.996868,0.345540,0.000000,20.209533,0.193995
test.sa-sb.sa-b::00244,Ophelia is feeling bored at home one day. She decides to put on some music to listen to. She likes the music. Ophelia finishes listening to music.,1.0,content_diversity,She is then very sleepy so takes a nap.,She realises she is still bored so decides to go shopping.,Ophelia realises it is nearly time to eat so goes to the kitchen and starts cooking.,She feels so inspired she decides to take up the violin and looks for lessons.,She realises the time had gone so fast and she is now late for a very important appointment.,-0.067,0.915,-0.312,-0.724,-0.301,6.025938,0.131966,0.574599,3.462498,0.075827,84.787705,0.776443,0.000000,48.718934,0.446143
test.sa-sb.sa-b::00247,"Brett was having some issues. He called his best friend Michael. They met at a coffee shop to talk. After a few hours, Brett felt like he knew what to do.",0.0,content_diversity,Michael professional made him an expert,Michael was afew years older and usually knew what to do,Michael has given Brett good advice in the past,Michael walks worked where brett did and knew how to advise him on work siutation,Michael was known for being a helpful friend,-0.033,0.959,-0.166,-0.867,-0.572,24.116250,0.306352,0.497577,11.999681,0.152434,193.250111,2.008203,0.000000,96.156727,0.999235
test.sa-sb.sa-b::00248,Lauren had very crooked teeth. She went to the dentist who suggested she get braces. Lauren decided that would be a great idea and got them put on. She hated wearing them but knew it would be worth it.,0.0,content_diversity,Lauren no longer dreaded Halloween,She didn't look like pumpkinesque anymore,Lauren no had to wear an actual halloween mask and was thrilled,She really enjoyed being pretty for a change,Smiling no longer made her feel like a gourd,-0.028,0.954,-0.122,-0.721,-0.397,46.603125,0.908500,0.435524,20.296760,0.395673,75.004385,1.109962,0.000000,32.666178,0.483415
test.sa-sb.sa-b::00249,Steve and Josie are newlyweds. But Josie suspects that Steve is already cheating. She told her friends and they all agreed Steve was up to something. They all decided to follow him one day.,1.0,content_diversity,he was taking dance lesson,he was learning how to make flower bouquet,he was indeed cheating,he was dating her best friend,he was actually working extra,-0.120,0.908,-0.277,-0.654,-0.140,14.505469,0.499075,0.504889,7.323656,0.251978,31.920189,0.509585,0.000000,16.116162,0.257284
test.sa-sb.sa-b::00250,"Martha goes to the skating rink every Wednesday. It's the same night the roller derby team practices. Martha tries to imitate the way they skate. Next time they hold tryouts, Martha is going to go.",0.0,content_diversity,practice made me better,when i practiced i got a lot better,skating every day made me better,i was better after practicing,i tightened my skills,-0.063,0.911,-0.402,-0.879,-0.622,27.680859,0.788778,0.382409,10.585413,0.301636,40.384806,2.102685,0.000000,15.443518,0.804086
test.sa-sb.sa-b::00251,Don was out on a field. He saw a rabbit get close. Don decided to chase it. The rabbit ran away slowly.,0.0,content_diversity,he went shopping afterwards,went to the store later,he had to go gracery shopping,dan bought groceries,dan went to get food,-0.043,0.928,-0.375,-0.836,-0.458,37.120781,1.482682,0.369023,13.698429,0.547144,47.348205,1.479213,0.000000,17.472586,0.545864
