sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.enc.prompt.txt::01588,test.enc.prompt.txt::01588,Can... can... Can,1.0,content_diversity,he still see?,you shut up?,you make dinner?,you go away?,you tell me more?,4.556,0.550,-0.037,0.762,-0.351,-0.702,-0.237,-11.608545,-0.771046,0.400567,-4.650002,-0.308856,30.616138,2.623867,0.000000,12.263821,1.051035
test.enc.prompt.txt::01592,test.enc.prompt.txt::01592,What the hell,0.0,content_diversity,choice can I make at this stage!,can I reasonably be expected to accomplish with this?,direction do I move in now?,would Jesus do?,should someone in my position do?,3.611,0.965,-0.022,0.960,-0.193,-0.745,-0.465,6.272853,0.295489,0.417276,2.617511,0.123301,50.405445,1.372923,0.000000,21.032986,0.572888
test.enc.prompt.txt::01597,test.enc.prompt.txt::01597,Maybe it went,0.0,content_diversity,extinct after being in existence for so long.,to the archives to remain a thing of the past,obsolete while we weren't paying attention,on to become useless to us,away from the marketplace.,3.375,0.650,-0.013,0.971,-0.114,-0.646,-0.493,13.736553,0.215259,0.462340,6.350963,0.099523,22.691144,0.878083,0.000000,10.491033,0.405973
test.enc.prompt.txt::01603,test.enc.prompt.txt::01603,But Sacha always,1.0,content_diversity,is on time,lies to everyone,trusts everyone,calls me after work,tells everyone's business,4.286,0.749,-0.008,0.787,-0.206,-0.626,-0.272,11.351011,0.907300,0.366767,4.163176,0.332768,24.434088,1.378755,0.000000,8.961616,0.505682
test.enc.prompt.txt::01604,test.enc.prompt.txt::01604,I'd better be,0.0,content_diversity,studying hard,learning and trying hard,trying my best to learn,studying for the exam,studying as much as possible,2.222,0.820,-0.028,0.950,-0.119,-0.866,-0.567,21.933100,1.056978,0.476578,10.452836,0.503733,25.572863,0.940960,0.000000,12.187467,0.448441
test.enc.prompt.txt::01608,test.enc.prompt.txt::01608,Shall we draw,0.0,content_diversity,arbitrarily,whatever we want,what we wish to draw,something we like,anything we would like to draw,2.722,0.786,-0.047,0.918,-0.389,-0.838,-0.422,19.170704,1.105436,0.414901,7.953938,0.458646,17.272071,2.094613,0.000000,7.166194,0.869056
test.enc.prompt.txt::01621,test.enc.prompt.txt::01621,Do I have,1.0,content_diversity,to repeat myself?,to tell you every thing to do?,to do my homework.,something between my teeth?,something wrong with me?,4.333,0.687,-0.030,0.955,-0.148,-0.661,-0.212,12.694613,0.555785,0.428544,5.440197,0.238178,29.463625,1.172953,0.000000,12.626452,0.502662
test.enc.prompt.txt::01624,test.enc.prompt.txt::01624,This time they,0.0,content_diversity,guys that was too far,you went way too far,that was too much,they definetely went to far with this,its going too far,1.444,0.437,-0.099,0.875,-0.412,-0.776,-0.685,36.349390,1.635171,0.233415,8.484503,0.381674,33.089848,0.857730,0.000000,7.723676,0.200207
test.enc.prompt.txt::01631,test.enc.prompt.txt::01631,But we made,1.0,content_diversity,"a serious error of judgment, we are so screwed.",a cake and everything and they just don't show up?,the world a better place for every one of us.,"him so scared, maybe we shouldn't have been so harsh.",good time and we will be there very soon.,4.778,0.416,-0.022,0.963,-0.089,-0.663,-0.190,0.086828,-0.094376,0.458952,0.039850,-0.043314,37.377764,0.535565,0.000000,17.154603,0.245799
test.enc.prompt.txt::01632,test.enc.prompt.txt::01632,And the honor,1.0,content_diversity,is all mine,of the soldiers is something great,is great,roll students are very smart,academy,4.111,0.393,-0.024,0.965,-0.172,-0.610,-0.328,7.107439,-0.205135,0.328570,2.335295,-0.067401,43.998399,3.315040,0.000000,14.456575,1.089224
test.enc.prompt.txt::01633,test.enc.prompt.txt::01633,I am making,0.0,content_diversity,i made a cake,BAKING A CAKE,making some yummy cake today,birthday cake is being made,i need alot of of cake,2.000,0.802,-0.031,0.948,-0.139,-0.956,-0.728,28.802335,1.431982,0.205658,5.923421,0.294498,54.448499,2.146302,0.000000,11.197752,0.441403
test.enc.prompt.txt::01638,test.enc.prompt.txt::01638,"Captain Renault, are",0.0,content_diversity,we are going home soon,gonna go home ok?,leaving really soon,when are we leaving?,we have to go home in a few,2.500,0.624,-0.040,0.931,-0.163,-0.806,-0.602,33.019696,1.751602,0.227807,7.522133,0.399028,36.831702,2.517099,0.000000,8.390537,0.573414
test.enc.prompt.txt::01650,test.enc.prompt.txt::01650,Call off your,0.0,content_diversity,"action, its doing more harm than good.","strike, it's costing lives.","demonstration, you are hurting people.","picket line, people need to get in to save people.","strike, you ar ekilling people in here.",3.312,0.899,-0.021,0.958,-0.347,-0.754,-0.314,4.457328,0.058327,0.370843,1.652970,0.021630,71.881566,1.513050,0.000000,26.656790,0.561104
test.enc.prompt.txt::01651,test.enc.prompt.txt::01651,If you don't,0.0,content_diversity,i need you to call me back,i need you to call as soon as possible,i need to hear from you soon,email me back please,return my call when you can,2.062,0.300,-0.102,0.803,-0.215,-0.853,-0.502,35.501636,1.260548,0.376018,13.349257,0.473989,27.620888,1.338581,0.000000,10.385953,0.503330
test.enc.prompt.txt::01657,test.enc.prompt.txt::01657,Are my eyes,0.0,content_diversity,on point,looking fine,good looking,nice,fine looking,2.111,0.314,-0.040,0.333,-0.246,-0.691,-0.662,14.712274,1.798954,0.216212,3.180967,0.388955,20.586561,3.181958,0.000000,4.451057,0.687977
test.enc.prompt.txt::01658,test.enc.prompt.txt::01658,May I? Too,0.0,content_diversity,its way too heavy,i think its heavy,its very large and big to carry,too much weight to handle for you,it is very big to handle,1.875,0.217,-0.047,0.918,-0.305,-0.810,-0.826,50.591085,2.032181,0.256443,12.973726,0.521138,35.372782,0.855617,0.000000,9.071100,0.219417
test.enc.prompt.txt::01660,test.enc.prompt.txt::01660,But think of,0.0,content_diversity,all the positive memories,all the good things,all happy memories,all the positive moments,all happiness we shared,1.778,0.533,-0.116,0.651,-0.445,-0.826,-0.816,12.675541,0.656537,0.481309,6.100847,0.315997,26.072790,1.111145,0.000000,12.549059,0.534804
test.enc.prompt.txt::00575,test.enc.prompt.txt::00575__row90,I don't rightly,1.0,content_diversity,know what you are talking about.,know who that person is.,know what is going on.,know where that is.,know what occured that long ago.,3.833,0.882,-0.088,0.904,-0.278,-0.867,-0.634,-23.223361,-0.626494,0.544260,-12.639549,-0.340975,67.777571,1.859652,0.000000,36.888629,1.012135
test.enc.prompt.txt::00575,test.enc.prompt.txt::00575__row91,I don't rightly,0.0,content_diversity,know what you are referring to.,know what you are asking about.,know what you are inquiring about.,know what you are speaking about.,know what you are referencing.,1.667,0.408,-0.453,0.635,-0.653,-0.976,-0.816,11.475031,0.339505,0.610987,7.011097,0.207433,15.507009,0.528778,0.000000,9.474584,0.323077
test.enc.prompt.txt::00579,test.enc.prompt.txt::00579,When he comes,1.0,content_diversity,you should move your car,then we will leave,he will hear from me,i think we should hide,he will bring you food,4.556,0.437,-0.034,0.939,-0.257,-0.677,-0.191,16.424531,0.843337,0.380116,6.243226,0.320566,20.362618,0.723569,0.000000,7.740155,0.275040
test.enc.prompt.txt::00581,test.enc.prompt.txt::00581,I hope you,1.0,content_diversity,have a wonderful vacation.,like the new job.,two are happy together.,leave him for good.,count your blessings.,4.389,0.737,0.000,0.800,-0.289,-0.658,-0.313,2.188219,0.143794,0.437999,0.958437,0.062982,13.291414,1.213008,0.000000,5.821623,0.531296
test.enc.prompt.txt::00585,test.enc.prompt.txt::00585,That's your funeral.,0.0,content_diversity,there's a lot of people here,lot of folks have made it in time,a lot of people are attending,it is packed with people,so many familiar faces here,2.111,0.515,-0.074,0.875,-0.314,-0.728,-0.727,35.338465,1.269636,0.349880,12.364223,0.444220,54.332734,1.527664,0.000000,19.009938,0.534499
test.enc.prompt.txt::00590,test.enc.prompt.txt::00590,And now fair,0.0,content_diversity,players should somehow be rewarded,participants are getting their rewards,play prize for players,play reward for the most fair player,player will receive his prize,1.833,0.624,-0.020,0.962,-0.322,-0.862,-0.614,40.345031,1.368572,0.325586,13.135768,0.445587,28.674316,0.637447,0.000000,9.335949,0.207544
test.enc.prompt.txt::00594,test.enc.prompt.txt::00594,"Oh, Mr. Dickson",1.0,content_diversity,you forgot about my exam,you shouldn't have done this,what is it that you do for living,you should've been smarter,i really like your dressing style,4.611,0.515,-0.023,0.979,-0.072,-0.634,-0.128,16.801676,0.608885,0.409251,6.876111,0.249187,32.275524,1.156036,0.000000,13.208806,0.473110
test.enc.prompt.txt::00598,test.enc.prompt.txt::00598,That's what he,0.0,content_diversity,consumed for the first meal of the day.,injested this morning.,devoured from the breakfast plate.,swallowed at 9am.,gobbled up with his orange juice.,2.667,1.000,-0.006,0.984,-0.148,-0.705,-0.358,21.689508,0.951090,0.325717,7.064633,0.309786,17.578711,1.748971,0.000000,5.725678,0.569669
test.enc.prompt.txt::00600,test.enc.prompt.txt::00600,The fools! If,0.0,content_diversity,they quiet down I need told.,"it gets silent, I want to be told.",only they would shut up! I wanna know!,only it could be peace and quiet. Someone tell me.,"they won't shut up, I will kill them all. I need to know either way.",2.278,0.671,-0.046,0.936,-0.263,-0.819,-0.509,33.431780,1.159414,0.328258,10.974238,0.380587,56.546701,0.844571,0.000000,18.561888,0.277237
test.enc.prompt.txt::00603,test.enc.prompt.txt::00603,"Oh Matt, you",0.0,content_diversity,need to stop at red lights.,need to slow down at yellow lights.,cannot go 70 mph in a residential area.,cannot crash into cars when parallel parking.,should relearn driving methods.,3.056,0.896,-0.019,0.961,-0.354,-0.695,-0.308,10.298041,0.111302,0.394526,4.062842,0.043911,64.760932,1.990316,0.000000,25.549850,0.785231
test.enc.prompt.txt::00618,test.enc.prompt.txt::00618,"Smells funny, it",1.0,content_diversity,smells like rotten cheese.,really gets into your nose.,can't be dinner!,needs tossed out.,should be buried.,4.278,0.629,-0.007,0.989,-0.228,-0.623,-0.170,3.554216,0.279940,0.405236,1.440296,0.113442,30.335788,1.902725,0.000000,12.293156,0.771053
test.enc.prompt.txt::00620,test.enc.prompt.txt::00620,WHAT?! We follow,1.0,content_diversity,this bad artist?,his directions?,my favourite boy band?,that cat?,the wrong guy?,4.333,0.471,0.000,0.800,-0.371,-0.668,-0.251,7.163104,0.376234,0.244401,1.750667,0.091952,27.396778,1.497276,0.000000,6.695789,0.365935
test.enc.prompt.txt::00623,test.enc.prompt.txt::00623,I think one,1.0,content_diversity,of your wheels is loose,of your friends did it,book per week is manageable,time you can do it for the team,dollar more doesn't mattter,4.444,0.437,-0.020,0.961,-0.136,-0.606,-0.198,13.149697,0.500524,0.393548,5.175035,0.196980,47.509153,1.381903,0.000000,18.697126,0.543845
test.enc.prompt.txt::00627,test.enc.prompt.txt::00627,Great Chief of,1.0,content_diversity,Staff,State,tribe,administration,hope,3.333,0.913,0.000,0.200,-0.983,-0.635,-0.294,2.632813,-0.325620,0.165575,0.435928,-0.053915,19.090686,6.721451,0.000000,3.160943,1.112905
test.enc.prompt.txt::00630,test.enc.prompt.txt::00630,"Well, I hope",1.0,content_diversity,you didn't laugh at her.,nothing cruel was done.,he didn't leave her.,she's happy now.,you have money to pay me back.,4.167,0.624,-0.012,0.974,-0.303,-0.601,-0.229,-6.731991,-0.072709,0.397718,-2.677433,-0.028918,33.265011,1.258871,0.000000,13.230086,0.500675
test.enc.prompt.txt::00635,test.enc.prompt.txt::00635,"Gents, we are",1.0,content_diversity,on red alert,at paradise,in heaven,on vacation,finally home,4.333,0.471,-0.008,0.582,-0.232,-0.660,-0.236,10.133039,1.128122,0.336247,3.407204,0.379328,21.584560,1.685668,0.000000,7.257743,0.566801
test.enc.prompt.txt::00639,test.enc.prompt.txt::00639,So you're saying,1.0,content_diversity,that everything i my fault,that you don't like sport,that your mom is to blame,that this was the easiest exam ever,that you need to borrow money from me,4.389,0.657,-0.043,0.954,-0.154,-0.699,-0.155,15.845297,0.620323,0.432187,6.848127,0.268095,50.515379,2.242792,0.000000,21.832077,0.969305
test.enc.prompt.txt::00648,test.enc.prompt.txt::00648,It's early in,1.0,content_diversity,the morning.,the afternoon.,case you needed more time.,California while it is late in Michigan.,the baseball game being only the first inning.,4.167,0.577,-0.028,0.975,-0.226,-0.646,-0.206,-1.855397,0.118800,0.500352,-0.928352,0.059442,84.627662,1.379966,0.000000,42.343622,0.690469
test.enc.prompt.txt::00654,test.enc.prompt.txt::00654,"Oh Christ, this",0.0,content_diversity,has totally fallen apart.,will never work again.,is completely busted.,has been totally ruined.,is only fit for the bin.,2.333,0.527,-0.015,0.971,-0.310,-0.730,-0.375,12.004475,0.574560,0.427342,5.130020,0.245534,25.809384,1.064203,0.000000,11.029442,0.454779
test.enc.prompt.txt::00655,test.enc.prompt.txt::00655,What are you,0.0,content_diversity,doing here without a permission,doing at my place,"doing here, this is private property",doing tresspassing,thinking? You can't come on a private property without invitation,2.111,0.314,-0.045,0.939,-0.027,-0.813,-0.325,-1.013527,0.504082,0.455077,-0.461233,0.229396,81.364397,1.311096,0.000000,37.027098,0.596650
test.enc.prompt.txt::00656,test.enc.prompt.txt::00656,Do you want,1.0,content_diversity,it raw or medium raw,my old TV,me to take a look at your exam,me to go with you,to help me move out tomorrow,4.611,0.458,-0.023,0.954,0.024,-0.593,-0.156,6.402100,0.588816,0.354861,2.271858,0.208948,43.796657,3.287972,0.000000,15.541742,1.166774
test.enc.prompt.txt::00661,test.enc.prompt.txt::00661,Girls dig Bateman.,1.0,content_diversity,He looks like hollywood,he is dreamy,what is his deal?,It's not even fair.,I am super jealous.,3.944,0.369,-0.006,0.789,-0.217,-0.619,-0.232,12.431065,0.970294,0.322166,4.004872,0.312596,19.326284,0.676449,0.000000,6.226280,0.217929
test.enc.prompt.txt::00662,test.enc.prompt.txt::00662,"Listen, what about",0.0,content_diversity,we get something to eat tomorrow,we go to the restaurant,romantic evening in the restaurant,we have a fancy dinner tomorrow,I take you out for a dinner,2.056,0.724,-0.037,0.936,-0.328,-0.828,-0.484,23.504316,0.733655,0.533219,12.532955,0.391199,37.749855,0.996442,0.000000,20.128951,0.531322
test.enc.prompt.txt::00665,test.enc.prompt.txt::00665,By the way,1.0,content_diversity,did you make the payment?,did you water the plants?,did you call your mom?,did you make plans?,how is the family doing?,4.611,0.458,-0.114,0.869,-0.474,-0.699,-0.265,0.541320,0.129933,0.326017,0.176480,0.042360,27.740528,1.255063,0.000000,9.043888,0.409172
test.enc.prompt.txt::00290,test.enc.prompt.txt::00290,Suppose there's an,0.0,content_diversity,airline that costs less.,flight that isn't as expensive.,"air travel fare, but doesn't cost as much.",way to fly there that is low cost.,flight going there and it's not a lot of money,1.944,0.550,-0.022,0.966,-0.372,-0.918,-0.776,51.702968,1.510598,0.302114,15.620199,0.456373,51.408757,0.936608,0.000000,15.531314,0.282962
test.enc.prompt.txt::00291,test.enc.prompt.txt::00291,It is a,0.0,content_diversity,joke of a democracy that we currently have.,horrible system of government that we rely on.,pity we can't trust our elected officials.,truth widely acknowledged that American politicians are corrupt.,regrettable situation in which we find ourselves this election cycle.,2.857,0.515,-0.028,0.965,-0.223,-0.780,-0.346,16.892882,0.503796,0.458092,7.738501,0.230785,33.093356,0.468877,0.000000,15.159815,0.214789
test.enc.prompt.txt::00333,test.enc.prompt.txt::00333,It may have,1.0,content_diversity,"looked like the same person, but it's not.",gotten caught in the drain.,"looked the same, but it's not.",been hotter yesterday.,run off to hide in the woods.,4.333,0.577,-0.049,0.909,-0.217,-0.653,-0.202,5.503677,0.179736,0.411323,2.263789,0.073930,29.580701,1.507046,0.000000,12.167221,0.619883
test.enc.prompt.txt::00316,test.enc.prompt.txt::00316,See. Get your,0.0,content_diversity,head out of the clouds.,stuff together.,information from a better source.,head checked.,reality in order.,3.167,0.527,-0.006,0.988,-0.257,-0.657,-0.305,-6.706513,-0.604909,0.472553,-3.169183,-0.285852,32.937926,1.843938,0.000000,15.564917,0.871359
test.enc.prompt.txt::00297,test.enc.prompt.txt::00297,Might as well,1.0,content_diversity,"eat lunch now, it's going to be a long car ride.","call a divorce attorney, I'm ready to admit defeat.","put my feet up, no one is showing up in this bad weather.",take out a loan as I can't even afford the down payment.,go to the store after work since I won't have time tomorrow.,4.833,0.333,-0.015,0.979,-0.169,-0.652,-0.178,15.521022,0.292397,0.492350,7.641778,0.143962,35.563169,0.650618,0.000000,17.509532,0.320332
test.enc.prompt.txt::00251,test.enc.prompt.txt::00251,"Right, Agent Cole",0.0,content_diversity,is always late.,never shows up to these on schedule.,isn't exactly punctual.,has a problem with timeliness.,is habitually later than expected.,2.111,0.614,-0.005,0.991,-0.239,-0.658,-0.467,9.091686,0.401517,0.345377,3.140055,0.138675,64.532027,1.163678,0.000000,22.287847,0.401907
test.enc.prompt.txt::00335,test.enc.prompt.txt::00335,And Elbourne and,1.0,content_diversity,Jones and Schrader went down to the sea together.,his wife were never seen again.,Molly knew that things would never be the same between them.,the dog looked each other in the eye knowingly.,the fisherman both shook their heads in disbelief.,4.778,0.416,-0.023,0.972,-0.268,-0.627,-0.087,-4.679032,-0.114629,0.502486,-2.351150,-0.057600,70.408404,1.230496,0.000000,35.379260,0.618307
test.enc.prompt.txt::00312,test.enc.prompt.txt::00312,Fuck. Turn it,1.0,content_diversity,before it burns to the frying pan,before the children come home and see what your watching,before you hit the animal lying in the middle of the road,before the arrow hits your head,before it over heats an cause an explosion,4.750,0.354,-0.056,0.934,-0.193,-0.695,-0.314,29.916899,0.631133,0.412845,12.351045,0.260560,40.337012,0.595477,0.000000,16.652938,0.245840
test.enc.prompt.txt::00306,test.enc.prompt.txt::00306,"Some party, huh?",1.0,content_diversity,The girls are quite hot!,The drinks are free!,There are so many people here!,I love the music!,I love the decorations!,4.611,0.458,-0.055,0.910,-0.364,-0.668,-0.309,17.335130,0.857546,0.388452,6.733867,0.333115,37.659829,1.404308,0.000000,14.629039,0.545506
test.enc.prompt.txt::00265,test.enc.prompt.txt::00265,Something the matter,0.0,content_diversity,but it makes no difference.,and no one will help.,and it's pointless.,and I don't give a darn.,and people ignore it.,2.875,0.545,-0.036,0.957,-0.419,-0.705,-0.648,4.509397,0.261490,0.332356,1.498727,0.086908,15.741317,0.759084,0.000000,5.231727,0.252286
test.enc.prompt.txt::00339,test.enc.prompt.txt::00339,I know... But,0.0,content_diversity,this work place is truely not for me!,my work is not the best these days for what it's worth.,life would be better if I could change jobs now.,i'm going to look for a different job soon.,I don't wanna work there anymore. I have too many hours and so little pay.,2.389,0.906,-0.019,0.970,-0.239,-0.799,-0.440,8.465279,0.392521,0.423303,3.583381,0.166155,55.141776,1.118225,0.000000,23.341698,0.473349
test.enc.prompt.txt::00254,test.enc.prompt.txt::00254,I've got what,0.0,content_diversity,I can only hope fixes this.,they told me should work.,looks like fits in the spot.,normally helps in this situation.,has often been used for these problems.,3.000,0.707,-0.007,0.986,-0.210,-0.590,-0.423,12.291976,0.614676,0.375303,4.613220,0.230690,36.051780,0.943916,0.000000,13.530354,0.354255
test.enc.prompt.txt::00288,test.enc.prompt.txt::00288,It's possible I,0.0,content_diversity,misunderstood your question.,didn't follow your train of thought.,didn't understand what we were discussing.,couldn't understand what you were saying.,failed to keep up with the conversation and got lost.,2.556,0.437,-0.022,0.960,-0.289,-0.766,-0.656,3.605772,0.154512,0.605052,2.181679,0.093488,42.992990,0.552107,0.000000,26.012989,0.334053
test.enc.prompt.txt::00273,test.enc.prompt.txt::00273,Look...we're all tired.,1.0,content_diversity,let's rest.,let's find a place to relax.,let's go on a vacation.,let's keep working and finish this.,let's stop working now.,3.278,0.671,-0.056,0.948,-0.531,-0.915,-0.334,3.225110,0.055373,0.379191,1.222933,0.020997,25.572670,0.890743,0.000000,9.696931,0.337762
test.enc.prompt.txt::00278,test.enc.prompt.txt::00278,They think I'm,1.0,content_diversity,a waste of time.,going to be the next big thing.,"introverted, but I'm really just quiet.",not worthy of a promotion.,most likely to get the job done.,4.312,0.609,-0.015,0.972,-0.237,-0.655,-0.223,-4.746476,-0.350598,0.502452,-2.384876,-0.176159,37.751116,0.786386,0.000000,18.968123,0.395121
test.enc.prompt.txt::00255,test.enc.prompt.txt::00255,I think about,0.0,content_diversity,how I've never really enjoyed them.,what I would have looked for if I had more time.,how none of them seem to meet expectations.,the dissappointment I feel when shopping for them.,everyone I've ever found has a problem with it.,4.056,0.864,-0.020,0.967,-0.229,-0.730,-0.333,-5.913709,-0.112437,0.447274,-2.645049,-0.050290,66.930501,1.073200,0.000000,29.936281,0.480014
test.enc.prompt.txt::00329,test.enc.prompt.txt::00329,Lillian was here.,1.0,content_diversity,I found her condescending attitude quite annoying.,Her pleasing scent filled the room.,I could never mistake her playful laugh which sent my heart aflutter.,Her arrival meant I could finally clock out and go home.,I might have gotten caught cheating on her unless I got out quickly.,4.500,0.667,-0.029,0.959,-0.199,-0.688,-0.224,4.628144,0.128648,0.470665,2.178304,0.060550,81.470797,0.502273,0.000000,38.345435,0.236402
test.enc.prompt.txt::00295,test.enc.prompt.txt::00295,Chub says you're,0.0,content_diversity,in a people class by yourself in the brain catagory,"a soul that he has not experienced before, you must be a very old soul and extremely intelligent","going to do very well in school, work hard for those good grades",going to get scholarships to go to college because of your mental capacity,"not only a very beautiful human being, but very bright as well",3.167,0.707,-0.027,0.948,-0.065,-0.623,-0.262,29.840815,0.342814,0.463225,13.823011,0.158800,90.804302,1.706859,0.000000,42.062822,0.790660
test.enc.prompt.txt::00249,test.enc.prompt.txt::00249,"I'm sorry, let",0.0,content_diversity,me help somehow.,me fix this.,me compensate you.,it bring us closer as I seek to remedy this.,yourself be rewarded by me,3.000,0.707,-0.039,0.967,-0.366,-0.738,-0.562,4.841709,0.041245,0.360565,1.745751,0.014872,78.219531,1.146425,0.000000,28.203227,0.413361
test.enc.prompt.txt::00325,test.enc.prompt.txt::00325__row133,"Wade, I got",1.0,content_diversity,the test results.,"to tell ya, I like your style.",five more if you want one.,to the last level in the game.,a big problem with your attitude.,4.611,0.657,-0.013,0.972,-0.180,-0.604,-0.100,5.503372,0.251270,0.469018,2.581183,0.117850,32.013798,1.129120,0.000000,15.015063,0.529578
test.enc.prompt.txt::00325,test.enc.prompt.txt::00325__row134,"Wade, I got",0.0,content_diversity,a few left from the last batch,some more in the back.,to order several more to keep up with the demand.,caught up with production and can send you a few.,"nothing left man, sorry.",3.778,0.533,-0.028,0.937,-0.199,-0.689,-0.216,33.412189,0.594225,0.404167,13.504116,0.240166,61.096441,1.225537,0.000000,24.693187,0.495322
test.enc.prompt.txt::00286,test.enc.prompt.txt::00286,Skipper - could,0.0,content_diversity,we head in that direction?,we head there?,we sail there?,we sail in that direction?,you take us in that direction?,1.889,0.737,-0.142,0.787,-0.575,-0.914,-0.693,17.561439,1.108919,0.318572,5.594587,0.353271,18.230656,1.039653,0.000000,5.807781,0.331205
test.enc.prompt.txt::00276,test.enc.prompt.txt::00276__row136,My dad's got,1.0,content_diversity,a lot of land,prostate cancer,a high school reunion coming up.,a couple of short haired terriors.,a problem with alcohol.,4.889,0.208,-0.029,0.964,-0.194,-0.600,-0.054,4.446905,0.077048,0.498914,2.218624,0.038440,70.778706,1.480353,0.000000,35.312502,0.738569
test.enc.prompt.txt::00276,test.enc.prompt.txt::00276__row137,My dad's got,0.0,content_diversity,a dog kennel,penchant for training dogs.,a phobia of cats.,a farm with all kinds of animals.,really smart labradors.,3.500,0.624,-0.018,0.971,-0.305,-0.730,-0.281,-0.909185,0.037596,0.390428,-0.354972,0.014678,43.186248,1.431877,0.000000,16.861138,0.559046
test.enc.prompt.txt::00310,test.enc.prompt.txt::00310,You can't have,0.0,content_diversity,things just how you want them always.,me constantly do it your way.,what you want how you want it every time.,me giving in to your wishes every day.,the world cater to your every whim forever.,2.722,0.916,-0.047,0.905,-0.293,-0.790,-0.690,17.807048,0.517445,0.440544,7.844782,0.227957,24.338735,1.140015,0.000000,10.722275,0.502226
test.enc.prompt.txt::00253,test.enc.prompt.txt::00253,"September 4th, 1993.",0.0,content_diversity,The day we left Earth.,"Finally, the day we take off.",Launch day is finally upon us.,"After all the preparations, we are ready for launch.","All of our training has lead us to this moment, the true beginning of our mission.",2.389,0.774,-0.032,0.946,-0.291,-0.883,-0.406,2.493762,0.541737,0.446280,1.112917,0.241767,90.796324,0.721280,0.000000,40.520623,0.321893
test.enc.prompt.txt::01793,test.enc.prompt.txt::01793,Without hope there's,0.0,content_diversity,no joy.,no pleasure.,no cheerfulness.,no aspirations.,no merriment.,2.143,0.515,-0.100,0.320,-0.603,-0.815,-0.749,-9.331303,-0.983600,0.405965,-3.788182,-0.399307,22.701547,1.122507,0.000000,9.216034,0.455698
test.enc.prompt.txt::01795,test.enc.prompt.txt::01795,I'm not married.,1.0,content_diversity,I used to be but it didn't work out.,"But even if I were, it wouldn't stop me.",Why do you ask?,I sure would like to be though.,Are you asking?,3.929,0.623,-0.023,0.955,-0.056,-0.643,-0.312,-2.196040,-0.138171,0.496032,-1.089307,-0.068537,32.996136,1.377842,0.000000,16.367146,0.683454
test.enc.prompt.txt::01797,test.enc.prompt.txt::01797,"Jani, there's something",1.0,content_diversity,I need to tell you.,on your nose.,about you that I love.,going on in town today that I think you will like.,else that you do not know.,4.500,0.577,-0.044,0.939,-0.202,-0.704,-0.227,-4.550160,-0.202382,0.555838,-2.529153,-0.112492,55.368818,1.418363,0.000000,30.776103,0.788380
test.enc.prompt.txt::01811,test.enc.prompt.txt::01811,That Greek guy,0.0,content_diversity,is really good looking.,looks very attractive.,has very nice looks.,is stunningly handsome.,happens to have looks that are appealing.,1.750,0.382,-0.025,0.962,-0.533,-0.884,-0.839,-1.212984,0.321116,0.437880,-0.531141,0.140610,59.646644,0.830967,0.000000,26.118058,0.363864
test.enc.prompt.txt::01816,test.enc.prompt.txt::01816,Why four? And,0.0,content_diversity,"while we're at it, why do they all have to be blue?","while we're at it, have they all to be yellow?","while we're at it, why do they all have to be green?","while we're at it,  do they all have to be purple?","while we're at it, why do they all have to be brown?",2.389,0.994,-0.585,0.432,-0.807,-0.956,-0.417,44.455130,0.897134,0.523661,23.279414,0.469794,44.953149,0.959080,0.000000,23.540207,0.502233
test.enc.prompt.txt::01823,test.enc.prompt.txt::01823,We'd know. There,1.0,content_diversity,would be tell tale signs.,would be news about it on the TV by now.,is know way this thing would move without making a racket otherwise.,"isn't anything we can do, I am so sorry.",would be a large ring around the outer edge telling us so.,4.375,0.415,-0.034,0.957,-0.118,-0.637,-0.179,5.245836,0.055657,0.480439,2.520306,0.026740,94.143695,0.776294,0.000000,45.230325,0.372962
test.enc.prompt.txt::01824,test.enc.prompt.txt::01824,Thanks for the,0.0,content_diversity,"recognition, folks. It means so much to me.",good cheer and support. It's everything to me.,"strong show of appreciation, gang. It warms my heart.","standing ovation, ladies and gentlemen. This day has been one-pf-a-kind.","acknowledgement, everyone. It's been so long.",2.750,0.559,-0.021,0.960,-0.246,-0.749,-0.456,36.150251,0.598344,0.434618,15.711565,0.260051,111.286043,1.183191,0.000000,48.366963,0.514237
test.enc.prompt.txt::01829,test.enc.prompt.txt::01829,Well... now what?,0.0,content_diversity,anyone know what this means,do you know? i dont understand,what does it mean?,whats the meaning?,i wish i understood,2.056,0.643,-0.011,0.973,-0.101,-0.759,-0.479,22.261473,1.019702,0.393944,8.769782,0.401706,20.830829,0.848499,0.000000,8.206188,0.334261
