sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.sa-sb.sa-b::00274,test.sa-sb.sa-b::00274,Gwen's old couch was falling apart. She saved up money to get a new one. She looked for the best price around. Finally she found one she liked for the right price.,1.0,content_diversity,When it arrived it was perfect for her living room and she was very happy.,When she got it home she realised it didn't fit with the rest of the room and she would have to redecorate.,She ordered it and was told it would take three months to arrive and she was very disappointed.,She was even happier when the salesman said today was a special 25% off day.,Jane bought it and could not stop thinking about how great it was going to look on the way home.,4.556,0.550,-0.078,0.902,-0.284,-0.781,-0.298,-0.879238,-0.002156,0.626462,-0.550809,-0.001350,81.734858,0.889651,0.000000,51.203772,0.557332
test.sa-sb.sa-b::00276,test.sa-sb.sa-b::00276,Ron is having a cook out with the family. Ron is wearing his favorite shirt to impress everyone. While preparing his hot dog Ron spills some mustard on his shirt. Ron gets upset and rushes inside to clean his shirt.,1.0,content_diversity,His wife brings him a clean shirt and reassures him she can get the stain out.,Ron gives up on cleaning his shirt and throws it away.,"The neighbor, who overheard what happened, shows up to help Ron with her secret stain remover solution.",Ron throws away all the mustard bottles so it won't happen again.,Ron decides he is done for the day and goes to bed.,4.667,0.408,-0.031,0.953,-0.302,-0.806,-0.301,26.785655,0.183734,0.619837,16.602736,0.113885,86.011539,0.514035,0.000000,53.313122,0.318618
test.sa-sb.sa-b::00279,test.sa-sb.sa-b::00279,Harry and his basketball team was losing the game. The coach called for a timeout. Harry boosted morale by talking to his team. The team caught up and the game was tied.,0.0,content_diversity,He scored winner,Harry scored a winning point,Harry scored a point that won them a game,He scores final point,He scored last point,1.500,0.378,-0.092,0.869,-0.488,-0.922,-0.621,39.795397,1.522616,0.378694,15.070289,0.576606,31.458774,1.144196,0.000000,11.913257,0.433301
test.sa-sb.sa-b::00285,test.sa-sb.sa-b::00285,It was Isabella's first day at school. She thought she was going to like it. When the bus drove away she started crying. All she wanted was her mother.,0.0,content_diversity,The bus driver began a happy melody to improve the mood.,She laughed at the funny tune coming from the front of the bus.,The bus driver had a happy sing along of familiar tunes.,The bus driver chanted a fun chorus that chased the blues away.,The bus driver bebopped causing Isabella to joyfully play along.,1.833,0.577,-0.100,0.890,-0.463,-0.929,-0.594,28.249955,0.516680,0.404008,11.413194,0.208743,59.126573,0.778869,0.000000,23.887579,0.314669
test.sa-sb.sa-b::00294,test.sa-sb.sa-b::00294,Sean was on a diet. He lost a lot of pounds. Eventually his pants fit too big. Even his belt was hard to fit.,1.0,content_diversity,Sean had to go to the clothing store to buy new clothes for his new body.,His wife was proud of him for sticking to his diet and losing so many pounds.,Sean felt sad he couldn't wear his favorite pair of pants anymore.,He decided to donate his old clothes to charity.,He visited a tailor to adjust his pants to his current body.,4.389,0.458,-0.057,0.935,-0.354,-0.781,-0.331,4.885376,0.087436,0.659469,3.221756,0.057662,52.940043,0.710135,0.000000,34.912341,0.468313
test.sa-sb.sa-b::00295,test.sa-sb.sa-b::00295,It had been raining for two days straight. Kim's apartment basement became flooded. Her things in storage were destroyed. She didn't have any insurance.,0.0,content_diversity,Kim went to a store to buy items.,Kim looked online for a way to replace what she lost.,Kim went to a brick and mortar store to purchase things.,Kim went to a garage sale immediately.,Kim decided she would need up to date replacements so she left the house.,2.778,0.629,-0.133,0.868,-0.363,-0.890,-0.465,-13.246880,-0.086887,0.490221,-6.493899,-0.042594,92.972903,0.661168,0.000000,45.577272,0.324118
test.sa-sb.sa-b::00296,test.sa-sb.sa-b::00296,Mike wanted to get a new car. He saved up all of his money from work. It took him two summers to have enough money. Finally he was able to go buy a new car.,1.0,content_diversity,He decided to wait until next year so he could get a better car.,He decided he wanted to put his money in a savings account instead.,He decided to donate his money to a charity instead.,He bought a really decent four door car that was red.,He went and bought a gaming laptop instead.,4.444,0.497,-0.075,0.905,-0.403,-0.736,-0.261,-0.982423,-0.083106,0.578646,-0.568475,-0.048089,57.723008,1.270811,0.000000,33.401213,0.735350
test.sa-sb.sa-b::00299,test.sa-sb.sa-b::00299,Rita fell out of the tree. She broke her arm in two places. The doctor put her arm in a cast. It is purple and looks really neat.,0.0,content_diversity,Cast was pricey,Cast was costly,It was quite expensive,It costed a lot of money,It was pricey cast,1.722,0.583,-0.085,0.890,-0.557,-0.798,-0.804,33.751473,1.930464,0.271423,9.160918,0.523972,22.680807,1.136464,0.000000,6.156087,0.308462
test.sa-sb.sa-b::00301,test.sa-sb.sa-b::00301,"My neighbor Steve went food shopping. He buys his vegetables from a farm stand in Belmont, MA. Steve showed off some locally grown artichokes. Steve said this was unusual, as artichokes are hot weather veggies.",0.0,content_diversity,They were delicious,He said he enjoyed the taste,Artichokes were tasty,The flavour was extremely delicious,Everyone liked their flavour,2.111,0.393,-0.016,0.971,-0.279,-0.831,-0.660,21.590143,0.820521,0.492210,10.626889,0.403869,39.125399,1.085078,0.000000,19.257922,0.534087
test.sa-sb.sa-b::00302,test.sa-sb.sa-b::00302,"I am starting on my third marriage. I am very worried about how it will work out. Until now, I never felt love for the men I was married to. Now that I do love one, he is not very kind.",1.0,content_diversity,i stopped being nervous,it turned out great,i had a happy marriage,the wedding was great,i weighed the pros and cons,3.611,0.393,-0.021,0.965,-0.292,-0.680,-0.374,28.995694,1.441149,0.310681,9.008419,0.447738,19.427506,0.556337,0.000000,6.035762,0.172843
test.sa-sb.sa-b::00312,test.sa-sb.sa-b::00312,"Jack bought some ice cream from the store. When he arrived back at his apartment, there were kids outside. Jack decided that the kids deserved a treat. He got out cups and served them ice cream.",0.0,content_diversity,When he got back everyone was gone,"When he returned, none was there",When he got back all kids were gone,"When he came back, everyone disappeared",No one was there when he came back,1.562,0.390,-0.123,0.836,-0.588,-0.891,-0.764,33.936869,0.960221,0.504022,17.104938,0.483973,21.420034,0.647097,0.000000,10.796175,0.326151
test.sa-sb.sa-b::00325,test.sa-sb.sa-b::00325,The man lit the torch. He scorched the surface of the beef. He told his guests that it was a seared recipe. His guests were impressed by it's flavor.,0.0,content_diversity,the steak was so umami,the steak was decadent,it was so juicy,it was so succulent,it was very tasty,2.222,0.885,-0.154,0.793,-0.476,-0.774,-0.538,22.065383,1.142834,0.366223,8.080852,0.418532,23.322428,0.870817,0.000000,8.541211,0.318913
test.sa-sb.sa-b::00329,test.sa-sb.sa-b::00329,Ken loved going to church. He spent time with family. He got to learn valuable lessons. They even went to eat after.,0.0,content_diversity,it was delicious,the meal was tasty,the food was to his liking,he enjoyed his meal,he likes what they eat that day,2.000,0.471,-0.032,0.950,-0.354,-0.863,-0.805,20.991221,1.227780,0.316706,6.648042,0.388845,61.228000,1.446177,0.000000,19.391264,0.458013
test.sa-sb.sa-b::00330,test.sa-sb.sa-b::00330,Jake was never in his son's life. His son got the lead role in his Christmas play. Jake promised he would show up. On the day of the play Jake got drunk.,1.0,content_diversity,he showed up drunk,he was not able to come,he made it anyway,his son was still happy to see him,Jake missed the play,3.611,0.657,-0.019,0.969,-0.297,-0.653,-0.136,21.125191,0.953212,0.432273,9.131848,0.412048,19.822819,1.004477,0.000000,8.568867,0.434208
test.sa-sb.sa-b::00354,test.sa-sb.sa-b::00354,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,1.0,content_diversity,Later in the day her neck started to feel worse again.,Kate put that down to the CBD oil she took before bed.,This couch was more comfortable than most.,Kate was grateful that her day in Vegas was not ruined by a stiff neck.,The next night Kate got a bed and a friend slept on the sofa.,4.556,0.369,-0.025,0.949,-0.238,-0.748,-0.197,-17.194459,-0.219672,0.587812,-10.107118,-0.129126,52.025679,0.586503,0.000000,30.581344,0.344754
test.sa-sb.sa-b::00357,test.sa-sb.sa-b::00357,Janice has a caffeine addiction but doesn't have a lot of money. She went to the store to see what she could get to satisfy her need. She ended up buying chocolate ice cream and soda to make a drink. After getting home she mixed the chocolate ice cream and soda.,0.0,content_diversity,Overall they liked it,She likes the drink,She thought the drink was pretty good,Overall the drink ended up being good,It turned out to be really good,2.222,0.533,-0.050,0.928,-0.421,-0.781,-0.640,18.849002,0.627915,0.528923,9.969676,0.332119,20.051037,1.271275,0.000000,10.605461,0.672407
test.sa-sb.sa-b::00365,test.sa-sb.sa-b::00365,Ken loved his favorite comedy. He excitedly showed it to his girlfriend. She watched it all the way through without laughing. Ken nervously asked if she liked it.,1.0,content_diversity,Kate said it was terrible.,"Kate said she thought it was great, she wasn't a LOL type of girl.",It was then he realised she was asleep and probably had been the whole movie.,Kate said she had seen it before but didn't like to say.,"Kate was dead, that was why she was so quiet.",4.583,0.449,-0.079,0.912,-0.222,-0.785,-0.307,35.104075,0.433816,0.447152,15.696872,0.193982,81.681327,0.858853,0.000000,36.524003,0.384038
test.sa-sb.sa-b::00366,test.sa-sb.sa-b::00366,Tucker is sitting home one night bored. He gets a text from his friend Sherry. She asks him to come out dancing with her. Tucker agrees and heads out to meet her.,0.0,content_diversity,The traffic is so bad that he doesn't make it to the club and ends up back at home.,He ends up returning home when he sees how much traffic there is.,The level of traffic is so high that he never gets to the club and turns back.,He turns back when he see how terrible the traffic is.,Traffic is awful on the roads so he decides to turn around and return to his house.,1.889,0.698,-0.091,0.874,-0.437,-0.936,-0.511,41.197611,0.677381,0.503165,20.729186,0.340834,49.544724,0.494597,0.000000,24.929158,0.248864
test.sa-sb.sa-b::00370,test.sa-sb.sa-b::00370,Jake was looking forward to a movie for months. He was excited by all the previews. He got early screening tickets. The movie was not what Jake expected at all.,0.0,content_diversity,Very disappointed in the movie Jake was...,Jake was very sad the movie did not live up to its billing,Jake felt cheated as the previews were the best bits of the film.,Jake was very let down.,Jake felt misled as the previews had looked so good.,2.833,0.667,-0.084,0.890,-0.381,-0.900,-0.566,14.347819,0.247260,0.560411,8.040672,0.138567,50.132638,0.698035,0.000000,28.094868,0.391187
test.sa-sb.sa-b::00376,test.sa-sb.sa-b::00376,"It was the day of Shannon's wedding. She was terrified, but excited. She waited in the dressing room until the wedding planner called her. She walked down the aisle with her father.",0.0,content_diversity,It couldn't get any better for her.,She still remembers it.,The whole thing was magical.,A moment to never be forgotten.,"Overtime, truly memorable for her.",2.444,0.497,-0.011,0.976,-0.183,-0.692,-0.415,-6.985628,-0.064258,0.437515,-3.056316,-0.028114,74.489428,1.933056,0.000000,32.590229,0.845741
test.sa-sb.sa-b::00378,test.sa-sb.sa-b::00378,Jane need to get something from the store. But she was late for an appointment. She grabbed her things quickly and headed to checkout. She thought it would be quick.,0.0,content_diversity,She didn't the cashier being held up was even a possibility.,She never thought the store being robbed was possible.,She was taken back by the men in masks demanding money.,"In shock, she complied with the requests of the thieves.",Being a witness to a robbery was not on her to do list that day.,2.389,0.698,-0.037,0.954,-0.241,-0.797,-0.331,29.837391,0.579002,0.467044,13.935386,0.270419,38.229964,0.640051,0.000000,17.855091,0.298932
test.sa-sb.sa-b::00387,test.sa-sb.sa-b::00387,Jane moved in and started working on an old house she bought. When thirsty she went to get a cup of water. But nothing came out of the faucet. She went to the basement to discover there were no pipes.,1.0,content_diversity,"She phoned the realtor who said she should have checked this when she viewed, Jane is furious.",Luckily Janes best friend is a plumber and she put it all right very quickly.,Jane had to go to the shop for bottled water and tried to figure out what to do.,Jane had forgotten about this so had to carry on and just be thirsty.,Jane phoned the police as she realised the copper pipes had been stolen.,4.667,0.527,-0.037,0.937,-0.182,-0.779,-0.298,26.848136,0.351137,0.504182,13.536352,0.177037,64.734573,0.757877,0.000000,32.638018,0.382108
test.sa-sb.sa-b::00388,test.sa-sb.sa-b::00388,Ken wanted to be a rapper. He practiced often. He tried to join a local rap battle. He froze and was embarrassed.,0.0,content_diversity,"After that day, ken never rapped again.",Ken never rapped again after what had happened to him.,Nobody ever heard ken rap again after that day.,Ken never rapped again after that incident.,"After that happened , Ken gave up wanting to be a rapper.",2.111,0.698,-0.132,0.825,-0.519,-0.976,-0.825,5.879305,0.217999,0.582852,3.426766,0.127061,61.483289,0.860483,0.000000,35.835674,0.501535
test.sa-sb.sa-b::00389,test.sa-sb.sa-b::00389,"Janice arrived on campus. She parked her car and started to walk towards the main hall. The double front doors were open when she was nearby. However, they started to close and smacked her in the face.",0.0,content_diversity,It stung for hours.,It made her eyes water.,The pain was intense.,She cried for a while.,She never felt such pain.,2.833,0.471,-0.017,0.965,-0.361,-0.772,-0.406,-2.490041,-0.055044,0.537307,-1.337917,-0.029575,17.478359,0.782193,0.000000,9.391251,0.420278
test.sa-sb.sa-b::00395,test.sa-sb.sa-b::00395,"Abby recently had a physical done by her doctor. During the visit Abby told her doctor she wanted to tone her body. Abby's doctor recommended that she do strength training exercises. After leaving the doctor, Abby researched strength training exercises.",0.0,content_diversity,Abby found that the exercises were simple.,She learned how easy it is to do these exercises.,The exercises ended up being easy.,Abby found that they are not at all challenging.,They were not particularly demanding at all.,2.111,0.657,-0.041,0.924,-0.455,-0.881,-0.638,18.969333,0.493431,0.521975,9.901518,0.257559,30.460568,0.604466,0.000000,15.899656,0.315516
test.sa-sb.sa-b::00406,test.sa-sb.sa-b::00406,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,0.0,content_diversity,Ken is sacked right away.,Ken is fired right at that moment.,Getting fired is the only thing that is going to happen to Ken.,The manger has no choice other than to let Ken go.,The manager fires Ken right away.,1.786,0.452,-0.068,0.918,-0.398,-0.943,-0.604,16.903851,0.184658,0.619519,10.472257,0.114399,33.595730,0.464104,0.000000,20.813193,0.287521
test.sa-sb.sa-b::00407,test.sa-sb.sa-b::00407,Glenn has been living a lie his whole life. Glenn was a gay teenager. Glenn knew he needed to tell his parents his true self. One evening while having dinner Glenn tells them he is gay.,1.0,content_diversity,His parents are not shocked as they knew already and Glenn is relieved.,Glenns dad kicks Glenn out the house and he has to stay at his friends.,Glenns mom hates the idea but his dad is cool and says he will talk mum round.,His mum and dad reply they are splitting up as they both realise they are gay too.,Glenns mum faints and his dad kills himself. Glenn doubts this was a good idea.,4.611,0.567,-0.050,0.924,-0.294,-0.807,-0.418,27.155575,0.348568,0.557326,15.134512,0.194266,47.039317,0.440048,0.000000,26.216241,0.245250
test.sa-sb.sa-b::00414,test.sa-sb.sa-b::00414,Jake was making a sandwich. He had all the ingredients ready. He put everything together. Right before taking a bit he noticed the moldy bread.,1.0,content_diversity,He ate the sandwich anyway.,He decided to give the sandwich to his dog instead.,He threw the sandwich in the trash.,"He went outside,found a homeless man and have him the sandwich.",He hurriedly put the sandwich down and went outside to vomit.,4.357,0.350,-0.110,0.902,-0.430,-0.922,-0.485,-16.267827,-0.309809,0.638709,-10.390409,-0.197878,101.237319,1.231057,0.000000,64.661195,0.786287
test.sa-sb.sa-b::00416,test.sa-sb.sa-b::00416,I forgot to turn my hit monitor on. I sat there for a long time wishing there was something to do. I finally realized I had forgotten. I turned it on quickly.,1.0,content_diversity,My day's already off to a great start!,I'll just count the time wasted as meditation break.,"A side glance at the clock made me even more anxious, five minutes already passed.",I couldn't wait to check for my acceptance email.,I wanted to do my daily social media stalking of my ex.,4.444,0.643,-0.015,0.974,-0.162,-0.667,-0.175,20.206998,0.177416,0.440928,8.909823,0.078228,69.585251,0.524861,0.000000,30.682058,0.231426
test.sa-sb.sa-b::00426,test.sa-sb.sa-b::00426,"I stole the assistant principal's walkie talkie. He looked for it for days. He knew someone took it, but didn't know who. He questioned a kid, and she told on me.",0.0,content_diversity,I can now no longer go back to that school ever again.,"They expelled me permanently, I cannot believe it.",I am now excluded for good.,I am now expelled forever.,They kicked me out of school for good.,1.833,0.408,-0.063,0.914,-0.445,-0.790,-0.693,27.589880,0.912570,0.482096,13.300972,0.439946,65.179186,0.987313,0.000000,31.422628,0.475980
test.sa-sb.sa-b::00433,test.sa-sb.sa-b::00433,Jane was walking home at night. She went by a dark alley. A stranger leaped out and grabbed her purse. Jane tried to fight back but couldn't.,1.0,content_diversity,Jane was killed by the stranger.,Jane lost her purse to the stranger as he fled.,Jane started screaming for help and the stranger ran.,Jane fell to the ground unconcious.,Jane let go of the purse and ran away.,4.250,0.692,-0.080,0.913,-0.386,-0.874,-0.524,1.658149,-0.030102,0.644066,1.067958,-0.019387,34.183615,0.460967,0.000000,22.016512,0.296893
test.sa-sb.sa-b::00437,test.sa-sb.sa-b::00437,"Gary had practiced mixed martial arts his whole life. He finally got the chance to fight for a championship. His opponent was tough, but beatable. Gary trained and studied his opponent.",1.0,content_diversity,He ended up beating his opponent.,It ended up losing anyway.,His skills showed in the ring.,He never prepared so well before.,He ended up defeating him.,3.556,0.497,-0.057,0.920,-0.424,-0.730,-0.371,5.590706,0.136800,0.499317,2.791533,0.068307,45.998989,1.682400,0.000000,22.968062,0.840050
test.sa-sb.sa-b::00447,test.sa-sb.sa-b::00447,I hate too much noise around me. The kids get up and start running around. The one with autism stims very loudly. I put earplugs in so I don't have to hear it.,0.0,content_diversity,I wish it was all all over sometimes.,Some days I feel like killing myself.,Some times it gets so bad I feel like ending it all.,I could end my life because of it somedays.,On some days I actually think about suicide.,2.188,1.059,-0.054,0.920,-0.386,-0.765,-0.632,21.221440,0.441550,0.474493,10.069417,0.209512,52.611334,1.412054,0.000000,24.963690,0.670009
test.sa-sb.sa-b::00448,test.sa-sb.sa-b::00448,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,"To her surprise, her mom didn't get mad.",She got mad just as she thought.,her level of madness was lower then expected.,She really wished she didn't have to tell her.,"The moment she started yelling, she regretted telling her.",3.611,0.393,-0.037,0.951,-0.233,-0.723,-0.394,15.449933,0.505936,0.547775,8.463080,0.277139,69.005246,1.391586,0.000000,37.799315,0.762275
test.sa-sb.sa-b::00577,test.sa-sb.sa-b::00577,Sally is in a relationship with her dream guy. She feels so lucky to be with such a handsome guy. One night while on a date he sits down and talks to her. He tells her that he just isn't feeling a connection with her.,0.0,content_diversity,Sally is heartbroken and leaves the restaurant.,"As she is running out of the restaurant, Sally is sobbing hysterically.",Sally is hysterical as her dream guy stands up to leave.,The waitress consoles Sally as the guy leaves her in the restaurant.,Sally is so upset she crashes her car after leaving the restaurant.,3.083,0.837,-0.088,0.906,-0.434,-0.906,-0.558,20.560195,0.343170,0.600808,12.352724,0.206179,58.962142,0.685191,0.000000,35.424911,0.411668
test.sa-sb.sa-b::00579,test.sa-sb.sa-b::00579,"Pip built a treehouse with his dad. Tonight, they're going to have a super secret sleep over there. Pip made plans for the whole night and his dad bought snacks. Pip's mom promised she'd let them have a boys' night.",0.0,content_diversity,the tree house had its first night,the new tree house was used for the first time,"that night, the new tree house was utilized",that was the first time the tree house was used after built,that was the newly built treehouse's first time being put into use,1.833,0.816,-0.178,0.765,-0.489,-0.979,-0.847,46.607854,1.031694,0.419719,19.562218,0.433022,48.236327,0.661011,0.000000,20.245720,0.277439
test.sa-sb.sa-b::00582,test.sa-sb.sa-b::00582,Viri went to the gym. She headed straight for the squat press. Viri has been working out hard the past few months. She's ready to add some more weight to the bar.,1.0,content_diversity,She added more weight and found she could easily lift it.,This was too heavy for her so she had to take them off.,It was too much and Viri put her back out.,She found it too easy so added even more.,the weights fell off the bar an crashed to the floor.,4.167,0.577,-0.029,0.937,-0.284,-0.796,-0.382,1.483483,0.154145,0.508960,0.755033,0.078453,40.699801,0.745182,0.000000,20.714571,0.379268
test.sa-sb.sa-b::00597,test.sa-sb.sa-b::00597,My neighbor took an Uber on an errand. She took her two year old to the doctor. Her four year old saw her get into the Uber car. He started crying.,0.0,content_diversity,He cried continuously until they returned.,He wailed non stop until the came home.,He cried the entire time they were away.,His crying did not stop until they came home.,His crying did not cease until he saw them again.,2.111,0.875,-0.079,0.862,-0.531,-0.934,-0.649,15.782002,0.414074,0.567657,8.958768,0.235052,44.661158,1.171435,0.000000,25.352231,0.664974
test.sa-sb.sa-b::00612,test.sa-sb.sa-b::00612,"Kate was at a gas station on the highway. She went in to get Advil. But they also had earbuds which she needed terribly. They were both low quality, and expensive.",1.0,content_diversity,She thought what the heck and bought them anyway.,Kate refused to pay so much for them and so did not buy them.,Kate had a huge argument with the guy behind the counter after trying to get him to lower the prices.,When the guy behind the counter was not looking Kate slipped them both in her hand bag.,Kate decied to wait until the next station and see what they had there.,4.611,0.393,-0.061,0.904,-0.228,-0.820,-0.316,8.757531,-0.023328,0.600185,5.256137,-0.014001,45.886752,0.436387,0.000000,27.540530,0.261913
test.sa-sb.sa-b::00621,test.sa-sb.sa-b::00621,John was invited to a barbecue. He was asked to bring extras. He got chips and dip. He was welcomed warmly at the barbecue.,0.0,content_diversity,everyone loves chips and dips,no one can resist chips and dips,chips is a favorite at the party,"people like chip and dips, it is the way it is",chips are easy pick at party,2.278,0.786,-0.056,0.906,-0.276,-0.925,-0.692,24.744514,0.595906,0.340301,8.420571,0.202787,83.325497,2.700668,0.000000,28.355712,0.919039
test.sa-sb.sa-b::00623,test.sa-sb.sa-b::00623,Larry wanted to go out with friends. They wanted to go to a bar. Larry had a bit of a drinking problem but went anyway. He got too drunk and made a fool of himself.,0.0,content_diversity,he was too drunk to drive home,he could not drink and drive,he was not able to drive his vehicle home,he was in no position to operate his car,he did not drive his car home,1.944,0.550,-0.101,0.875,-0.449,-0.857,-0.675,40.183066,1.103906,0.446353,17.935824,0.492732,26.797083,0.627100,0.000000,11.960953,0.279908
test.sa-sb.sa-b::00640,test.sa-sb.sa-b::00640,Fred had always wanted to visit Spain. He saves his money for a big trip. Finally it is time for him to visit. He eats great food and meets interesting people.,1.0,content_diversity,it was a great trip,it was worth it,he decides to stay there longer,he moves there after,then he was off to italy,3.889,0.567,-0.043,0.926,-0.237,-0.622,-0.261,16.841396,0.918052,0.332664,5.602533,0.305403,48.246395,1.727569,0.000000,16.049858,0.574701
test.sa-sb.sa-b::00643,test.sa-sb.sa-b::00643,My car was running rough the other day. I looked it over but couldn't figure out the problem. I ended up taking it to the local mechanic. He was able to identify the problem quickly.,1.0,content_diversity,He told me how much it was going to cost and then fixed it.,He said the car was beyond repair.,He then said he could not fix it as he was too busy.,He then said he was in a good mood and would fix it for free.,He said he nbeeded a part that would take four days to arrive.,4.167,0.527,-0.079,0.889,-0.352,-0.779,-0.245,-1.025195,0.100332,0.572762,-0.587192,0.057466,79.947581,1.023500,0.000000,45.790917,0.586221
test.sa-sb.sa-b::00646,test.sa-sb.sa-b::00646,Lance is working hard on building a new room to his house. He works very hard day and night to get in done quick. One night while working all day he wanted to keep going and finish it. He began working while being tired and hammered his hand accidentally.,0.0,content_diversity,the hand broke,his hand was broken,he has broken his hand himself,the hand bone was fractured,his bone was damaged,1.833,0.408,-0.087,0.874,-0.532,-0.895,-0.720,33.400173,1.349666,0.328729,10.979601,0.443674,36.699463,1.233331,0.000000,12.064173,0.405432
test.sa-sb.sa-b::00648,test.sa-sb.sa-b::00648,Dennis uses tinder to get a date. He finds a pretty girl and asks her out. On his date he takes her out to eat. He has a good time and asks if he can see her again.,1.0,content_diversity,she said yes,she said no,they became boyfriend girlfriend after,two years later they are married,she said she is moving away,4.278,0.342,-0.064,0.926,-0.142,-0.656,-0.183,19.200523,0.976457,0.398279,7.647167,0.388903,50.586128,1.085617,0.000000,20.147396,0.432379
test.sa-sb.sa-b::00651,test.sa-sb.sa-b::00651,Sam's television was stolen. He was shopping for a replacement. He didn't have much money. Sam was looking at used ones when he found his old one.,0.0,content_diversity,he demand his old one back,the old tv was returned to the owner,he retrieve his old tv,he was able to recover his old tv,he reclaim what was his,2.444,0.550,-0.104,0.868,-0.384,-0.764,-0.564,29.169430,1.041637,0.348243,10.158051,0.362743,26.293628,0.985493,0.000000,9.156573,0.343191
test.sa-sb.sa-b::00656,test.sa-sb.sa-b::00656,Sarah lost her husband in the war. It had been years since she seen her husband. One day she gets a letter in the mail. It was a letter from her husband.,0.0,content_diversity,she was glad to get a letter,she was happy receiving the letter,the letter made her warm inside,she was ecstatic to get something from him,she feels overjoyed,2.278,0.671,-0.066,0.901,-0.420,-0.748,-0.682,25.419361,0.605451,0.492550,12.520314,0.298215,24.349396,1.137498,0.000000,11.993302,0.560275
test.sa-sb.sa-b::00662,test.sa-sb.sa-b::00662,"My friends and I bought tickets to a music festival. Before the festival, we went to John's house to have lunch. We grilled chicken and drank beer. After lunch, we went to the music festival.",0.0,content_diversity,it was fantastic,the music festival was enjoyable,it was so pleasurable,I had a great time there,I enjoy myself at the music festival,2.111,0.698,-0.056,0.901,-0.365,-0.700,-0.682,18.890972,1.002091,0.483664,9.136890,0.484676,29.354221,0.953612,0.000000,14.197591,0.461228
test.sa-sb.sa-b::00669,test.sa-sb.sa-b::00669,"Mark was a repairman. He started fixing things when he was very young. His dad taught him everything he knew. Then, he went to a trade school to learn more.",1.0,content_diversity,Mark obtained his certificates,Mark obtained his degrees,Mark became licensed,Mark started his own company,Mark knew that this was his calling,3.111,0.515,-0.099,0.893,-0.451,-0.919,-0.622,12.476151,0.668842,0.573671,7.157204,0.383695,26.889482,0.672704,0.000000,15.425711,0.385911
test.sa-sb.sa::00572,test.sa-sb.sa::00572,"Sean and I went on a walk at about 3:00am. We liked to walk in the silence and stillness of night. Eventually, we sat next to the stream to watch it bubble past. When we had been there for a little while, he kissed me.",0.0,content_diversity,Sean raped me,I told him no after the kiss but he didn't stop.,Sean ended up violating me.,Sean forced me to have sex after he kissed me,Sean made me have sex with him,1.700,0.400,-0.063,0.927,-0.477,-0.858,-0.572,35.684467,1.221896,0.415962,14.843374,0.508262,60.791306,1.443187,0.000000,25.286860,0.600311
test.sa-sb.sa::00579,test.sa-sb.sa::00579,"Pip built a treehouse with his dad. Tonight, they're going to have a super secret sleep over there. Pip made plans for the whole night and his dad bought snacks. Pip's mom promised she'd let them have a boys' night.",1.0,content_diversity,Sadly it rained and the roof leaked all night.,It was a wonderful night for Pip and his dad.,Pip and his dad had fun gazing at the stars.,Pip's dad told ghosts stories until they both fell asleep.,Pip's dad told him they could have more secret sleepovers in the future.,4.556,0.550,-0.055,0.909,-0.336,-0.763,-0.399,1.140796,0.152954,0.589302,0.672274,0.090136,43.365075,0.905042,0.000000,25.555137,0.533343
test.sa-sb.sa::00588,test.sa-sb.sa::00588,"Tim loved the Price is Right. He got tickets to go once. He was actually picked as a contestant. He didn't win, but still had a lot of fun.",0.0,content_diversity,He enjoyed every second,He loved it.,He loved being there.,Every minute he loved.,The whole time was enjoyable.,1.833,0.577,-0.041,0.947,-0.426,-0.842,-0.807,13.721008,0.744135,0.412075,5.654086,0.306640,25.934738,1.186266,0.000000,10.687059,0.488831
test.sa-sb.sa::00589,test.sa-sb.sa::00589,Steve got a sweater for his birthday. Steve didn't like the sweater at all. He brought the sweater to a donation center. Steve donated the sweater.,1.0,content_diversity,he was happy he donated it.,he thought it was a good thing to do.,he feels happy inside.,he was glad to do something nice,he was happy the sweater went to a good cause.,2.333,0.816,-0.099,0.871,-0.435,-0.753,-0.665,15.148155,0.721506,0.477729,7.236712,0.344685,19.290064,1.263320,0.000000,9.215422,0.603525
