sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.enc.prompt.txt::00449,test.enc.prompt.txt::00449__row216,I knew you'd,1.0,content_diversity,would be here.,certainly be in the area.,want to be part of this group.,consider this event to be you.,couldn't resist being here.,-0.040,0.942,-0.244,-0.690,-0.589,3.355535,0.000294,0.395366,1.326666,0.000116,44.718091,1.068710,0.000000,17.680029,0.422532
test.enc.prompt.txt::00449,test.enc.prompt.txt::00449__row217,I knew you'd,0.0,content_diversity,would be attending.,wouldn't miss the event.,considered this event you didn't want to miss.,made plans to attend.,could be counted on to be here.,-0.024,0.954,-0.267,-0.762,-0.613,25.051143,0.806018,0.361487,9.055661,0.291365,47.677249,0.435801,0.000000,17.234702,0.157536
test.enc.prompt.txt::00790,test.enc.prompt.txt::00790,"Normally, we'd be",1.0,content_diversity,at the beach in the sun by now,happier about being at home,"at work all day, instead of home",chatting about the weather,all in this together.,-0.030,0.943,-0.171,-0.674,-0.207,11.536423,0.233065,0.480532,5.543616,0.111995,22.283749,0.749921,0.000000,10.708046,0.360361
test.enc.prompt.txt::00791,test.enc.prompt.txt::00791,As real as,1.0,content_diversity,"it seems, it is not real.",real can get.,the stars in the sky.,it is in your head.,a fantasy can be.,-0.027,0.928,-0.267,-0.713,-0.315,-9.878733,-0.536960,0.498922,-4.928721,-0.267902,19.667581,0.626013,0.000000,9.812597,0.312332
test.enc.prompt.txt::00792,test.enc.prompt.txt::00792__row220,I want you,1.0,content_diversity,to know,more than anything,LIKE YESTERDAY,to tell me the time,to call me later,-0.022,0.963,0.002,-0.652,-0.327,11.948246,0.845998,0.421075,5.031102,0.356228,34.932878,2.097802,0.000000,14.709345,0.883331
test.enc.prompt.txt::00792,test.enc.prompt.txt::00792__row221,I want you,0.0,content_diversity,to tell me what time it is,to give me the time,let me know what time it is,to tell the time right now,let me know next time,-0.131,0.794,-0.286,-0.927,-0.606,13.737293,0.459405,0.464390,6.379466,0.213343,40.018357,1.917038,0.000000,18.584137,0.890254
test.enc.prompt.txt::00794,test.enc.prompt.txt::00794,Mrs. Peel ...,1.0,content_diversity,your exams are way too hard,you should behave yourself,why don't you like me,what is your dirty secret,i think you should dress more formaly,-0.024,0.961,-0.137,-0.679,-0.174,-4.226188,0.113862,0.446938,-1.888843,0.050889,46.071170,0.974258,0.000000,20.590939,0.435433
test.enc.prompt.txt::00795,test.enc.prompt.txt::00795,May I help,1.0,content_diversity,with that heavy box,you with your homework,his dad? he looks tired,building new house,with food rationing? I could volunteer,-0.013,0.982,-0.118,-0.577,-0.138,5.368479,0.797144,0.336603,1.807044,0.268321,88.337675,2.298996,0.000000,29.734695,0.773848
test.enc.prompt.txt::00796,test.enc.prompt.txt::00796,Your voice --,0.0,content_diversity,"horrible, like nails on a chalkboard.",awful and screeching.,so terrible. Give up the singing.,I've never heard something worse in my life.,God help us all. It's bad.,0.000,1.000,-0.134,-0.744,-0.496,22.221655,0.608741,0.381019,8.466865,0.231942,35.289953,1.742149,0.000000,13.446131,0.663791
test.enc.prompt.txt::00797,test.enc.prompt.txt::00797,"Congratulations, Mrs. Peel.",1.0,content_diversity,You don't have cancer.,You won a trip to Hawaii!,We would like you to work for us.,You just got promoted!,You are pregnant!,-0.032,0.968,-0.286,-0.670,-0.252,6.180620,0.008601,0.510328,3.154146,0.004389,28.781014,0.480851,0.000000,14.687770,0.245392
test.enc.prompt.txt::00798,test.enc.prompt.txt::00798,Close. We're so,1.0,content_diversity,near the shore.,going to that new restaurant.,leaving for vacation soon.,close to starting our own business.,going to buy our own house.,-0.029,0.937,-0.341,-0.668,-0.292,16.010409,0.454537,0.386090,6.181453,0.175492,12.877096,2.128162,0.000000,4.971713,0.821661
test.enc.prompt.txt::00799,test.enc.prompt.txt::00799,My number two.,0.0,content_diversity,why not first?,ok but why 2,who wants to be second?,second place sucks,your number 1 would be better than 2,-0.012,0.974,-0.036,-0.731,-0.359,22.282817,1.669207,0.245770,5.476458,0.410242,39.129449,2.021557,0.000000,9.616862,0.496839
test.enc.prompt.txt::00800,test.enc.prompt.txt::00800,For starters. Of,1.0,content_diversity,course I want the soup.,what do you recommend?,course I want you gone?,"the moon, is where I'm from.",course we are going to the hospital.,-0.050,0.918,-0.229,-0.675,-0.159,5.617555,0.452053,0.372005,2.089758,0.168166,39.948992,1.691438,0.000000,14.861222,0.629223
test.enc.prompt.txt::00801,test.enc.prompt.txt::00801__row229,"Doctor Peel, I",1.0,content_diversity,don't feel good,think you aren't real doctor,believe i have every right to demand payback,think you should have given me prescription,can't find my antibiotics,-0.014,0.969,-0.137,-0.663,-0.164,25.055601,0.456881,0.454031,11.376027,0.207438,75.894997,1.223139,0.000000,34.458703,0.555344
test.enc.prompt.txt::00801,test.enc.prompt.txt::00801__row230,"Doctor Peel, I",0.0,content_diversity,am not well,feel sick,think I might be sick,feel unwell,feel exhausted,-0.036,0.957,-0.423,-0.712,-0.610,9.079788,0.695521,0.406019,3.686566,0.282395,17.300726,0.750821,0.000000,7.024423,0.304848
test.enc.prompt.txt::00802,test.enc.prompt.txt::00802,Red herring would,1.0,content_diversity,be a perfect choice for dinner,be so hard to catch,not exist in warmer waters,be best choice of protein,be classified as a blue fish,-0.029,0.963,-0.098,-0.627,-0.138,13.918652,0.632525,0.438818,6.107759,0.277564,18.961521,0.972102,0.000000,8.320661,0.426576
test.enc.prompt.txt::00803,test.enc.prompt.txt::00803,... Showers followed,1.0,content_diversity,the day before,the next day,me around seemingly,close behind,by a a long bath,-0.013,0.963,-0.128,-0.627,-0.301,0.177586,0.052827,0.357030,0.063403,0.018861,75.663004,4.254623,0.000000,27.013940,1.519027
test.enc.prompt.txt::00804,test.enc.prompt.txt::00804,That place is,0.0,content_diversity,so pretty,"pretty, they just fixed it up",all fixed up and gorgeous,so nice now that it's redone,beautiful after the remodel.,-0.013,0.974,-0.255,-0.837,-0.576,24.314611,1.063000,0.367176,8.927748,0.390308,44.828454,0.838303,0.000000,16.459944,0.307805
test.enc.prompt.txt::00806,test.enc.prompt.txt::00806,Not so much,1.0,content_diversity,lately,"sugar, it is too sweet","time, you should be done sooner","perfume, it doesn't smell good","money, it is too expensive",-0.037,0.925,-0.264,-0.670,-0.212,40.239013,1.017769,0.313505,12.615131,0.319076,44.320607,5.424382,0.000000,13.894731,1.700571
test.enc.prompt.txt::00807,test.enc.prompt.txt::00807__row235,So ... I,1.0,content_diversity,bet you weren't expecting to see me.,think it better if we both get dressed and leave.,suppose you want to go to the park?,"have a plan, you may not like it though.","shot him and ran away, I think he is dead",-0.018,0.968,-0.091,-0.648,-0.190,-5.365926,-0.113451,0.459474,-2.465503,-0.052128,38.236783,0.587676,0.000000,17.568804,0.270022
test.enc.prompt.txt::00807,test.enc.prompt.txt::00807__row236,So ... I,0.0,content_diversity,guess you want to go to the park?,think you would like a walk to the funfair?,suppose you want to go to the meadow?,will be taking you to the park then?,think a trip to the park is in order then?,-0.166,0.795,-0.505,-0.851,-0.618,27.737540,0.758013,0.420683,11.668722,0.318884,43.815450,0.909364,0.000000,18.432432,0.382554
test.enc.prompt.txt::00808,test.enc.prompt.txt::00808,That's possible. Sir,0.0,content_diversity,watch your language,don't be rude,stop threatening me,watch what you're saying,stop behaving so rude,-0.017,0.765,-0.203,-0.769,-0.386,25.308326,1.350257,0.330828,8.372705,0.446703,32.568633,1.487690,0.000000,10.774618,0.492170
test.enc.prompt.txt::00810,test.enc.prompt.txt::00810,Not quite. This,0.0,content_diversity,is by far the worst thing you've done,is so cruel,is the biggest mistake you've commited,is so wrong on many levels,is one of the most selfish and worse things you've done,-0.064,0.927,-0.179,-0.789,-0.667,28.693435,1.391793,0.406099,11.652384,0.565206,49.304785,1.488370,0.000000,20.022640,0.604426
test.enc.prompt.txt::00811,test.enc.prompt.txt::00811,The Prospero Project,0.0,content_diversity,isn't good at all,in my honest opinion is worthless,isn't relevant,shouldn't be considered good,is not worth at all,-0.030,0.940,-0.238,-0.710,-0.683,28.843580,1.349883,0.310054,8.943068,0.418537,32.389923,0.989221,0.000000,10.042626,0.306712
test.enc.prompt.txt::00812,test.enc.prompt.txt::00812,Exactly. There'd been,1.0,content_diversity,more of those snakes in the past.,fewer hate crimes before.,a lot more money in the bank.,proof she cheated.,food to eat just a week before.,-0.019,0.956,-0.278,-0.597,-0.086,-7.612293,-0.137107,0.361697,-2.753347,-0.049591,24.528152,2.080594,0.000000,8.871769,0.752546
test.enc.prompt.txt::00813,test.enc.prompt.txt::00813,That's what we,0.0,content_diversity,all thought at first,were thinking,thought about the situation,thought was the problem,we starting to think,-0.020,0.767,-0.222,-0.895,-0.622,1.055235,-0.035964,0.495497,0.522866,-0.017820,45.127408,2.199788,0.000000,22.360504,1.089989
test.enc.prompt.txt::00814,test.enc.prompt.txt::00814,Three agents killed,0.0,content_diversity,shouldn't be not punished,should be revenged,should be avenged,requires vendetta,shouldn't go without consequences,-0.040,0.732,-0.203,-0.806,-0.569,22.293543,1.359301,0.287046,6.399271,0.390182,38.715777,2.045241,0.000000,11.113206,0.587078
test.enc.prompt.txt::00816,test.enc.prompt.txt::00816,I'm playing to,1.0,content_diversity,win,get better,beat you basically,impress people,go further,0.000,0.600,-0.223,-0.638,-0.448,8.306460,0.162036,0.422615,3.510434,0.068479,40.235572,1.867834,0.000000,17.004155,0.789375
test.enc.prompt.txt::00817,test.enc.prompt.txt::00817,Please don't tell,1.0,content_diversity,him it's a suprise,on me for doing it like that,"the others, it's a secret",her that she lost all of it,them that it will soon be over.,-0.032,0.952,-0.203,-0.600,-0.231,4.601077,0.261941,0.418105,1.923734,0.109519,29.929387,1.092310,0.000000,12.513630,0.456701
test.enc.prompt.txt::00818,test.enc.prompt.txt::00818,"Teddy bears, cuckoo",1.0,content_diversity,for cocoa puffs.,"clocks, and old mansions.","birds, I don't know what I mean.",is what I am.,were my favorite pets.,-0.015,0.961,-0.127,-0.614,-0.080,8.422315,0.467797,0.262890,2.214140,0.122979,43.093172,1.843216,0.000000,11.328754,0.484563
test.enc.prompt.txt::00819,test.enc.prompt.txt::00819,'The owl and,1.0,content_diversity,the bee sat atop the tree,it's babies rested in the nest,it's friends flew by the light of the moon.,the eagle never flew at the same time,the opossum shared the same branch,-0.084,0.930,-0.259,-0.638,-0.136,32.075259,0.849999,0.421396,13.516373,0.358186,21.233842,0.921995,0.000000,8.947848,0.388525
test.enc.prompt.txt::00820,test.enc.prompt.txt::00820,Your mission is,1.0,content_diversity,to bring your troops home safely,to confiscate money from dealers,to be the best in your class,get better at chess,not to eat so much junk food,-0.023,0.972,-0.176,-0.530,-0.115,9.143050,0.414254,0.418889,3.829923,0.173527,32.368890,1.364231,0.000000,13.558971,0.571461
test.enc.prompt.txt::00822,test.enc.prompt.txt::00822,Talk to the,1.0,content_diversity,hand,man behind the counter,"boss, he's over there",person who told you that to begin with,other man if he won't listen,-0.004,0.991,0.113,-0.578,-0.176,11.415227,0.420126,0.301380,3.440317,0.126617,46.184801,5.136004,0.000000,13.919157,1.547887
test.enc.prompt.txt::00823,test.enc.prompt.txt::00823,"Ah, here we",0.0,content_diversity,can buy a house.,is where we can live,should stay forever,never leave this spot,have the best location to live.,-0.008,0.982,-0.263,-0.671,-0.367,15.813117,1.037860,0.282359,4.464969,0.293049,31.354935,1.133280,0.000000,8.853334,0.319991
test.enc.prompt.txt::00824,test.enc.prompt.txt::00824,Privately owned by,1.0,content_diversity,the Gates family.,whoever wants to own it.,them and you cannot trespass.,that old family and rumored to be haunted.,the people that lost their son in the war.,-0.020,0.960,-0.206,-0.612,-0.177,2.335937,0.125578,0.419162,0.979135,0.052637,48.648213,0.822076,0.000000,20.391463,0.344583
test.enc.prompt.txt::00825,test.enc.prompt.txt::00825__row251,You're not venturing,1.0,content_diversity,into the wilderness alone.,into that house.,around this foreign country.,up the river without the rest of the people.,across the ocean without a crew.,-0.026,0.954,-0.387,-0.622,-0.225,8.442359,0.329818,0.486669,4.108637,0.160512,48.989279,1.354768,0.000000,23.841578,0.659324
test.enc.prompt.txt::00825,test.enc.prompt.txt::00825__row252,You're not venturing,0.0,content_diversity,around the forest without me.,into the woods alone without protection.,around the wilds of Alaska without the rest of the team.,"out, into the wilderness, alone.","alone, into a wild area filled with bears.",-0.060,0.918,-0.431,-0.810,-0.602,16.479790,0.325955,0.473330,7.800376,0.154284,46.753643,0.869032,0.000000,22.129893,0.411339
test.enc.prompt.txt::00827,test.enc.prompt.txt::00827__row253,I was hoping,1.0,content_diversity,you could take me out for a dinner,i wouldn't have to see him,you could borrow me some money,he has changed,i wouldn't have to do whole project by myself,-0.045,0.897,-0.175,-0.630,-0.187,16.799248,0.936629,0.446195,7.495740,0.417919,42.338669,1.679024,0.000000,18.891301,0.749172
test.enc.prompt.txt::00827,test.enc.prompt.txt::00827__row254,I was hoping,0.0,content_diversity,you could lend me money,i could borrow money from you,you can give me some money,"you can lend me money, I'll pay you back",you can give me money and I'll pay back,-0.133,0.819,-0.558,-0.963,-0.820,25.617069,0.844298,0.467790,11.983400,0.394954,34.733936,0.816426,0.000000,16.248176,0.381916
test.enc.prompt.txt::00828,test.enc.prompt.txt::00828,Cocky little bastard.,0.0,content_diversity,you should be dead,i should kill you,you shouldn't be alive,you should be burried,i will strangle you,-0.108,0.663,-0.360,-0.786,-0.575,27.438239,1.387127,0.331636,9.099520,0.460022,25.661618,1.182202,0.000000,8.510328,0.392061
test.enc.prompt.txt::00829,test.enc.prompt.txt::00829__row256,I think she,1.0,content_diversity,is the perfect girl for you,might be the best student in our class,might be suicidal,is the best softball player around,is the best possible friend,-0.084,0.881,-0.227,-0.629,-0.347,12.926445,0.552960,0.537927,6.953488,0.297452,13.760739,0.869560,0.000000,7.402277,0.467760
test.enc.prompt.txt::00829,test.enc.prompt.txt::00829__row257,I think she,0.0,content_diversity,might be having suicidal thoughts,is severely depressed,is mentally unstable,is a threat to herself,is suicidal,-0.046,0.956,-0.392,-0.729,-0.471,15.847988,0.731277,0.447901,7.098331,0.327540,20.672419,0.532341,0.000000,9.259199,0.238436
test.enc.prompt.txt::00830,test.enc.prompt.txt::00830,Look at that,1.0,content_diversity,pimple in the middle of your forehead,man swimming so fast,amazing natural beauty,"phone, it so ahead of the time",man without pants on,-0.014,0.968,-0.044,-0.566,-0.144,12.907864,0.520887,0.402067,5.189823,0.209431,54.028007,1.532237,0.000000,21.722864,0.616062
test.enc.prompt.txt::00831,test.enc.prompt.txt::00831__row259,I don't get,1.0,content_diversity,why you don't want to date her,it why are you such a baby,it why we need to learn music theory,how people can be so selfish,how people can vote for trump,-0.042,0.924,-0.190,-0.609,-0.089,26.655327,0.842180,0.449390,11.978632,0.378467,26.869966,0.876373,0.000000,12.075089,0.393833
test.enc.prompt.txt::00831,test.enc.prompt.txt::00831__row260,I don't get,0.0,content_diversity,why you don't want to be with her,why you don't want to get involved with her,why wouldn't you want to be in a relationship,it how can you say no to her,why you don't wanna go on a date with her,-0.154,0.802,-0.483,-0.835,-0.610,29.998525,0.808991,0.501739,15.051430,0.405902,32.153688,1.272465,0.000000,16.132759,0.638445
test.enc.prompt.txt::00833,test.enc.prompt.txt::00833__row261,I don't want,1.0,content_diversity,to go out with you,my mom to find out about drugs,to cheat on my girlfriend,to say i'm sorry,die isolated from my family,-0.038,0.954,-0.181,-0.609,-0.133,-6.286592,-0.192062,0.466529,-2.932878,-0.089603,57.318644,1.867997,0.000000,26.740814,0.871475
test.enc.prompt.txt::00833,test.enc.prompt.txt::00833__row262,I don't want,0.0,content_diversity,to be with you,go out on a date with you,to date you,have a date with you,to go anywhere with you,-0.158,0.788,-0.407,-0.839,-0.548,7.577324,0.555991,0.480463,3.640625,0.267133,23.756394,0.768888,0.000000,11.414071,0.369422
test.enc.prompt.txt::00834,test.enc.prompt.txt::00834,I'm ready to,0.0,content_diversity,let it go when you apologise,forgive when you say sorry,forgive when you apologise to me,let it go once you apologise,let it go if you say sorry first,-0.178,0.758,-0.507,-0.906,-0.742,38.931371,1.374465,0.383831,14.943085,0.527563,26.254082,0.746968,0.000000,10.077143,0.286710
test.enc.prompt.txt::00838,test.enc.prompt.txt::00838__row264,Thanks for the,1.0,content_diversity,help. I appreciate it.,add on Facebook.,loan.,dinner invite.,surprise party.,0.000,0.800,-0.367,-0.670,-0.213,2.781081,1.244336,0.251159,0.698494,0.312527,28.636824,2.134459,0.000000,7.192404,0.536089
test.enc.prompt.txt::00838,test.enc.prompt.txt::00838__row265,Thanks for the,0.0,content_diversity,assistance getting that project done.,help getting the aid I needed.,aid in setting up the trip.,support. It's really appreciated.,service. I cannot thank you enough.,-0.014,0.970,-0.281,-0.762,-0.513,11.901662,0.503153,0.424349,5.050454,0.213512,16.580217,0.855852,0.000000,7.035792,0.363180
test.enc.prompt.txt::00839,test.enc.prompt.txt::00839,"So, he's playing",1.0,content_diversity,our song.,the drums loudly.,football now.,on the beach.,her like a fiddle.,-0.007,0.786,-0.284,-0.625,-0.098,-8.672275,-0.445192,0.379958,-3.295104,-0.169155,19.583585,1.382574,0.000000,7.440949,0.525321
test.enc.prompt.txt::00841,test.enc.prompt.txt::00841,"Cole, we've got",1.0,content_diversity,a big problem.,lots of money on hand.,a ton of vacation time to take.,to fire him.,the crown jewels.,-0.012,0.971,-0.262,-0.622,-0.210,-2.855047,-0.551464,0.419215,-1.196879,-0.231182,38.088883,1.379611,0.000000,15.967438,0.578354
test.enc.prompt.txt::00842,test.enc.prompt.txt::00842,"Cole, I'm marrying",0.0,content_diversity,you. I care about you.,no one else but you.,you tomorrow. I'm so excited.,and having the baby for you.,"you before I die. Make me happy, Cole.",-0.048,0.959,-0.239,-0.732,-0.344,-0.869343,0.165446,0.484010,-0.420770,0.080078,42.841567,0.789258,0.000000,20.735741,0.382009
test.enc.prompt.txt::00843,test.enc.prompt.txt::00843,"That's all right,",1.0,content_diversity,I was going to throw that away anyway.,I have nowhere else to be today. Let's talk.,you can crash here for a while.,you can call me later.,you can borrow it for a while.,-0.055,0.917,-0.266,-0.607,-0.345,14.014944,0.454068,0.514017,7.203926,0.233399,57.645326,1.037748,0.000000,29.630706,0.533421
test.enc.prompt.txt::00844,test.enc.prompt.txt::00844__row270,Of course. I'm,1.0,content_diversity,certain that I can do what you ask,going to finish once I started,going to pay for all of it,always sure about these things,"not always right, but I try",-0.023,0.961,-0.142,-0.622,-0.367,14.885787,0.527676,0.500077,7.444041,0.263879,22.852694,0.613633,0.000000,11.428109,0.306864
test.enc.prompt.txt::00844,test.enc.prompt.txt::00844__row271,Of course. I'm,0.0,content_diversity,going to buy all of it,purchasing it all,paying for it,buying it all,all in when it comes to paying.,-0.096,0.906,-0.384,-0.866,-0.662,3.544639,1.007330,0.373012,1.322191,0.375746,74.719101,1.895184,0.000000,27.871095,0.706926
test.enc.prompt.txt::00845,test.enc.prompt.txt::00845,Stop fooling around...,0.0,content_diversity,and start writing an essay,and start working on a piece of paper,and start doing your essay,and start writing a report,and start your homework,-0.152,0.854,-0.596,-0.937,-0.664,26.028253,0.920357,0.499689,13.006019,0.459892,27.739684,0.667548,0.000000,13.861202,0.333566
test.enc.prompt.txt::00848,test.enc.prompt.txt::00848,Wouldn't think of,0.0,content_diversity,packing up and leaving.,moving to another city all of a sudden.,leaving my family for another life.,moving away overnight.,splitting sudden on them like that.,-0.014,0.970,-0.208,-0.715,-0.426,-13.371468,-0.360097,0.450552,-6.024541,-0.162242,69.065466,1.682870,0.000000,31.117580,0.758220
test.enc.prompt.txt::00849,test.enc.prompt.txt::00849__row274,"This is it,",1.0,content_diversity,i'm done with relationships,i have to start studying more,i give up with you,i have to stop drinking,this might be the chance of a lifetime,-0.038,0.936,-0.243,-0.640,-0.243,15.709235,0.982605,0.405026,6.362656,0.397981,29.742002,1.026832,0.000000,12.046298,0.415894
test.enc.prompt.txt::00849,test.enc.prompt.txt::00849__row275,"This is it,",0.0,content_diversity,i can't be drinking anymore,i have to reduce drinking,i need to stop with alcohol,i need to reduce alcohol consumption,i have to reduce alcohol intake,-0.152,0.779,-0.546,-0.952,-0.725,45.805720,1.550257,0.339285,15.541174,0.525978,20.908724,0.916875,0.000000,7.094008,0.311082
test.enc.prompt.txt::00850,test.enc.prompt.txt::00850,"Okay, I promise...",1.0,content_diversity,I will try harder,I won't do it again,to buy the bigger size,not to look at the presants,to think more about it next time.,-0.022,0.963,-0.193,-0.633,-0.250,15.387648,0.886559,0.408350,6.283551,0.362027,64.489695,1.961785,0.000000,26.334389,0.801096
test.enc.prompt.txt::00855,test.enc.prompt.txt::00855,Are you sure,0.0,content_diversity,Carol didn't murder him?,she didn't feed Harold to the tigers?,Harold was killed and thrown into the septic tank?,he was robbed and shot dead?,he was killed and the body just disappeared?,-0.047,0.912,-0.380,-0.728,-0.344,22.608518,0.543890,0.379142,8.571843,0.206212,19.076460,1.104498,0.000000,7.232690,0.418762
test.enc.prompt.txt::00856,test.enc.prompt.txt::00856__row278,"Jumbo, where the",1.0,content_diversity,people go?,guns disappear to?,dog run away from?,pots and pans at?,holiday parade start at?,-0.005,0.788,-0.283,-0.668,-0.147,8.885728,0.621951,0.192164,1.707519,0.119517,32.202340,0.872697,0.000000,6.188136,0.167701
test.enc.prompt.txt::00856,test.enc.prompt.txt::00856__row279,"Jumbo, where the",0.0,content_diversity,people disappear?,men exit to?,crowds go in the building?,women and children leave to go see?,group travel to? They are missing.,-0.008,0.983,-0.358,-0.716,-0.316,10.870476,0.844853,0.229420,2.493902,0.193826,74.869151,1.535787,0.000000,17.176464,0.352340
test.enc.prompt.txt::00857,test.enc.prompt.txt::00857,Screw you... Screw,0.0,content_diversity,screw all of the existence of everything i guess,you and everyone else can go away,"screw me, i did it again","you, you'r a screw up","i cant , so screw you",-0.030,0.958,-0.012,-0.768,-0.391,18.074368,0.682696,0.299436,5.412109,0.204424,49.991522,1.504815,0.000000,14.969242,0.450595
test.enc.prompt.txt::00859,test.enc.prompt.txt::00859__row281,Sounds swell... I'm,1.0,content_diversity,heading there myself,gonna get going,not very interested..,really tired so goodbye,really hungry,-0.007,0.787,-0.107,-0.633,-0.259,19.826173,0.921294,0.416813,8.263815,0.384008,38.467486,1.144242,0.000000,16.033765,0.476936
test.enc.prompt.txt::00859,test.enc.prompt.txt::00859__row282,Sounds swell... I'm,0.0,content_diversity,on my way there,going there myself,leaving to go there right after,going up there too,leaving to go there too,-0.107,0.809,-0.246,-0.870,-0.556,26.452566,1.154618,0.425261,11.249257,0.491014,18.096577,0.683600,0.000000,7.695777,0.290709
test.enc.prompt.txt::00860,test.enc.prompt.txt::00860,Give the guy,0.0,content_diversity,something to fill him up,"something to eat, he is starved","food, he looks like he hasn't eaten in ages","food, he looks so thin","something to eat, he is underweight",-0.134,0.787,-0.304,-0.851,-0.472,31.760253,1.059515,0.450643,14.312535,0.477463,11.999744,0.798964,0.000000,5.407600,0.360048
test.enc.prompt.txt::00861,test.enc.prompt.txt::00861,Looks like the,0.0,content_diversity,very end of the line.,"completion of the job, good or bad.",road has ended and we get off here.,bus is stopping. There is no further to go.,tram is pulling into the last station on the map.,-0.024,0.963,-0.172,-0.625,-0.307,16.810430,0.616605,0.376886,6.335623,0.232390,58.292876,1.035356,0.000000,21.969792,0.390211
test.enc.prompt.txt::00862,test.enc.prompt.txt::00862__row285,What can I,1.0,content_diversity,"say, I've got the best family",do to help out a little more,give you to find out about the hotel,"have, are there choices?",every do to repay you?,-0.022,0.959,-0.090,-0.656,-0.251,13.179709,0.227305,0.372568,4.910335,0.084686,28.587741,1.239947,0.000000,10.650872,0.461964
test.enc.prompt.txt::00862,test.enc.prompt.txt::00862__row286,What can I,0.0,content_diversity,do around here,help you with,do to help you out,finish to help,work on that needs to be done,-0.054,0.918,-0.111,-0.747,-0.499,11.951713,0.980988,0.421770,5.040879,0.413752,28.913229,1.560317,0.000000,12.194743,0.658096
test.enc.prompt.txt::00863,test.enc.prompt.txt::00863,Not one minute,1.0,content_diversity,sooner.,later.,and she disappeared.,and the dog attacked.,and the dish was empty.,-0.026,0.935,-0.494,-0.620,-0.247,-1.473461,-0.241421,0.300200,-0.442333,-0.072475,41.925652,1.774031,0.000000,12.586089,0.532564
test.enc.prompt.txt::00864,test.enc.prompt.txt::00864__row288,You want to,1.0,content_diversity,put all the ingredients in the bowl first.,go to the park while it's warm out?,go to dinner with all of us?,make sure the edges are straight before cutting.,do all that you can to make sure it's correct.,-0.041,0.935,-0.080,-0.653,-0.198,10.093980,0.529073,0.431783,4.358412,0.228445,23.136300,0.688337,0.000000,9.989868,0.297212
test.enc.prompt.txt::00864,test.enc.prompt.txt::00864__row289,You want to,0.0,content_diversity,make sure it's right,try your best to make it right,not mess it up,do it so it's correct,make it correctly the first time.,-0.045,0.937,-0.300,-0.860,-0.627,19.058911,1.306180,0.352298,6.714411,0.460164,37.446661,1.092558,0.000000,13.192373,0.384906
test.enc.prompt.txt::00865,test.enc.prompt.txt::00865__row290,She hates me.,1.0,content_diversity,i think i did something wrong,it's because i set her house on fire,i don't think we can be together anymore,why would she hate me,i think it might be cause someone's been saying lies about me,-0.035,0.953,-0.212,-0.700,-0.218,1.039980,0.376605,0.487902,0.507409,0.183746,83.829607,0.967932,0.000000,40.900672,0.472257
test.enc.prompt.txt::00865,test.enc.prompt.txt::00865__row291,She hates me.,0.0,content_diversity,i think we'll break up,think we will have to break up,we can't be in relationship anymore,i can't be with her anymore,there's no chance our relationship can survive,-0.038,0.927,-0.378,-0.763,-0.655,22.654322,0.862286,0.429097,9.720902,0.370004,34.892189,0.770828,0.000000,14.972133,0.330760
test.enc.prompt.txt::00866,test.enc.prompt.txt::00866,You're trying to,0.0,content_diversity,get the raise.,earn that big corner office.,get promoted to a manager's position.,make more pay with a higher position.,show the boss your hard work.,-0.016,0.970,-0.250,-0.742,-0.431,3.966500,-0.012459,0.372883,1.479039,-0.004646,42.856713,0.892020,0.000000,15.980522,0.332619
test.enc.prompt.txt::00867,test.enc.prompt.txt::00867,You're all under,0.0,content_diversity,the insurance coverage,protection in time of need.,the insurance protection,the same plan,the protection of your policy,-0.070,0.912,-0.226,-0.813,-0.393,17.333316,0.800489,0.418917,7.261227,0.335339,47.318705,2.077200,0.000000,19.822627,0.870175
test.enc.prompt.txt::00869,test.enc.prompt.txt::00869,I'm not really,0.0,content_diversity,interested in buying this,in the market for your product,considering buying,in a position to buy anything,seeing a need to buy this,-0.037,0.931,-0.262,-0.854,-0.649,13.230500,0.587137,0.510686,6.756625,0.299842,27.457669,0.993770,0.000000,14.022235,0.507504
test.enc.prompt.txt::00871,test.enc.prompt.txt::00871__row295,"You're late again,",1.0,content_diversity,you're fired.,I'm angry.,who were you with?,dinner is cold.,and I'm leaving you.,-0.012,0.773,-0.344,-0.630,-0.262,2.807379,0.278935,0.371398,1.042655,0.103596,19.925917,1.090597,0.000000,7.400445,0.405046
test.enc.prompt.txt::00871,test.enc.prompt.txt::00871__row296,"You're late again,",0.0,content_diversity,I'm letting you go.,and we are letting go of your services.,you are being discharged.,we are dismissing you.,pack your bags and leave the property now.,-0.047,0.927,-0.427,-0.743,-0.711,6.580792,0.543195,0.401884,2.644716,0.218302,61.638384,0.744826,0.000000,24.771490,0.299334
